L,S,W,k,eps,pullback_rise_pct,max_rise_pct,tp_atr,sl_atr,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,alpha_avg,alpha_pos
5,2,5,5,0.05,0.5,5.0,5.0,1.5,66,18,48,0.2727,0.0503,3.3204,-16.1682,1.0149,12.5452,-4.6353,-44.842,16.52,23.9534,-11.5627,"{'sl': 47, 'tp': 18, 'end': 1}",49,0.418,0.485
5,2,7,5,0.05,0.5,5.0,5.0,1.5,66,18,48,0.2727,0.0503,3.3204,-16.1682,1.0149,12.5452,-4.6353,-44.842,16.52,23.9534,-11.5627,"{'sl': 47, 'tp': 18, 'end': 1}",49,0.418,0.485
10,2,5,5,0.0,0.0,10.0,6.0,1.5,20,7,13,0.35,4.2197,84.3935,91.0739,2.342,21.04,-4.8374,-25.373,17.35,42.2594,-8.3217,"{'tp': 6, 'sl': 13, 'end': 1}",20,0.417,0.65
10,2,7,3,0.0,0.0,10.0,4.0,1.0,43,9,34,0.2093,-0.271,-11.6521,-18.4928,0.9027,12.005,-3.5205,-34.7906,8.74,17.1149,-5.9477,"{'sl': 34, 'tp': 9}",37,0.417,0.488
7,2,5,3,0.0,0.5,10.0,4.0,1.0,29,8,21,0.2759,0.3702,10.7364,4.2787,1.1366,11.1692,-3.7437,-29.1956,10.31,14.374,-6.0957,"{'sl': 21, 'tp': 8}",26,0.412,0.483
7,2,5,3,0.0,0.0,10.0,4.0,1.0,30,8,22,0.2667,0.2675,8.0257,1.452,1.0987,11.1692,-3.6967,-31.1149,10.53,14.374,-6.0957,"{'sl': 22, 'tp': 8}",27,0.407,0.5
5,3,5,5,0.0,0.0,10.0,4.0,1.0,98,25,73,0.2551,0.655,64.1892,47.1713,1.2561,12.5917,-3.4329,-35.5803,10.79,23.7527,-8.7849,"{'sl': 72, 'tp': 24, 'end': 2}",63,0.403,0.561
5,3,7,5,0.0,0.0,10.0,4.0,1.0,98,25,73,0.2551,0.655,64.1892,47.1713,1.2561,12.5917,-3.4329,-35.5803,10.79,23.7527,-8.7849,"{'sl': 72, 'tp': 24, 'end': 2}",63,0.403,0.561
10,3,5,3,0.05,0.5,10.0,4.0,1.0,24,9,15,0.375,2.2453,53.8876,58.9654,2.0222,11.8453,-3.5146,-18.1302,11.96,21.8246,-5.8321,"{'tp': 9, 'sl': 15}",22,0.4,0.667
5,2,5,5,0.0,0.5,5.0,6.0,1.5,45,10,35,0.2222,-0.1048,-4.7162,-20.4883,0.9724,16.637,-4.8882,-37.6976,12.31,22.0031,-11.5627,"{'sl': 34, 'tp': 10, 'end': 1}",34,0.398,0.4
5,2,7,5,0.0,0.5,5.0,6.0,1.5,45,10,35,0.2222,-0.1048,-4.7162,-20.4883,0.9724,16.637,-4.8882,-37.6976,12.31,22.0031,-11.5627,"{'sl': 34, 'tp': 10, 'end': 1}",34,0.398,0.4
10,3,5,3,0.05,0.0,10.0,4.0,1.0,29,9,20,0.3103,1.4018,40.6511,38.9848,1.6163,11.8453,-3.2978,-18.1302,11.0,21.8246,-5.8321,"{'sl': 20, 'tp': 9}",26,0.396,0.621
7,2,7,3,0.0,0.5,10.0,4.0,2.0,35,15,20,0.4286,1.5168,53.0869,41.4151,1.3757,12.9584,-7.0645,-38.2499,20.06,23.5135,-12.0914,"{'sl': 20, 'tp': 14, 'end': 1}",29,0.396,0.514
5,3,5,5,0.0,0.5,10.0,6.0,1.5,81,20,61,0.2469,-0.2199,-17.813,-41.7325,0.946,15.6131,-5.4111,-66.2585,17.81,29.9881,-13.1274,"{'sl': 60, 'tp': 18, 'end': 3}",59,0.392,0.506
5,3,7,5,0.0,0.5,10.0,6.0,1.5,81,20,61,0.2469,-0.2199,-17.813,-41.7325,0.946,15.6131,-5.4111,-66.2585,17.81,29.9881,-13.1274,"{'sl': 60, 'tp': 18, 'end': 3}",59,0.392,0.506
7,2,7,3,0.0,0.0,10.0,4.0,2.0,36,15,21,0.4167,1.3268,47.7656,33.8899,1.3258,12.9584,-6.9815,-41.5358,20.06,23.5135,-12.0914,"{'sl': 21, 'tp': 14, 'end': 1}",30,0.39,0.528
5,3,5,5,0.05,0.5,10.0,5.0,1.0,124,28,96,0.2258,0.3849,47.7274,15.6296,1.1409,13.7995,-3.5277,-59.9438,13.8,24.9734,-8.7849,"{'sl': 95, 'tp': 27, 'end': 2}",69,0.388,0.516
5,3,7,5,0.05,0.5,10.0,5.0,1.0,124,28,96,0.2258,0.3849,47.7274,15.6296,1.1409,13.7995,-3.5277,-59.9438,13.8,24.9734,-8.7849,"{'sl': 95, 'tp': 27, 'end': 2}",69,0.388,0.516
5,3,5,5,0.05,0.0,10.0,5.0,1.0,139,31,108,0.223,0.5336,74.176,41.0237,1.2005,14.3294,-3.4263,-62.4205,13.89,29.7159,-8.7849,"{'sl': 107, 'tp': 30, 'end': 2}",71,0.387,0.504
5,3,7,5,0.05,0.0,10.0,5.0,1.0,139,31,108,0.223,0.5336,74.176,41.0237,1.2005,14.3294,-3.4263,-62.4205,13.89,29.7159,-8.7849,"{'sl': 107, 'tp': 30, 'end': 2}",71,0.387,0.504
10,2,7,5,0.05,0.0,10.0,6.0,1.5,34,6,28,0.1765,-0.4557,-15.4941,-29.0277,0.8892,20.7326,-4.9961,-66.1561,21.29,42.2594,-8.3217,"{'tp': 4, 'sl': 28, 'end': 2}",29,0.383,0.529
7,2,7,3,0.05,0.5,5.0,4.0,2.0,34,17,17,0.5,2.9024,98.6805,129.8266,1.9465,11.9373,-6.1326,-19.985,21.41,15.7566,-10.7888,"{'tp': 17, 'sl': 17}",27,0.381,0.441
7,2,5,3,0.05,0.0,10.0,4.0,2.0,43,21,22,0.4884,2.4859,106.8935,135.652,1.7296,12.067,-6.6597,-35.2128,22.49,23.5135,-12.0914,"{'tp': 20, 'sl': 22, 'end': 1}",35,0.381,0.465
10,3,5,5,0.05,0.0,5.0,5.0,1.0,22,5,17,0.2273,1.1941,26.2712,22.2297,1.5531,14.7538,-2.794,-10.8858,14.91,22.464,-5.5812,"{'sl': 17, 'tp': 5}",22,0.38,0.409
5,2,5,5,0.05,0.5,5.0,4.0,2.0,64,22,42,0.3438,-0.5741,-36.7425,-43.4891,0.8534,9.7184,-5.9654,-55.4668,18.27,19.1427,-13.125,"{'sl': 41, 'tp': 21, 'end': 2}",49,0.38,0.531
5,2,7,5,0.05,0.5,5.0,4.0,2.0,64,22,42,0.3438,-0.5741,-36.7425,-43.4891,0.8534,9.7184,-5.9654,-55.4668,18.27,19.1427,-13.125,"{'sl': 41, 'tp': 21, 'end': 2}",49,0.38,0.531
7,3,5,5,0.05,0.0,5.0,5.0,1.0,47,17,30,0.3617,3.8624,181.5347,386.2981,3.1091,15.7415,-2.869,-21.7731,13.74,33.6147,-4.4524,"{'sl': 30, 'tp': 17}",40,0.375,0.383
10,3,5,5,0.05,0.0,10.0,5.0,1.0,23,5,18,0.2174,0.9375,21.5624,16.4742,1.413,14.7538,-2.9004,-15.082,14.48,22.464,-5.5812,"{'sl': 18, 'tp': 5}",22,0.374,0.435
5,3,5,5,0.0,0.0,10.0,5.0,1.0,97,18,79,0.1856,0.0003,0.0292,-23.5479,1.0001,15.1408,-3.4494,-58.4698,13.91,29.7159,-8.7849,"{'sl': 78, 'tp': 17, 'end': 2}",63,0.374,0.526
5,3,7,5,0.0,0.0,10.0,5.0,1.0,97,18,79,0.1856,0.0003,0.0292,-23.5479,1.0001,15.1408,-3.4494,-58.4698,13.91,29.7159,-8.7849,"{'sl': 78, 'tp': 17, 'end': 2}",63,0.374,0.526
10,2,7,5,0.05,0.5,5.0,5.0,1.5,22,6,16,0.2727,2.0254,44.5588,35.9932,1.6221,19.3634,-4.4763,-29.8127,21.23,35.1995,-8.3217,"{'tp': 6, 'sl': 16}",19,0.373,0.455
10,2,7,3,0.05,0.0,10.0,4.0,1.0,48,10,38,0.2083,-0.1803,-8.6555,-17.9674,0.937,12.8685,-3.6142,-36.8157,8.52,21.8246,-5.9477,"{'sl': 38, 'tp': 10}",39,0.373,0.479
10,2,7,3,0.05,0.5,10.0,4.0,1.0,47,10,37,0.2128,-0.1497,-7.038,-16.6187,0.9481,12.8685,-3.6682,-35.7769,8.68,21.8246,-5.9477,"{'sl': 37, 'tp': 10}",39,0.372,0.468
5,3,5,5,0.05,0.5,10.0,4.0,1.0,126,36,90,0.2857,0.918,115.6699,130.4481,1.3697,11.905,-3.4768,-48.0423,11.12,22.906,-8.7849,"{'sl': 89, 'tp': 35, 'end': 2}",69,0.369,0.548
5,3,7,5,0.05,0.5,10.0,4.0,1.0,126,36,90,0.2857,0.918,115.6699,130.4481,1.3697,11.905,-3.4768,-48.0423,11.12,22.906,-8.7849,"{'sl': 89, 'tp': 35, 'end': 2}",69,0.369,0.548
5,2,5,5,0.05,0.0,10.0,5.0,1.0,100,20,80,0.2,0.3318,33.1761,7.1663,1.1294,14.4769,-3.2045,-42.1877,10.35,24.9734,-7.7418,"{'sl': 79, 'tp': 19, 'end': 2}",65,0.364,0.48
5,2,7,5,0.05,0.0,10.0,5.0,1.0,100,20,80,0.2,0.3318,33.1761,7.1663,1.1294,14.4769,-3.2045,-42.1877,10.35,24.9734,-7.7418,"{'sl': 79, 'tp': 19, 'end': 2}",65,0.364,0.48
5,3,5,5,0.0,0.5,10.0,5.0,1.0,81,16,65,0.1975,-0.1726,-13.9769,-29.021,0.9404,13.7722,-3.6051,-50.3961,14.14,24.9734,-8.7849,"{'sl': 64, 'tp': 15, 'end': 2}",59,0.361,0.543
5,3,7,5,0.0,0.5,10.0,5.0,1.0,81,16,65,0.1975,-0.1726,-13.9769,-29.021,0.9404,13.7722,-3.6051,-50.3961,14.14,24.9734,-8.7849,"{'sl': 64, 'tp': 15, 'end': 2}",59,0.361,0.543
7,2,5,5,0.05,0.5,10.0,6.0,1.5,35,10,25,0.2857,2.1716,76.0062,71.4551,1.6584,19.1438,-4.6173,-42.4375,22.86,42.2594,-9.8688,"{'sl': 25, 'tp': 9, 'end': 1}",28,0.359,0.514
5,3,5,5,0.05,0.5,10.0,4.0,2.0,125,56,69,0.448,0.9552,119.4052,83.4914,1.2367,11.141,-7.3115,-63.7272,19.78,22.906,-17.4699,"{'sl': 68, 'tp': 54, 'end': 3}",69,0.351,0.536
5,3,7,5,0.05,0.5,10.0,4.0,2.0,125,56,69,0.448,0.9552,119.4052,83.4914,1.2367,11.141,-7.3115,-63.7272,19.78,22.906,-17.4699,"{'sl': 68, 'tp': 54, 'end': 3}",69,0.351,0.536
5,2,5,5,0.05,0.0,10.0,6.0,1.5,99,27,72,0.2727,0.6685,66.182,26.3227,1.1923,15.1992,-4.7805,-45.9647,16.36,29.9881,-11.5627,"{'sl': 71, 'tp': 23, 'end': 5}",65,0.346,0.485
5,2,7,5,0.05,0.0,10.0,6.0,1.5,99,27,72,0.2727,0.6685,66.182,26.3227,1.1923,15.1992,-4.7805,-45.9647,16.36,29.9881,-11.5627,"{'sl': 71, 'tp': 23, 'end': 5}",65,0.346,0.485
7,3,7,5,0.05,0.0,5.0,5.0,1.0,51,18,33,0.3529,3.5399,180.5336,379.9052,2.9273,15.2337,-2.8386,-23.9023,13.94,33.6147,-4.4524,"{'sl': 33, 'tp': 18}",44,0.341,0.373
7,3,7,3,0.05,0.5,10.0,5.0,1.0,34,7,27,0.2059,-0.2977,-10.1214,-16.5404,0.8999,12.9992,-3.745,-47.702,8.35,17.5312,-5.9477,"{'sl': 27, 'tp': 7}",29,0.339,0.5
10,2,7,5,0.05,0.5,10.0,6.0,1.5,31,6,25,0.1935,0.0044,0.1359,-16.6636,1.0011,20.7326,-4.9704,-60.2602,21.32,42.2594,-8.3217,"{'tp': 4, 'sl': 25, 'end': 2}",26,0.338,0.484
5,2,5,5,0.05,0.0,10.0,5.0,1.5,99,27,72,0.2727,0.0876,8.6756,-23.1121,1.0252,13.0694,-4.7805,-50.6602,15.45,24.9734,-11.5627,"{'sl': 71, 'tp': 24, 'end': 4}",65,0.337,0.495
5,2,7,5,0.05,0.0,10.0,5.0,1.5,99,27,72,0.2727,0.0876,8.6756,-23.1121,1.0252,13.0694,-4.7805,-50.6602,15.45,24.9734,-11.5627,"{'sl': 71, 'tp': 24, 'end': 4}",65,0.337,0.495
5,2,5,5,0.05,0.0,5.0,5.0,1.0,80,17,63,0.2125,0.4329,34.6333,18.1382,1.1854,13.0233,-2.9645,-34.9673,11.72,23.9534,-7.7418,"{'sl': 62, 'tp': 17, 'end': 1}",57,0.336,0.512
5,2,7,5,0.05,0.0,5.0,5.0,1.0,80,17,63,0.2125,0.4329,34.6333,18.1382,1.1854,13.0233,-2.9645,-34.9673,11.72,23.9534,-7.7418,"{'sl': 62, 'tp': 17, 'end': 1}",57,0.336,0.512
7,2,5,3,0.05,0.5,5.0,4.0,2.0,29,15,14,0.5172,2.9568,85.7477,106.9917,1.9752,11.5782,-6.2804,-22.4602,19.55,15.7566,-10.7888,"{'tp': 15, 'sl': 14}",23,0.332,0.448
10,2,5,3,0.05,0.0,10.0,4.0,2.0,30,13,17,0.4333,1.4571,43.7119,32.9847,1.3635,12.6118,-7.073,-24.653,20.83,21.8246,-10.7888,"{'sl': 17, 'tp': 12, 'end': 1}",28,0.33,0.433
10,2,5,3,0.05,0.5,10.0,4.0,2.0,30,13,17,0.4333,1.4571,43.7119,32.9847,1.3635,12.6118,-7.073,-24.653,20.83,21.8246,-10.7888,"{'sl': 17, 'tp': 12, 'end': 1}",28,0.33,0.433
5,3,5,5,0.05,0.0,10.0,4.0,1.0,141,39,102,0.2766,0.9255,130.4934,155.4477,1.379,12.1739,-3.3754,-34.3354,11.43,23.7527,-8.7849,"{'sl': 101, 'tp': 38, 'end': 2}",71,0.327,0.525
5,3,7,5,0.05,0.0,10.0,4.0,1.0,141,39,102,0.2766,0.9255,130.4934,155.4477,1.379,12.1739,-3.3754,-34.3354,11.43,23.7527,-8.7849,"{'sl': 101, 'tp': 38, 'end': 2}",71,0.327,0.525
10,3,5,3,0.05,0.0,5.0,4.0,1.0,25,9,16,0.36,2.3469,58.6735,67.1416,2.2241,11.8453,-2.9959,-11.7197,11.96,21.8246,-5.8321,"{'sl': 16, 'tp': 9}",23,0.324,0.6
7,2,7,3,0.05,0.5,10.0,4.0,2.0,47,21,26,0.4468,1.8914,88.8955,90.7237,1.4927,12.8256,-6.94,-35.2128,23.64,23.5135,-12.0914,"{'tp': 20, 'sl': 26, 'end': 1}",36,0.324,0.447
7,3,5,3,0.05,0.5,10.0,5.0,1.0,23,5,18,0.2174,-0.0026,-0.059,-5.7786,0.9991,13.6425,-3.7929,-40.9919,8.65,17.5312,-5.8321,"{'tp': 5, 'sl': 18}",19,0.32,0.522
5,3,5,5,0.05,0.5,10.0,6.0,1.5,124,36,88,0.2903,0.9198,114.0572,68.8106,1.2442,16.1446,-5.3085,-70.3624,19.6,29.9881,-13.1274,"{'sl': 87, 'tp': 34, 'end': 3}",69,0.312,0.5
5,3,7,5,0.05,0.5,10.0,6.0,1.5,124,36,88,0.2903,0.9198,114.0572,68.8106,1.2442,16.1446,-5.3085,-70.3624,19.6,29.9881,-13.1274,"{'sl': 87, 'tp': 34, 'end': 3}",69,0.312,0.5
10,3,5,3,0.05,0.5,5.0,4.0,1.0,20,9,11,0.45,3.5955,71.91,91.17,3.0725,11.8453,-3.1543,-10.3733,13.35,21.8246,-5.8321,"{'tp': 9, 'sl': 11}",19,0.311,0.65
7,3,5,5,0.05,0.0,10.0,5.0,1.0,54,17,37,0.3148,2.8372,153.2113,264.1393,2.3393,15.7415,-3.0917,-24.5803,12.39,33.6147,-4.993,"{'sl': 37, 'tp': 17}",45,0.308,0.389
10,3,7,3,0.0,0.0,10.0,6.0,1.5,33,10,23,0.303,1.8066,59.6191,53.13,1.5354,17.0982,-4.8419,-38.9797,12.45,25.7223,-8.8715,"{'sl': 23, 'tp': 10}",29,0.306,0.545
10,3,7,5,0.05,0.5,5.0,5.0,1.5,21,8,13,0.381,2.3535,49.4237,48.6762,1.8236,13.6794,-4.6163,-14.5009,19.43,23.6027,-8.3217,"{'sl': 13, 'tp': 8}",21,0.298,0.429
7,2,7,5,0.05,0.0,10.0,5.0,1.5,45,14,31,0.3111,1.3265,59.6924,48.4875,1.4179,14.4677,-4.6083,-44.6148,20.64,35.1995,-9.8688,"{'sl': 31, 'tp': 14}",36,0.297,0.533
5,3,5,5,0.05,0.0,10.0,4.0,2.0,140,61,79,0.4357,1.0545,147.6318,129.6006,1.2722,11.3129,-6.8665,-55.1164,20.11,23.7527,-17.4699,"{'sl': 77, 'tp': 59, 'end': 4}",71,0.294,0.521
5,3,7,5,0.05,0.0,10.0,4.0,2.0,140,61,79,0.4357,1.0545,147.6318,129.6006,1.2722,11.3129,-6.8665,-55.1164,20.11,23.7527,-17.4699,"{'sl': 77, 'tp': 59, 'end': 4}",71,0.294,0.521
5,2,5,5,0.05,0.5,5.0,6.0,1.5,66,18,48,0.2727,0.615,40.5923,16.3703,1.1824,14.6159,-4.6353,-43.4058,17.65,22.0031,-11.5627,"{'sl': 47, 'tp': 17, 'end': 2}",49,0.293,0.455
5,2,7,5,0.05,0.5,5.0,6.0,1.5,66,18,48,0.2727,0.615,40.5923,16.3703,1.1824,14.6159,-4.6353,-43.4058,17.65,22.0031,-11.5627,"{'sl': 47, 'tp': 17, 'end': 2}",49,0.293,0.455
5,3,5,5,0.05,0.5,5.0,6.0,1.5,105,33,72,0.3143,1.5056,158.087,190.763,1.4386,15.7139,-5.0065,-65.273,21.3,24.0698,-9.9036,"{'tp': 31, 'sl': 71, 'end': 3}",66,0.289,0.486
5,3,7,5,0.05,0.5,5.0,6.0,1.5,105,33,72,0.3143,1.5056,158.087,190.763,1.4386,15.7139,-5.0065,-65.273,21.3,24.0698,-9.9036,"{'tp': 31, 'sl': 71, 'end': 3}",66,0.289,0.486
10,3,7,5,0.05,0.5,5.0,4.0,2.0,21,14,7,0.6667,5.4404,114.2483,180.3194,3.6263,11.2678,-6.2144,-15.2627,22.86,21.8246,-8.1136,"{'sl': 7, 'tp': 14}",21,0.288,0.476
10,2,7,3,0.0,0.0,5.0,4.0,2.0,33,12,21,0.3636,0.1311,4.3265,-7.8156,1.0328,11.3636,-6.2875,-41.867,11.91,15.6819,-10.7888,"{'sl': 21, 'tp': 12}",30,0.288,0.485
10,2,7,3,0.0,0.5,5.0,4.0,2.0,30,11,19,0.3667,0.207,6.2092,-5.586,1.0507,11.7087,-6.4519,-39.3634,12.03,15.6819,-10.7888,"{'sl': 19, 'tp': 11}",28,0.284,0.433
7,3,7,5,0.05,0.0,10.0,5.0,1.0,58,18,40,0.3103,2.6243,152.2102,259.3524,2.2477,15.2337,-3.0499,-26.6332,12.66,33.6147,-4.993,"{'sl': 40, 'tp': 18}",47,0.283,0.379
5,3,5,5,0.05,0.0,5.0,5.0,1.0,120,28,92,0.2333,0.7806,93.6708,82.3819,1.3139,14.002,-3.2433,-58.2299,14.73,29.7159,-6.8936,"{'tp': 27, 'sl': 91, 'end': 2}",68,0.283,0.5
5,3,7,5,0.05,0.0,5.0,5.0,1.0,120,28,92,0.2333,0.7806,93.6708,82.3819,1.3139,14.002,-3.2433,-58.2299,14.73,29.7159,-6.8936,"{'tp': 27, 'sl': 91, 'end': 2}",68,0.283,0.5
5,2,5,5,0.05,0.5,5.0,4.0,1.0,67,16,51,0.2388,0.1748,11.7101,-0.2579,1.0753,10.4524,-3.0496,-31.6483,9.12,19.1427,-7.7418,"{'sl': 50, 'tp': 16, 'end': 1}",49,0.282,0.522
5,2,7,5,0.05,0.5,5.0,4.0,1.0,67,16,51,0.2388,0.1748,11.7101,-0.2579,1.0753,10.4524,-3.0496,-31.6483,9.12,19.1427,-7.7418,"{'sl': 50, 'tp': 16, 'end': 1}",49,0.282,0.522
5,3,5,5,0.0,0.5,5.0,4.0,1.0,68,20,48,0.2941,1.0384,70.6097,71.4361,1.4391,11.5711,-3.3503,-30.2574,10.76,21.8246,-6.6357,"{'tp': 19, 'sl': 47, 'end': 2}",53,0.279,0.618
5,3,7,5,0.0,0.5,5.0,4.0,1.0,68,20,48,0.2941,1.0384,70.6097,71.4361,1.4391,11.5711,-3.3503,-30.2574,10.76,21.8246,-6.6357,"{'tp': 19, 'sl': 47, 'end': 2}",53,0.279,0.618
5,2,5,5,0.05,0.5,10.0,5.0,1.0,87,19,68,0.2184,0.603,52.4623,31.4017,1.233,14.61,-3.3107,-33.7602,10.49,24.9734,-7.7418,"{'sl': 67, 'tp': 18, 'end': 2}",58,0.278,0.471
5,2,7,5,0.05,0.5,10.0,5.0,1.0,87,19,68,0.2184,0.603,52.4623,31.4017,1.233,14.61,-3.3107,-33.7602,10.49,24.9734,-7.7418,"{'sl': 67, 'tp': 18, 'end': 2}",58,0.278,0.471
5,3,5,5,0.05,0.5,5.0,5.0,1.0,105,25,80,0.2381,0.6402,67.2222,49.5404,1.2518,13.3692,-3.3376,-55.477,14.74,20.0415,-6.6357,"{'tp': 24, 'sl': 79, 'end': 2}",66,0.27,0.514
5,3,7,5,0.05,0.5,5.0,5.0,1.0,105,25,80,0.2381,0.6402,67.2222,49.5404,1.2518,13.3692,-3.3376,-55.477,14.74,20.0415,-6.6357,"{'tp': 24, 'sl': 79, 'end': 2}",66,0.27,0.514
7,3,5,5,0.05,0.5,5.0,5.0,1.0,32,12,20,0.375,3.7376,119.6021,183.3842,2.8507,15.3523,-3.2313,-19.0239,11.56,33.6147,-4.4524,"{'sl': 20, 'tp': 12}",28,0.265,0.406
10,3,7,3,0.0,0.5,10.0,6.0,1.5,26,9,17,0.3462,2.7403,71.2491,73.2712,1.7816,18.0452,-5.3622,-34.7729,13.81,25.7223,-8.8715,"{'sl': 17, 'tp': 9}",24,0.265,0.538
7,2,7,3,0.0,0.5,10.0,4.0,1.0,35,8,27,0.2286,-0.3117,-10.91,-16.3808,0.8912,11.1692,-3.7135,-35.7602,9.54,14.374,-6.0957,"{'sl': 27, 'tp': 8}",29,0.263,0.457
7,2,7,3,0.0,0.0,10.0,4.0,1.0,36,8,28,0.2222,-0.3784,-13.6207,-18.6474,0.8677,11.1692,-3.6776,-37.5015,9.75,14.374,-6.0957,"{'sl': 28, 'tp': 8}",30,0.263,0.472
10,3,7,5,0.05,0.5,10.0,4.0,1.0,23,9,14,0.3913,3.2478,74.6997,93.5558,2.7891,12.9391,-2.9823,-9.9228,12.0,21.8246,-4.7088,"{'sl': 14, 'tp': 9}",22,0.26,0.478
10,2,7,5,0.0,0.0,5.0,6.0,1.5,22,6,16,0.2727,3.1681,69.6992,64.2669,1.9107,24.3715,-4.7831,-30.3007,14.59,42.2594,-8.3217,"{'tp': 6, 'sl': 16}",20,0.26,0.545
10,3,7,3,0.0,0.0,10.0,5.0,1.0,33,9,24,0.2727,1.4248,47.0173,44.8152,1.599,13.9454,-3.2705,-25.958,9.58,21.4186,-5.9477,"{'sl': 24, 'tp': 9}",29,0.259,0.576
10,3,7,5,0.05,0.5,10.0,5.0,1.5,23,9,14,0.3913,1.9363,44.5352,41.3153,1.6753,12.2763,-4.7108,-14.5009,19.3,23.6027,-8.3217,"{'sl': 14, 'tp': 8, 'end': 1}",22,0.255,0.391
5,3,5,5,0.0,0.0,5.0,5.0,1.0,83,15,68,0.1807,-0.0062,-0.5117,-19.4227,0.9977,14.6918,-3.2484,-56.7905,14.73,29.7159,-6.8936,"{'tp': 14, 'sl': 67, 'end': 2}",57,0.255,0.53
5,3,7,5,0.0,0.0,5.0,5.0,1.0,83,15,68,0.1807,-0.0062,-0.5117,-19.4227,0.9977,14.6918,-3.2484,-56.7905,14.73,29.7159,-6.8936,"{'tp': 14, 'sl': 67, 'end': 2}",57,0.255,0.53
10,3,7,3,0.05,0.0,10.0,5.0,1.0,44,11,33,0.25,1.0684,47.0094,39.8495,1.4243,14.3453,-3.3573,-37.4254,10.8,23.6027,-5.9477,"{'sl': 33, 'tp': 11}",37,0.254,0.545
10,3,7,5,0.05,0.5,10.0,4.0,2.0,23,15,8,0.6522,4.6701,107.4132,160.9268,3.0903,10.5867,-6.4234,-15.2627,23.26,21.8246,-8.1136,"{'sl': 8, 'tp': 14, 'end': 1}",22,0.252,0.435
7,2,5,3,0.05,0.5,10.0,4.0,2.0,39,19,20,0.4872,2.6459,103.1905,128.6524,1.7539,12.6355,-6.8442,-35.2128,23.33,23.5135,-12.0914,"{'tp': 18, 'sl': 20, 'end': 1}",32,0.251,0.436
5,3,5,5,0.0,0.0,5.0,4.0,1.0,84,22,62,0.2619,0.8826,74.1398,69.6748,1.3726,12.4148,-3.2095,-33.391,11.1,23.7527,-6.8936,"{'tp': 21, 'sl': 61, 'end': 2}",57,0.246,0.583
5,3,7,5,0.0,0.0,5.0,4.0,1.0,84,22,62,0.2619,0.8826,74.1398,69.6748,1.3726,12.4148,-3.2095,-33.391,11.1,23.7527,-6.8936,"{'tp': 21, 'sl': 61, 'end': 2}",57,0.246,0.583
7,2,5,3,0.05,0.5,5.0,4.0,1.0,29,8,21,0.2759,0.6034,17.4999,12.5755,1.2586,10.6456,-3.2221,-23.685,7.28,14.374,-5.4444,"{'sl': 21, 'tp': 8}",23,0.245,0.414
5,3,5,5,0.0,0.0,10.0,4.0,2.0,97,37,60,0.3814,0.1026,9.9541,-29.0212,1.0241,11.4323,-6.884,-65.4965,17.65,23.7527,-17.4699,"{'sl': 58, 'tp': 35, 'end': 4}",63,0.243,0.495
5,3,7,5,0.0,0.0,10.0,4.0,2.0,97,37,60,0.3814,0.1026,9.9541,-29.0212,1.0241,11.4323,-6.884,-65.4965,17.65,23.7527,-17.4699,"{'sl': 58, 'tp': 35, 'end': 4}",63,0.243,0.495
5,2,5,5,0.0,0.0,10.0,6.0,1.5,77,19,58,0.2468,0.3328,25.6225,-9.3281,1.089,16.5086,-4.9662,-59.0154,13.18,29.9881,-11.5627,"{'sl': 57, 'tp': 16, 'end': 4}",52,0.237,0.429
5,2,7,5,0.0,0.0,10.0,6.0,1.5,77,19,58,0.2468,0.3328,25.6225,-9.3281,1.089,16.5086,-4.9662,-59.0154,13.18,29.9881,-11.5627,"{'sl': 57, 'tp': 16, 'end': 4}",52,0.237,0.429
5,3,5,5,0.0,0.5,10.0,4.0,2.0,81,34,47,0.4198,0.2141,17.3401,-19.0077,1.0488,10.971,-7.5676,-71.3158,17.57,21.8246,-17.4699,"{'sl': 46, 'tp': 32, 'end': 3}",59,0.236,0.506
5,3,7,5,0.0,0.5,10.0,4.0,2.0,81,34,47,0.4198,0.2141,17.3401,-19.0077,1.0488,10.971,-7.5676,-71.3158,17.57,21.8246,-17.4699,"{'sl': 46, 'tp': 32, 'end': 3}",59,0.236,0.506
10,3,7,3,0.05,0.5,10.0,5.0,1.0,38,11,27,0.2895,1.628,61.8634,62.5842,1.6448,14.3453,-3.5532,-34.5544,11.63,23.6027,-5.9477,"{'sl': 27, 'tp': 11}",33,0.234,0.553
7,2,7,5,0.0,0.0,10.0,4.0,2.0,24,11,13,0.4583,2.578,61.8719,63.7215,1.8017,12.6409,-5.9368,-27.8989,13.5,28.1396,-13.125,"{'tp': 10, 'sl': 13, 'end': 1}",22,0.23,0.5
7,3,7,5,0.05,0.5,5.0,5.0,1.0,36,13,23,0.3611,3.2945,118.601,179.6589,2.642,14.6791,-3.1403,-21.228,12.08,33.6147,-4.4524,"{'sl': 23, 'tp': 13}",32,0.229,0.389
10,3,7,3,0.05,0.0,10.0,4.0,1.0,44,14,30,0.3182,1.6484,72.5294,81.876,1.7324,12.2542,-3.301,-31.9684,9.3,21.8246,-5.9477,"{'sl': 30, 'tp': 14}",37,0.227,0.568
