L,S,W,k,eps,pullback_rise_pct,max_rise_pct,tp_atr,sl_atr,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,alpha_avg,alpha_pos
10,2,7,5,0.05,0.0,10.0,5.0,1.5,34,7,27,0.2059,-0.6043,-20.5479,-30.569,0.8509,16.7474,-5.1029,-64.1661,19.85,35.1995,-8.3217,"{'tp': 6, 'sl': 27, 'end': 1}",29,0.944,0.559
10,2,5,5,0.05,0.5,10.0,4.0,2.0,22,10,12,0.4545,3.7358,82.188,96.7209,2.2232,14.9377,-5.5991,-31.6285,23.36,28.1396,-8.9061,"{'tp': 9, 'sl': 12, 'end': 1}",18,0.917,0.455
5,2,5,5,0.0,0.0,10.0,4.0,1.0,78,16,62,0.2051,0.3276,25.5564,2.4955,1.1233,14.5512,-3.343,-53.0929,7.42,43.5001,-7.7418,"{'sl': 61, 'tp': 16, 'end': 1}",52,0.892,0.564
5,2,7,5,0.0,0.0,10.0,4.0,1.0,78,16,62,0.2051,0.3276,25.5564,2.4955,1.1233,14.5512,-3.343,-53.0929,7.42,43.5001,-7.7418,"{'sl': 61, 'tp': 16, 'end': 1}",52,0.892,0.564
7,3,7,3,0.0,0.0,10.0,6.0,1.5,23,6,17,0.2609,0.4409,10.1401,-0.6523,1.1118,16.8078,-5.3357,-43.3716,13.61,21.0575,-8.8715,"{'sl': 17, 'tp': 6}",20,0.891,0.696
5,2,5,5,0.0,0.5,10.0,4.0,1.0,64,14,50,0.2188,0.6199,39.6721,19.8489,1.2297,15.1713,-3.4545,-50.0038,7.25,43.5001,-7.7418,"{'sl': 49, 'tp': 14, 'end': 1}",44,0.888,0.547
5,2,7,5,0.0,0.5,10.0,4.0,1.0,64,14,50,0.2188,0.6199,39.6721,19.8489,1.2297,15.1713,-3.4545,-50.0038,7.25,43.5001,-7.7418,"{'sl': 49, 'tp': 14, 'end': 1}",44,0.888,0.547
10,2,5,3,0.05,0.0,10.0,4.0,1.0,30,8,22,0.2667,0.7302,21.9046,14.7948,1.2777,12.5976,-3.5853,-22.4855,9.5,21.8246,-5.4444,"{'sl': 22, 'tp': 8}",28,0.887,0.5
10,2,5,3,0.05,0.5,10.0,4.0,1.0,30,8,22,0.2667,0.7302,21.9046,14.7948,1.2777,12.5976,-3.5853,-22.4855,9.5,21.8246,-5.4444,"{'sl': 22, 'tp': 8}",28,0.887,0.5
7,3,7,3,0.0,0.0,10.0,5.0,1.0,23,6,17,0.2609,0.9957,22.9011,17.3948,1.3752,13.9898,-3.5905,-31.4981,10.83,17.5312,-5.9477,"{'sl': 17, 'tp': 6}",20,0.882,0.522
10,2,5,5,0.05,0.0,10.0,4.0,2.0,25,10,15,0.4,2.4579,61.448,58.6543,1.6988,14.9377,-5.8619,-39.5264,23.88,28.1396,-8.9061,"{'tp': 9, 'sl': 15, 'end': 1}",21,0.84,0.48
7,3,7,3,0.05,0.5,10.0,4.0,1.0,34,9,25,0.2647,0.0422,1.4336,-5.5872,1.0151,10.7078,-3.7975,-42.2613,7.09,14.7756,-5.9477,"{'sl': 25, 'tp': 9}",29,0.824,0.588
10,3,7,5,0.05,0.5,10.0,5.0,1.0,23,7,16,0.3043,2.3249,53.4732,56.1013,2.0614,14.8361,-3.1487,-9.9228,14.74,23.6027,-5.5812,"{'sl': 16, 'tp': 7}",22,0.819,0.522
7,2,7,5,0.05,0.5,10.0,5.0,1.5,38,11,27,0.2895,1.1594,44.057,29.18,1.3421,15.7129,-4.7698,-51.6273,21.26,35.1995,-9.8688,"{'sl': 27, 'tp': 11}",30,0.809,0.526
10,3,7,5,0.05,0.5,5.0,5.0,1.0,21,7,14,0.3333,2.9607,62.1753,70.6287,2.4918,14.8361,-2.977,-9.9228,15.81,23.6027,-5.5812,"{'sl': 14, 'tp': 7}",21,0.808,0.476
7,2,5,3,0.0,0.5,5.0,4.0,1.0,22,8,14,0.3636,1.998,43.9564,46.6028,1.9683,11.1692,-3.2426,-14.5179,8.09,14.374,-5.4444,"{'sl': 14, 'tp': 8}",20,0.785,0.545
7,2,5,3,0.0,0.0,5.0,4.0,1.0,23,8,15,0.3478,1.7933,41.2457,42.6289,1.8574,11.1692,-3.2072,-16.8351,8.48,14.374,-5.4444,"{'sl': 15, 'tp': 8}",21,0.762,0.565
10,2,5,3,0.0,0.5,5.0,4.0,2.0,21,8,13,0.381,0.3387,7.1122,-1.2781,1.0846,11.3972,-6.4666,-28.139,12.71,14.374,-10.7888,"{'sl': 13, 'tp': 8}",21,0.716,0.429
7,2,5,5,0.05,0.5,10.0,5.0,1.5,35,10,25,0.2857,1.4517,50.8087,39.14,1.4402,16.6241,-4.6173,-44.4583,21.26,35.1995,-9.8688,"{'sl': 25, 'tp': 10}",28,0.714,0.543
10,2,5,5,0.0,0.0,10.0,5.0,1.5,20,7,13,0.35,2.9961,59.9219,57.4506,1.9529,17.5441,-4.8374,-27.9087,16.7,35.1995,-8.3217,"{'tp': 6, 'sl': 13, 'end': 1}",20,0.711,0.65
7,2,7,5,0.05,0.0,10.0,4.0,2.0,45,20,25,0.4444,2.2422,100.8972,121.0234,1.6912,12.3439,-5.8393,-34.3117,19.58,28.1396,-13.125,"{'tp': 20, 'sl': 25}",36,0.706,0.533
7,3,7,3,0.05,0.5,5.0,4.0,1.0,26,9,17,0.3462,1.4686,38.1833,37.5877,1.6562,10.7078,-3.4228,-30.1515,7.85,14.7756,-5.8321,"{'sl': 17, 'tp': 9}",22,0.7,0.577
10,2,7,5,0.0,0.0,10.0,5.0,1.5,29,8,21,0.2759,0.6339,18.3836,2.0867,1.1656,16.1762,-5.287,-48.8373,14.93,35.1995,-8.3217,"{'tp': 7, 'sl': 21, 'end': 1}",27,0.695,0.552
7,3,5,3,0.05,0.0,10.0,4.0,1.0,34,10,24,0.2941,0.5139,17.4716,11.7381,1.2199,9.6927,-3.3106,-34.4427,8.79,14.7756,-5.8321,"{'sl': 24, 'tp': 10}",28,0.694,0.559
5,2,5,5,0.05,0.0,10.0,4.0,1.0,101,23,78,0.2277,0.461,46.5567,21.5709,1.187,12.8467,-3.1912,-43.0406,8.14,43.5001,-7.7418,"{'sl': 77, 'tp': 23, 'end': 1}",65,0.68,0.515
5,2,7,5,0.05,0.0,10.0,4.0,1.0,101,23,78,0.2277,0.461,46.5567,21.5709,1.187,12.8467,-3.1912,-43.0406,8.14,43.5001,-7.7418,"{'sl': 77, 'tp': 23, 'end': 1}",65,0.68,0.515
5,2,5,5,0.05,0.0,10.0,4.0,2.0,98,36,62,0.3673,0.3367,32.9952,-9.491,1.0867,11.4849,-6.1365,-59.7698,16.57,43.5001,-13.125,"{'sl': 61, 'tp': 33, 'end': 4}",65,0.675,0.5
5,2,7,5,0.05,0.0,10.0,4.0,2.0,98,36,62,0.3673,0.3367,32.9952,-9.491,1.0867,11.4849,-6.1365,-59.7698,16.57,43.5001,-13.125,"{'sl': 61, 'tp': 33, 'end': 4}",65,0.675,0.5
10,2,5,3,0.0,0.0,5.0,4.0,2.0,24,9,15,0.375,0.2179,5.2295,-3.6094,1.0559,10.9717,-6.2344,-34.7721,12.46,14.374,-10.7888,"{'sl': 15, 'tp': 9}",23,0.668,0.5
10,2,7,5,0.05,0.5,10.0,4.0,2.0,31,12,19,0.3871,1.6307,50.5503,37.8043,1.4144,14.378,-6.4203,-44.2426,20.42,28.1396,-10.0823,"{'tp': 11, 'sl': 19, 'end': 1}",26,0.651,0.387
7,2,5,5,0.05,0.5,5.0,4.0,2.0,29,12,17,0.4138,1.9325,56.0423,53.1047,1.5934,12.541,-5.5558,-29.9512,23.38,28.1396,-13.125,"{'tp': 12, 'sl': 17}",24,0.647,0.552
7,2,7,3,0.0,0.5,5.0,4.0,1.0,26,8,18,0.3077,1.196,31.0968,28.6263,1.5338,11.1692,-3.2365,-17.9761,7.69,14.374,-5.4444,"{'sl': 18, 'tp': 8}",23,0.635,0.538
5,2,5,5,0.0,0.0,10.0,4.0,2.0,77,26,51,0.3377,-0.1567,-12.0674,-38.1071,0.9631,12.1156,-6.4132,-71.2477,15.06,43.5001,-13.125,"{'sl': 50, 'tp': 23, 'end': 4}",52,0.632,0.481
5,2,7,5,0.0,0.0,10.0,4.0,2.0,77,26,51,0.3377,-0.1567,-12.0674,-38.1071,0.9631,12.1156,-6.4132,-71.2477,15.06,43.5001,-13.125,"{'sl': 50, 'tp': 23, 'end': 4}",52,0.632,0.481
7,2,7,3,0.0,0.0,5.0,4.0,1.0,27,8,19,0.2963,1.0513,28.3861,25.1397,1.4656,11.1692,-3.2088,-20.1995,8.04,14.374,-5.4444,"{'sl': 19, 'tp': 8}",24,0.621,0.556
7,2,7,5,0.05,0.5,5.0,4.0,2.0,30,13,17,0.4333,2.0434,61.3032,61.1594,1.6491,11.981,-5.5558,-29.9512,22.77,28.1396,-13.125,"{'tp': 13, 'sl': 17}",24,0.62,0.533
10,2,7,5,0.05,0.0,10.0,4.0,2.0,34,12,22,0.3529,0.8768,29.8103,11.1384,1.2089,14.378,-6.4875,-52.3153,21.06,28.1396,-10.0823,"{'tp': 11, 'sl': 22, 'end': 1}",29,0.618,0.412
10,3,7,5,0.05,0.0,10.0,5.0,1.0,29,8,21,0.2759,2.199,63.7716,68.9933,2.0196,15.7896,-2.9783,-13.4913,13.83,23.6027,-5.5812,"{'sl': 21, 'tp': 8}",28,0.615,0.483
5,2,5,5,0.05,0.5,10.0,4.0,1.0,88,21,67,0.2386,0.6196,54.5242,33.4816,1.2472,13.0977,-3.2915,-37.6365,8.1,43.5001,-7.7418,"{'sl': 66, 'tp': 21, 'end': 1}",58,0.605,0.5
5,2,7,5,0.05,0.5,10.0,4.0,1.0,88,21,67,0.2386,0.6196,54.5242,33.4816,1.2472,13.0977,-3.2915,-37.6365,8.1,43.5001,-7.7418,"{'sl': 66, 'tp': 21, 'end': 1}",58,0.605,0.5
10,2,7,3,0.0,0.5,5.0,4.0,1.0,30,8,22,0.2667,0.6282,18.8453,13.2433,1.2614,11.3662,-3.2766,-15.5118,7.5,14.374,-5.4444,"{'sl': 22, 'tp': 8}",28,0.592,0.5
10,3,7,5,0.05,0.0,5.0,5.0,1.0,27,8,19,0.2963,2.6842,72.4737,84.7205,2.346,15.7896,-2.8338,-9.323,14.59,23.6027,-5.5812,"{'sl': 19, 'tp': 8}",27,0.591,0.444
7,3,7,3,0.05,0.0,10.0,4.0,1.0,46,12,34,0.2609,0.026,1.1954,-6.5442,1.0105,9.5926,-3.3505,-41.9029,8.17,14.7756,-5.9477,"{'sl': 34, 'tp': 12}",37,0.588,0.522
5,2,5,5,0.0,0.0,5.0,4.0,1.0,59,11,48,0.1864,-0.4509,-26.6053,-30.4038,0.8245,11.3641,-3.1585,-33.782,8.12,14.6354,-7.7418,"{'sl': 47, 'tp': 11, 'end': 1}",43,0.584,0.61
5,2,7,5,0.0,0.0,5.0,4.0,1.0,59,11,48,0.1864,-0.4509,-26.6053,-30.4038,0.8245,11.3641,-3.1585,-33.782,8.12,14.6354,-7.7418,"{'sl': 47, 'tp': 11, 'end': 1}",43,0.584,0.61
10,2,5,3,0.0,0.5,5.0,5.0,1.5,21,5,16,0.2381,-0.35,-7.3509,-13.3569,0.9046,13.9484,-4.8183,-25.0407,14.9,17.9926,-8.1166,"{'sl': 16, 'tp': 5}",21,0.578,0.619
10,2,5,3,0.0,0.5,5.0,5.0,1.0,21,4,17,0.1905,-0.1856,-3.8976,-7.9711,0.93,12.9374,-3.2734,-26.417,11.24,17.5312,-5.4444,"{'sl': 17, 'tp': 4}",21,0.576,0.571
7,3,7,3,0.0,0.0,10.0,5.0,1.5,23,6,17,0.2609,-0.2943,-6.7678,-14.126,0.9254,13.9898,-5.3357,-43.3716,11.87,17.5312,-8.8715,"{'sl': 17, 'tp': 6}",20,0.574,0.652
5,2,5,5,0.05,0.5,10.0,6.0,1.5,86,24,62,0.2791,0.739,63.5502,27.4512,1.2083,15.3584,-4.9202,-37.8824,16.5,29.9881,-11.5627,"{'sl': 61, 'tp': 20, 'end': 5}",58,0.571,0.477
5,2,7,5,0.05,0.5,10.0,6.0,1.5,86,24,62,0.2791,0.739,63.5502,27.4512,1.2083,15.3584,-4.9202,-37.8824,16.5,29.9881,-11.5627,"{'sl': 61, 'tp': 20, 'end': 5}",58,0.571,0.477
10,2,7,5,0.0,0.5,10.0,6.0,1.5,24,6,18,0.25,0.8868,21.2843,5.1697,1.2288,19.0531,-5.1686,-42.3982,15.96,42.2594,-8.3217,"{'tp': 5, 'sl': 18, 'end': 1}",22,0.554,0.542
5,2,5,5,0.05,0.5,10.0,5.0,1.5,86,24,62,0.2791,0.1518,13.0568,-17.4496,1.0428,13.2545,-4.9202,-47.0461,15.57,24.9734,-11.5627,"{'sl': 61, 'tp': 21, 'end': 4}",58,0.554,0.488
5,2,7,5,0.05,0.5,10.0,5.0,1.5,86,24,62,0.2791,0.1518,13.0568,-17.4496,1.0428,13.2545,-4.9202,-47.0461,15.57,24.9734,-11.5627,"{'sl': 61, 'tp': 21, 'end': 4}",58,0.554,0.488
10,2,5,3,0.05,0.0,5.0,4.0,2.0,24,12,12,0.5,2.9553,70.9268,79.0101,1.8821,12.611,-6.7005,-14.2552,17.92,21.8246,-10.7888,"{'sl': 12, 'tp': 12}",22,0.553,0.458
10,2,5,3,0.05,0.5,5.0,4.0,2.0,24,12,12,0.5,2.9553,70.9268,79.0101,1.8821,12.611,-6.7005,-14.2552,17.92,21.8246,-10.7888,"{'sl': 12, 'tp': 12}",22,0.553,0.458
10,2,7,3,0.0,0.0,5.0,4.0,1.0,33,8,25,0.2424,0.3637,12.0033,5.669,1.1521,11.3662,-3.1571,-19.54,7.52,14.374,-5.4444,"{'sl': 25, 'tp': 8}",30,0.553,0.515
5,2,5,5,0.0,0.5,10.0,6.0,1.5,63,16,47,0.254,0.5105,32.163,0.601,1.1342,16.9928,-5.1005,-57.4608,12.62,29.9881,-11.5627,"{'sl': 46, 'tp': 13, 'end': 4}",44,0.553,0.429
5,2,7,5,0.0,0.5,10.0,6.0,1.5,63,16,47,0.254,0.5105,32.163,0.601,1.1342,16.9928,-5.1005,-57.4608,12.62,29.9881,-11.5627,"{'sl': 46, 'tp': 13, 'end': 4}",44,0.553,0.429
10,2,5,5,0.05,0.0,10.0,6.0,1.5,25,6,19,0.24,1.3895,34.7383,19.182,1.3875,20.7326,-4.7188,-47.4337,24.76,42.2594,-8.3217,"{'tp': 4, 'sl': 19, 'end': 2}",21,0.545,0.6
10,2,5,3,0.0,0.5,10.0,5.0,1.0,24,4,20,0.1667,-0.7786,-18.6853,-20.921,0.7347,12.9374,-3.5217,-33.6056,12.62,17.5312,-5.4444,"{'sl': 20, 'tp': 4}",24,0.536,0.542
10,2,7,5,0.0,0.0,5.0,5.0,1.5,22,7,15,0.3182,2.4518,53.939,47.4069,1.7248,18.3369,-4.9613,-27.1416,13.68,35.1995,-8.3217,"{'tp': 7, 'sl': 15}",20,0.532,0.545
10,2,7,3,0.05,0.5,5.0,4.0,1.0,33,9,24,0.2727,0.9428,31.1119,25.3053,1.3867,12.3967,-3.3524,-18.7727,6.91,21.8246,-5.4444,"{'sl': 24, 'tp': 9}",29,0.529,0.485
10,2,7,3,0.05,0.0,5.0,4.0,1.0,34,9,25,0.2647,0.8675,29.4944,23.2785,1.3594,12.3967,-3.283,-20.0865,6.74,21.8246,-5.4444,"{'sl': 25, 'tp': 9}",30,0.526,0.5
10,2,5,3,0.0,0.5,10.0,4.0,2.0,24,9,15,0.375,-0.0044,-0.1064,-9.7854,0.999,11.5332,-6.927,-35.648,17.0,14.374,-10.7888,"{'sl': 15, 'tp': 8, 'end': 1}",24,0.526,0.417
7,2,5,3,0.0,0.5,5.0,4.0,2.0,22,10,12,0.4545,1.5758,34.6679,29.079,1.4466,11.2292,-6.4687,-30.3634,15.0,14.374,-10.7888,"{'sl': 12, 'tp': 10}",20,0.524,0.545
10,2,5,3,0.0,0.5,10.0,5.0,1.5,24,6,18,0.25,-0.4025,-9.6597,-16.4476,0.895,13.7271,-5.1124,-35.8152,18.71,17.9926,-8.1166,"{'sl': 18, 'tp': 5, 'end': 1}",24,0.524,0.625
10,2,5,3,0.0,0.0,5.0,5.0,1.0,24,4,20,0.1667,-0.4475,-10.7396,-14.1264,0.8281,12.9374,-3.1245,-31.3386,10.79,17.5312,-5.4444,"{'sl': 20, 'tp': 4}",23,0.524,0.583
7,2,7,3,0.05,0.0,5.0,4.0,2.0,38,19,19,0.5,2.6943,102.3835,136.8622,1.899,11.3824,-5.9938,-20.1983,20.66,15.7566,-10.7888,"{'tp': 19, 'sl': 19}",29,0.515,0.474
7,2,5,3,0.0,0.0,5.0,4.0,2.0,23,10,13,0.4348,1.2759,29.3466,22.2103,1.3538,11.2292,-6.3804,-34.0689,15.22,14.374,-10.7888,"{'sl': 13, 'tp': 10}",21,0.509,0.565
5,2,5,5,0.0,0.0,10.0,5.0,1.0,77,13,64,0.1688,-0.0476,-3.6627,-21.5001,0.9829,16.2343,-3.3548,-54.251,8.21,24.9734,-7.7418,"{'sl': 63, 'tp': 12, 'end': 2}",52,0.509,0.519
5,2,7,5,0.0,0.0,10.0,5.0,1.0,77,13,64,0.1688,-0.0476,-3.6627,-21.5001,0.9829,16.2343,-3.3548,-54.251,8.21,24.9734,-7.7418,"{'sl': 63, 'tp': 12, 'end': 2}",52,0.509,0.519
10,2,5,5,0.05,0.5,10.0,6.0,1.5,22,6,16,0.2727,2.2895,50.3683,39.9446,1.6804,20.7326,-4.6267,-38.2761,25.27,42.2594,-8.3217,"{'tp': 4, 'sl': 16, 'end': 2}",18,0.504,0.545
10,2,5,3,0.0,0.0,10.0,4.0,2.0,27,10,17,0.3704,-0.0737,-1.9891,-11.9158,0.9825,11.1366,-6.6679,-41.588,16.3,14.374,-10.7888,"{'sl': 17, 'tp': 9, 'end': 1}",26,0.504,0.481
7,2,7,3,0.0,0.5,5.0,4.0,2.0,26,11,15,0.4231,1.2701,33.0214,24.8813,1.3478,11.634,-6.3302,-25.1862,14.46,15.6819,-10.7888,"{'sl': 15, 'tp': 11}",23,0.501,0.538
10,2,7,5,0.0,0.5,10.0,4.0,2.0,24,10,14,0.4167,1.4806,35.5345,23.8108,1.372,13.1053,-6.8227,-31.3234,17.25,28.1396,-10.0823,"{'tp': 9, 'sl': 14, 'end': 1}",22,0.495,0.417
10,2,5,3,0.0,0.0,10.0,5.0,1.0,27,4,23,0.1481,-0.9455,-25.5273,-26.2102,0.6697,12.9374,-3.3599,-38.0464,12.07,17.5312,-5.4444,"{'sl': 23, 'tp': 4}",26,0.494,0.556
7,2,5,3,0.05,0.0,5.0,4.0,2.0,33,17,16,0.5152,2.7106,89.4507,113.3282,1.9169,11.0003,-6.0971,-22.94,18.91,15.7566,-10.7888,"{'tp': 17, 'sl': 16}",26,0.492,0.485
5,2,5,5,0.0,0.0,5.0,5.0,1.0,59,10,49,0.1695,-0.1958,-11.5531,-21.3634,0.9252,14.2903,-3.1522,-36.4596,9.1,18.3193,-7.7418,"{'sl': 48, 'tp': 10, 'end': 1}",43,0.49,0.576
5,2,7,5,0.0,0.0,5.0,5.0,1.0,59,10,49,0.1695,-0.1958,-11.5531,-21.3634,0.9252,14.2903,-3.1522,-36.4596,9.1,18.3193,-7.7418,"{'sl': 48, 'tp': 10, 'end': 1}",43,0.49,0.576
7,2,5,5,0.05,0.5,5.0,5.0,1.5,29,9,20,0.3103,2.113,61.2759,58.9975,1.7255,16.1925,-4.2228,-32.2142,24.45,35.1995,-9.8688,"{'sl': 20, 'tp': 9}",24,0.489,0.517
10,2,7,5,0.0,0.0,10.0,6.0,1.5,29,7,22,0.2414,1.1774,34.1438,13.7631,1.3018,21.04,-5.1426,-49.3341,15.62,42.2594,-8.3217,"{'tp': 6, 'sl': 22, 'end': 1}",27,0.489,0.552
7,2,7,3,0.0,0.0,5.0,4.0,2.0,27,11,16,0.4074,1.0259,27.7001,18.236,1.2762,11.634,-6.2671,-25.1862,14.67,15.6819,-10.7888,"{'sl': 16, 'tp': 11}",24,0.489,0.556
10,2,5,3,0.0,0.0,5.0,5.0,1.5,24,6,18,0.25,-0.2085,-5.0043,-11.7913,0.9406,13.2044,-4.6795,-30.2971,14.42,17.9926,-8.1166,"{'sl': 18, 'tp': 6}",23,0.489,0.625
7,2,5,5,0.05,0.0,10.0,4.0,2.0,42,18,24,0.4286,2.0566,86.3758,94.9383,1.6289,12.4288,-5.7226,-28.1012,19.4,28.1396,-13.125,"{'tp': 18, 'sl': 24}",34,0.488,0.548
10,2,7,5,0.0,0.5,10.0,5.0,1.0,24,5,19,0.2083,-0.306,-7.344,-12.8206,0.8995,13.1415,-3.8448,-29.332,9.42,23.6027,-7.1599,"{'sl': 19, 'tp': 5}",22,0.484,0.542
5,2,5,5,0.0,0.5,5.0,4.0,1.0,45,9,36,0.2,-0.2775,-12.4896,-18.6205,0.8933,11.6204,-3.252,-31.561,8.09,14.6354,-7.7418,"{'sl': 35, 'tp': 9, 'end': 1}",34,0.482,0.6
5,2,7,5,0.0,0.5,5.0,4.0,1.0,45,9,36,0.2,-0.2775,-12.4896,-18.6205,0.8933,11.6204,-3.252,-31.561,8.09,14.6354,-7.7418,"{'sl': 35, 'tp': 9, 'end': 1}",34,0.482,0.6
7,2,7,5,0.05,0.5,10.0,6.0,1.5,38,10,28,0.2632,1.5932,60.5431,46.1736,1.4625,19.1438,-4.6748,-49.8673,22.92,42.2594,-9.8688,"{'sl': 28, 'tp': 9, 'end': 1}",30,0.479,0.5
5,2,5,5,0.0,0.5,5.0,4.0,2.0,44,13,31,0.2955,-1.3554,-59.6367,-52.4439,0.6924,10.3256,-6.2539,-52.3658,15.32,15.156,-13.125,"{'sl': 30, 'tp': 12, 'end': 2}",34,0.479,0.523
5,2,7,5,0.0,0.5,5.0,4.0,2.0,44,13,31,0.2955,-1.3554,-59.6367,-52.4439,0.6924,10.3256,-6.2539,-52.3658,15.32,15.156,-13.125,"{'sl': 30, 'tp': 12, 'end': 2}",34,0.479,0.523
5,2,5,5,0.0,0.5,10.0,5.0,1.0,63,12,51,0.1905,0.3456,21.7717,2.5062,1.1228,16.5915,-3.477,-46.0807,8.0,24.9734,-7.7418,"{'sl': 50, 'tp': 11, 'end': 2}",44,0.47,0.508
5,2,7,5,0.0,0.5,10.0,5.0,1.0,63,12,51,0.1905,0.3456,21.7717,2.5062,1.1228,16.5915,-3.477,-46.0807,8.0,24.9734,-7.7418,"{'sl': 50, 'tp': 11, 'end': 2}",44,0.47,0.508
5,2,5,5,0.0,0.5,5.0,5.0,1.5,45,10,35,0.2222,-0.7247,-32.6111,-37.4936,0.8094,13.8475,-4.8882,-42.0666,11.56,18.3193,-11.5627,"{'sl': 34, 'tp': 10, 'end': 1}",34,0.465,0.422
5,2,7,5,0.0,0.5,5.0,5.0,1.5,45,10,35,0.2222,-0.7247,-32.6111,-37.4936,0.8094,13.8475,-4.8882,-42.0666,11.56,18.3193,-11.5627,"{'sl': 34, 'tp': 10, 'end': 1}",34,0.465,0.422
5,3,5,5,0.0,0.5,5.0,6.0,1.5,67,17,50,0.2537,-0.0535,-3.5868,-26.2149,0.9858,14.6831,-5.064,-57.6622,19.28,24.0698,-9.9036,"{'tp': 15, 'sl': 49, 'end': 3}",53,0.463,0.507
5,3,7,5,0.0,0.5,5.0,6.0,1.5,67,17,50,0.2537,-0.0535,-3.5868,-26.2149,0.9858,14.6831,-5.064,-57.6622,19.28,24.0698,-9.9036,"{'tp': 15, 'sl': 49, 'end': 3}",53,0.463,0.507
7,2,7,5,0.05,0.5,5.0,5.0,1.5,30,10,20,0.3333,2.2626,67.877,69.4931,1.8037,15.2334,-4.2228,-30.4415,23.83,35.1995,-9.8688,"{'sl': 20, 'tp': 10}",24,0.462,0.5
7,3,5,3,0.05,0.0,5.0,4.0,1.0,29,10,19,0.3448,1.3974,40.5232,41.5066,1.7185,9.6927,-2.9686,-25.41,9.48,14.7756,-5.8321,"{'sl': 19, 'tp': 10}",24,0.461,0.517
5,3,5,5,0.0,0.5,10.0,4.0,1.0,82,23,59,0.2805,0.7397,60.6591,48.699,1.2855,11.8734,-3.6005,-42.662,10.45,21.8246,-8.7849,"{'sl': 58, 'tp': 22, 'end': 2}",59,0.461,0.585
5,3,7,5,0.0,0.5,10.0,4.0,1.0,82,23,59,0.2805,0.7397,60.6591,48.699,1.2855,11.8734,-3.6005,-42.662,10.45,21.8246,-8.7849,"{'sl': 58, 'tp': 22, 'end': 2}",59,0.461,0.585
7,3,7,3,0.05,0.0,5.0,4.0,1.0,38,12,26,0.3158,0.9986,37.9451,36.193,1.4917,9.5926,-2.9679,-29.7179,8.92,14.7756,-5.8321,"{'sl': 26, 'tp': 12}",30,0.454,0.5
10,2,5,3,0.0,0.0,10.0,5.0,1.5,27,7,20,0.2593,-0.2709,-7.3131,-14.9379,0.9262,13.121,-4.958,-40.3161,17.85,17.9926,-8.1166,"{'sl': 20, 'tp': 6, 'end': 1}",26,0.45,0.63
5,2,5,5,0.0,0.5,10.0,5.0,1.5,63,16,47,0.254,-0.1421,-8.9534,-28.8943,0.9627,14.4231,-5.1005,-61.0332,12.0,24.9734,-11.5627,"{'sl': 46, 'tp': 13, 'end': 4}",44,0.446,0.429
5,2,7,5,0.0,0.5,10.0,5.0,1.5,63,16,47,0.254,-0.1421,-8.9534,-28.8943,0.9627,14.4231,-5.1005,-61.0332,12.0,24.9734,-11.5627,"{'sl': 46, 'tp': 13, 'end': 4}",44,0.446,0.429
7,2,5,3,0.0,0.5,10.0,4.0,2.0,29,14,15,0.4828,2.4864,72.107,75.3952,1.6765,12.7639,-7.1058,-39.1545,21.34,23.5135,-12.0914,"{'sl': 15, 'tp': 13, 'end': 1}",26,0.436,0.517
10,2,7,3,0.0,0.5,10.0,4.0,1.0,40,9,31,0.225,-0.1203,-4.8101,-12.6504,0.9574,12.005,-3.6405,-31.5259,8.82,17.1149,-5.9477,"{'sl': 31, 'tp': 9}",35,0.436,0.475
5,2,5,5,0.0,0.5,5.0,5.0,1.0,45,9,36,0.2,0.3085,13.8813,2.6847,1.1186,14.5505,-3.252,-28.063,9.09,18.3193,-7.7418,"{'sl': 35, 'tp': 9, 'end': 1}",34,0.431,0.578
5,2,7,5,0.0,0.5,5.0,5.0,1.0,45,9,36,0.2,0.3085,13.8813,2.6847,1.1186,14.5505,-3.252,-28.063,9.09,18.3193,-7.7418,"{'sl': 35, 'tp': 9, 'end': 1}",34,0.431,0.578
10,2,7,5,0.05,0.0,5.0,5.0,1.5,25,6,19,0.24,1.1572,28.9288,15.8169,1.3316,19.3634,-4.5922,-40.2259,21.2,35.1995,-8.3217,"{'tp': 6, 'sl': 19}",22,0.429,0.52
5,2,5,5,0.05,0.0,5.0,4.0,1.0,80,18,62,0.225,0.0468,3.7426,-9.1579,1.0203,10.4255,-2.9664,-35.6895,9.0,19.1427,-7.7418,"{'sl': 61, 'tp': 18, 'end': 1}",57,0.429,0.537
5,2,7,5,0.05,0.0,5.0,4.0,1.0,80,18,62,0.225,0.0468,3.7426,-9.1579,1.0203,10.4255,-2.9664,-35.6895,9.0,19.1427,-7.7418,"{'sl': 61, 'tp': 18, 'end': 1}",57,0.429,0.537
7,2,7,3,0.05,0.0,10.0,4.0,2.0,51,23,28,0.451,1.8157,92.5985,96.5623,1.4872,12.2899,-6.7882,-35.2128,22.9,23.5135,-12.0914,"{'tp': 22, 'sl': 28, 'end': 1}",38,0.428,0.471
7,2,5,3,0.0,0.0,10.0,4.0,2.0,30,14,16,0.4667,2.2262,66.7857,66.0619,1.5968,12.7639,-6.9943,-42.3923,21.3,23.5135,-12.0914,"{'sl': 16, 'tp': 13, 'end': 1}",27,0.427,0.533
