strategy,params,data_window_start,data_window_end,n_tickers,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits
G,"{'ma_window': 30, 'take_profit_pct': 3.0, 'sl_lookback': 3, 'sl_fallback_pct': 4.0, 'cost_rate': 0.0005, 'max_holding_bars': None}",2020-08-03,2026-08-27,98,6029,66.1233,4827,2735,2092,0.5666,0.1226,591.6112,468.9833,1.0807,2.8972,-3.5049,-99.1905,4.15,2.9,-80.1,"{'tp': 2732, 'sl': 2085, 'end': 10}",98,0
