strategy,params,data_window_start,data_window_end,n_tickers,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits
G,"{'ma_window': 20, 'take_profit_pct': 3.0, 'sl_lookback': 3, 'sl_fallback_pct': 4.0, 'cost_rate': 0.0005, 'max_holding_bars': None}",2020-08-03,2026-08-27,103,7538,89.8219,6557,3050,3507,0.4652,0.0199,130.3033,-83.5203,1.015,2.8953,-2.4809,-99.3114,2.79,2.9,-23.354,"{'sl': 3492, 'tp': 3042, 'end': 23}",100,0
