strategy,params,data_window_start,data_window_end,n_tickers,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits
G,"{'ma_window': 120, 'take_profit_pct': 3.0, 'sl_lookback': 3, 'sl_fallback_pct': 4.0, 'cost_rate': 0.0005, 'max_holding_bars': None}",2020-08-03,2026-08-27,98,2561,30.8493,2252,1069,1183,0.4747,0.1005,226.3657,232.183,1.0788,2.8985,-2.4278,-84.3316,2.83,2.9,-21.2429,"{'tp': 1068, 'sl': 1180, 'end': 4}",98,0
