strategy,params,data_window_start,data_window_end,n_tickers,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits
G,"{'ma_window': 5, 'take_profit_pct': 3.0, 'sl_lookback': 3, 'sl_fallback_pct': 4.0, 'cost_rate': 0.0005, 'max_holding_bars': None, 'volume_filter': True}",2020-08-03,2026-08-27,103,6686,83.8767,6123,3233,2890,0.528,-0.0262,-160.1268,-99.1074,0.9832,2.8979,-3.2972,-99.9895,3.25,2.9,-4.1,"{'tp': 3229, 'sl': 2887, 'end': 7}",100,0
