L,S,W,k,eps,pullback_rise_pct,max_rise_pct,tp_atr,sl_atr,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,alpha_avg,alpha_pos
10,3,5,3,0.05,0.0,5.0,6.0,1.5,45,16,29,0.3556,3.2508,146.2848,228.0288,2.1291,17.2404,-4.4677,-23.2849,17.2,42.2594,-8.6981,"{'tp': 16, 'sl': 29}",34,-0.512,0.356
7,3,7,3,0.05,0.5,5.0,6.0,1.5,52,14,38,0.2692,0.9078,47.2066,32.7148,1.2929,14.8826,-4.2408,-47.6671,13.87,21.0575,-8.6981,"{'sl': 38, 'tp': 14}",38,-0.548,0.404
7,3,7,3,0.05,0.5,5.0,5.0,1.5,52,15,37,0.2885,0.403,20.9586,6.4694,1.1318,11.9999,-4.2984,-49.8574,12.58,17.5312,-8.6981,"{'sl': 37, 'tp': 15}",38,-0.555,0.423
10,3,5,3,0.05,0.0,10.0,6.0,1.5,50,17,33,0.34,2.4445,122.2261,155.701,1.7902,16.2881,-4.687,-27.9774,16.52,42.2594,-8.6981,"{'tp': 16, 'sl': 33, 'end': 1}",38,-0.557,0.36
10,3,7,3,0.05,0.5,5.0,6.0,1.5,47,18,29,0.383,4.2651,200.4582,433.5654,2.5711,18.225,-4.3997,-25.9712,16.47,42.2594,-8.6981,"{'tp': 18, 'sl': 29}",38,-0.56,0.362
7,3,5,3,0.05,0.0,10.0,6.0,1.5,64,20,44,0.3125,1.5736,100.7095,100.6902,1.5059,14.9896,-4.5246,-53.7697,15.22,45.6926,-8.6981,"{'sl': 44, 'tp': 19, 'end': 1}",46,-0.567,0.391
7,3,5,3,0.05,0.0,5.0,6.0,1.5,55,17,38,0.3091,1.2991,71.4504,69.0836,1.4535,13.4701,-4.1458,-45.179,15.15,21.0575,-8.6981,"{'tp': 17, 'sl': 38}",40,-0.572,0.418
7,3,7,3,0.05,0.5,10.0,5.0,1.5,64,18,46,0.2812,0.2838,18.1627,-6.2391,1.0822,13.2855,-4.8038,-61.5601,12.69,38.0605,-8.8715,"{'sl': 46, 'tp': 17, 'end': 1}",47,-0.576,0.422
7,3,7,3,0.05,0.0,5.0,5.0,1.5,64,19,45,0.2969,0.3904,24.9882,8.7403,1.1327,11.2276,-4.1853,-54.8112,13.48,17.5312,-8.6981,"{'sl': 45, 'tp': 19}",43,-0.582,0.422
7,3,7,3,0.05,0.0,10.0,5.0,1.5,76,22,54,0.2895,0.292,22.1923,-4.2393,1.0887,12.3848,-4.6347,-63.5174,13.43,38.0605,-8.8715,"{'sl': 54, 'tp': 21, 'end': 1}",52,-0.595,0.421
7,3,7,3,0.05,0.5,5.0,4.0,2.0,52,23,29,0.4423,1.0939,56.8818,51.1189,1.3634,9.2791,-5.3979,-35.2036,13.77,14.7756,-10.0389,"{'sl': 28, 'tp': 22, 'end': 2}",38,-0.608,0.462
10,3,5,3,0.05,0.5,5.0,6.0,1.5,37,15,22,0.4054,4.3591,161.2865,285.8064,2.5697,17.6025,-4.6705,-23.2849,18.7,42.2594,-8.6981,"{'tp': 15, 'sl': 22}",29,-0.628,0.324
7,3,5,3,0.05,0.5,10.0,6.0,1.5,52,16,36,0.3077,1.7295,89.9344,84.7402,1.5297,16.2324,-4.7162,-51.9182,14.71,45.6926,-8.6981,"{'sl': 36, 'tp': 15, 'end': 1}",38,-0.667,0.346
10,3,5,3,0.05,0.5,10.0,6.0,1.5,42,16,26,0.381,3.2673,137.2278,200.7391,2.0733,16.568,-4.9177,-23.2849,17.71,42.2594,-8.6981,"{'tp': 15, 'sl': 26, 'end': 1}",33,-0.668,0.333
7,3,7,3,0.0,0.0,10.0,4.0,2.0,29,9,20,0.3103,-0.6352,-18.4217,-26.6825,0.8603,12.6028,-6.5924,-52.275,13.14,20.2239,-11.7953,"{'sl': 19, 'tp': 9, 'end': 1}",26,-0.669,0.483
7,3,5,3,0.05,0.5,5.0,6.0,1.5,43,13,30,0.3023,1.4111,60.6753,55.6456,1.4731,14.5323,-4.2748,-42.8443,14.51,21.0575,-8.6981,"{'sl': 30, 'tp': 13}",32,-0.694,0.372
7,3,7,3,0.05,0.0,10.0,4.0,2.0,76,33,43,0.4342,0.9912,75.3323,59.2366,1.2948,10.0251,-5.9417,-49.5088,16.11,30.4284,-11.7953,"{'sl': 42, 'tp': 31, 'end': 3}",52,-0.695,0.474
7,3,7,3,0.0,0.5,10.0,4.0,2.0,27,8,19,0.2963,-0.8132,-21.9566,-29.0201,0.829,13.3044,-6.7575,-50.567,12.48,20.2239,-11.7953,"{'sl': 18, 'tp': 8, 'end': 1}",24,-0.711,0.481
7,3,5,3,0.05,0.0,5.0,5.0,1.5,55,17,38,0.3091,0.6,33.0016,20.3892,1.2095,11.2084,-4.1458,-50.6468,14.15,17.5312,-8.6981,"{'tp': 17, 'sl': 38}",40,-0.723,0.4
7,3,5,3,0.05,0.5,5.0,5.0,1.5,43,13,30,0.3023,0.6738,28.972,17.875,1.2259,12.0936,-4.2748,-45.2365,13.23,17.5312,-8.6981,"{'sl': 30, 'tp': 13}",32,-0.73,0.395
7,3,5,3,0.05,0.5,5.0,4.0,2.0,43,20,23,0.4651,1.6095,69.207,75.1508,1.5804,9.4228,-5.1848,-29.7314,13.98,14.7756,-10.0389,"{'sl': 22, 'tp': 19, 'end': 2}",32,-0.784,0.465
7,3,5,3,0.05,0.0,10.0,5.0,1.5,64,20,44,0.3125,0.7907,50.6028,31.0137,1.2542,12.4842,-4.5246,-56.2764,14.34,38.0605,-8.6981,"{'sl': 44, 'tp': 19, 'end': 1}",46,-0.806,0.375
7,3,5,3,0.05,0.5,10.0,5.0,1.5,52,16,36,0.3077,0.8956,46.5732,28.2777,1.2743,13.5224,-4.7162,-53.9306,13.63,38.0605,-8.6981,"{'sl': 36, 'tp': 15, 'end': 1}",38,-0.832,0.365
7,3,5,3,0.05,0.0,10.0,4.0,2.0,64,30,34,0.4688,1.793,114.7535,145.376,1.6005,10.1955,-5.6209,-46.0877,17.0,30.4284,-11.3348,"{'sl': 33, 'tp': 28, 'end': 3}",46,-0.841,0.484
7,3,5,3,0.0,0.0,10.0,4.0,2.0,21,8,13,0.381,0.839,17.6194,8.155,1.2126,12.5626,-6.3755,-41.3233,15.33,20.2239,-11.3348,"{'tp': 8, 'sl': 12, 'end': 1}",18,-0.895,0.524
7,3,7,3,0.05,0.5,10.0,4.0,2.0,64,27,37,0.4219,0.8214,52.5684,30.3769,1.23,10.4121,-6.1772,-48.6572,14.61,30.4284,-11.7953,"{'sl': 36, 'tp': 25, 'end': 3}",47,-0.969,0.438
7,3,5,3,0.05,0.5,10.0,4.0,2.0,52,24,28,0.4615,1.769,91.9896,100.9046,1.5603,10.6735,-5.8634,-45.8687,15.37,30.4284,-11.3348,"{'sl': 27, 'tp': 22, 'end': 3}",38,-1.213,0.442
