strategy,params,data_window_start,data_window_end,n_tickers,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits
G,"{'ma_window': 5, 'take_profit_pct': 3.0, 'sl_lookback': 3, 'sl_fallback_pct': 4.0, 'cost_rate': 0.0005, 'max_holding_bars': None, 'volume_filter': True}",2020-08-03,2026-08-27,103,6686,80.1233,5849,3467,2382,0.5928,-0.0446,-261.0292,-99.9547,0.9747,2.897,-4.3262,-99.9996,4.2,2.9,-42.346,"{'tp': 3461, 'sl': 2377, 'end': 11}",100,0
