L,S,W,k,eps,pullback_rise_pct,max_rise_pct,tp_atr,sl_atr,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,alpha_avg,alpha_pos
5,3,7,5,0.0,0.5,10.0,5.0,1.0,89,13,76,0.1461,-0.9493,-84.4888,-63.7894,0.6777,13.6644,-3.449,-69.8536,12.85,20.0415,-8.7849,"{'tp': 13, 'sl': 76}",44,0.478,0.551
5,2,5,5,0.0,0.0,10.0,4.0,2.0,83,31,52,0.3735,0.0895,7.4278,-24.0031,1.0228,10.7715,-6.2786,-46.7182,15.94,43.5001,-14.2617,"{'sl': 52, 'tp': 28, 'end': 3}",42,0.476,0.434
5,2,7,5,0.0,0.0,10.0,4.0,2.0,83,31,52,0.3735,0.0895,7.4278,-24.0031,1.0228,10.7715,-6.2786,-46.7182,15.94,43.5001,-14.2617,"{'sl': 52, 'tp': 28, 'end': 3}",42,0.476,0.434
5,2,5,5,0.05,0.0,10.0,4.0,1.0,113,22,91,0.1947,-0.0916,-10.347,-29.533,0.9625,12.0729,-3.0324,-45.087,7.33,43.5001,-7.7418,"{'sl': 91, 'tp': 22}",46,0.474,0.558
5,2,7,5,0.05,0.0,10.0,4.0,1.0,113,22,91,0.1947,-0.0916,-10.347,-29.533,0.9625,12.0729,-3.0324,-45.087,7.33,43.5001,-7.7418,"{'sl': 91, 'tp': 22}",46,0.474,0.558
10,2,7,5,0.0,0.5,10.0,5.0,1.0,25,8,17,0.32,1.8837,47.093,46.5104,1.7459,13.7789,-3.714,-29.8079,10.88,23.6027,-5.5812,"{'sl': 17, 'tp': 8}",23,0.472,0.48
5,3,5,5,0.05,0.5,5.0,4.0,1.0,100,24,76,0.24,0.4685,46.8471,28.9002,1.1982,11.799,-3.1096,-34.189,9.97,22.906,-6.7432,"{'sl': 76, 'tp': 24}",44,0.464,0.58
5,3,7,5,0.05,0.5,5.0,4.0,1.0,100,24,76,0.24,0.4685,46.8471,28.9002,1.1982,11.799,-3.1096,-34.189,9.97,22.906,-6.7432,"{'sl': 76, 'tp': 24}",44,0.464,0.58
5,2,5,5,0.05,0.0,5.0,5.0,1.5,88,25,63,0.2841,0.355,31.2373,6.8175,1.1172,11.9072,-4.2292,-51.3586,14.99,23.9534,-11.5627,"{'sl': 63, 'tp': 25}",43,0.464,0.523
5,2,7,5,0.05,0.0,5.0,5.0,1.5,88,25,63,0.2841,0.355,31.2373,6.8175,1.1172,11.9072,-4.2292,-51.3586,14.99,23.9534,-11.5627,"{'sl': 63, 'tp': 25}",43,0.464,0.523
10,2,5,5,0.05,0.0,10.0,6.0,1.5,30,9,21,0.3,1.186,35.5799,24.7992,1.3608,14.9092,-4.6954,-40.4015,18.33,28.3433,-8.3217,"{'sl': 21, 'tp': 7, 'end': 2}",24,0.462,0.533
7,2,5,5,0.05,0.0,10.0,5.0,1.5,43,13,30,0.3023,0.8492,36.5149,25.9834,1.2912,12.4533,-4.1793,-34.2032,18.84,23.9534,-7.2167,"{'sl': 30, 'tp': 13}",30,0.459,0.581
10,2,7,5,0.05,0.5,10.0,6.0,1.5,41,12,29,0.2927,1.1025,45.2029,30.3684,1.3217,15.4757,-4.845,-52.3913,18.88,28.3433,-8.3217,"{'sl': 29, 'tp': 10, 'end': 2}",31,0.456,0.561
7,2,7,5,0.0,0.0,10.0,5.0,1.0,23,8,15,0.3478,2.2126,50.8904,55.6711,2.1439,11.9225,-2.966,-19.4624,9.04,20.5083,-4.5996,"{'sl': 15, 'tp': 8}",19,0.455,0.522
5,3,5,5,0.0,0.0,5.0,6.0,1.5,79,17,62,0.2152,-0.1583,-12.5042,-34.4086,0.9567,16.2532,-4.6582,-69.0301,20.39,26.9768,-10.0648,"{'tp': 17, 'sl': 62}",43,0.453,0.519
5,3,7,5,0.0,0.0,5.0,6.0,1.5,79,17,62,0.2152,-0.1583,-12.5042,-34.4086,0.9567,16.2532,-4.6582,-69.0301,20.39,26.9768,-10.0648,"{'tp': 17, 'sl': 62}",43,0.453,0.519
7,3,7,5,0.05,0.5,5.0,6.0,1.5,29,13,16,0.4483,4.3045,124.8309,198.2873,2.8567,14.7741,-4.202,-9.303,15.76,22.7304,-6.6286,"{'sl': 16, 'tp': 13}",20,0.451,0.483
5,3,5,5,0.05,0.5,5.0,6.0,1.5,99,24,75,0.2424,0.0256,2.5358,-29.5472,1.007,15.2218,-4.8372,-69.9892,18.76,24.0698,-10.0648,"{'sl': 75, 'tp': 24}",44,0.446,0.485
5,3,7,5,0.05,0.5,5.0,6.0,1.5,99,24,75,0.2424,0.0256,2.5358,-29.5472,1.007,15.2218,-4.8372,-69.9892,18.76,24.0698,-10.0648,"{'sl': 75, 'tp': 24}",44,0.446,0.485
7,2,7,5,0.0,0.5,10.0,5.0,1.0,22,8,14,0.3636,2.4502,53.9051,60.51,2.2997,11.9225,-2.9625,-16.959,9.41,20.5083,-4.5996,"{'sl': 14, 'tp': 8}",18,0.445,0.5
10,2,7,5,0.0,0.5,10.0,5.0,1.5,25,10,15,0.4,1.6422,41.0556,35.1849,1.4952,12.3965,-5.5273,-42.6837,17.52,23.6027,-8.3217,"{'sl': 15, 'tp': 9, 'end': 1}",23,0.443,0.48
10,3,7,5,0.05,0.5,10.0,5.0,1.0,21,9,12,0.4286,4.2149,88.5122,119.3937,3.3969,13.9379,-3.0774,-10.8507,15.67,23.6027,-5.5812,"{'sl': 12, 'tp': 9}",17,0.439,0.571
10,2,7,5,0.05,0.0,10.0,6.0,1.5,43,12,31,0.2791,0.8881,38.1875,21.3807,1.2589,15.4757,-4.7588,-54.2618,18.49,28.3433,-8.3217,"{'sl': 31, 'tp': 10, 'end': 2}",32,0.438,0.581
7,2,5,5,0.05,0.5,10.0,5.0,1.5,39,13,26,0.3333,1.2346,48.1506,41.7883,1.4233,12.4533,-4.3747,-30.8755,19.97,23.9534,-7.2167,"{'sl': 26, 'tp': 13}",28,0.428,0.538
5,3,5,5,0.05,0.0,10.0,6.0,1.5,134,31,103,0.2313,-0.1492,-19.9936,-52.9167,0.9611,15.9199,-4.9855,-75.9792,18.43,35.0206,-13.1274,"{'sl': 103, 'tp': 31}",48,0.426,0.507
5,3,7,5,0.05,0.0,10.0,6.0,1.5,134,31,103,0.2313,-0.1492,-19.9936,-52.9167,0.9611,15.9199,-4.9855,-75.9792,18.43,35.0206,-13.1274,"{'sl': 103, 'tp': 31}",48,0.426,0.507
5,3,5,5,0.0,0.0,5.0,5.0,1.0,80,13,67,0.1625,-0.3296,-26.3681,-34.5464,0.8726,13.8968,-3.0899,-61.0795,13.72,22.464,-6.7432,"{'tp': 13, 'sl': 67}",43,0.422,0.575
5,3,7,5,0.0,0.0,5.0,5.0,1.0,80,13,67,0.1625,-0.3296,-26.3681,-34.5464,0.8726,13.8968,-3.0899,-61.0795,13.72,22.464,-6.7432,"{'tp': 13, 'sl': 67}",43,0.422,0.575
5,3,5,5,0.0,0.0,10.0,5.0,1.0,99,15,84,0.1515,-0.6999,-69.2925,-59.0834,0.7529,14.0716,-3.3377,-73.0639,13.21,22.464,-8.7849,"{'tp': 15, 'sl': 84}",46,0.422,0.545
5,3,7,5,0.0,0.0,10.0,5.0,1.0,99,15,84,0.1515,-0.6999,-69.2925,-59.0834,0.7529,14.0716,-3.3377,-73.0639,13.21,22.464,-8.7849,"{'tp': 15, 'sl': 84}",46,0.422,0.545
7,3,7,3,0.05,0.5,10.0,5.0,1.0,31,11,20,0.3548,2.6898,83.3828,101.7076,2.1054,14.438,-3.7718,-24.5536,7.52,25.0214,-5.9477,"{'sl': 20, 'tp': 11}",24,0.42,0.581
5,3,5,5,0.0,0.0,5.0,4.0,1.0,80,17,63,0.2125,0.1801,14.4115,-1.4659,1.0754,12.0943,-3.0348,-42.9345,10.69,21.8246,-6.7432,"{'tp': 17, 'sl': 63}",43,0.418,0.588
5,3,7,5,0.0,0.0,5.0,4.0,1.0,80,17,63,0.2125,0.1801,14.4115,-1.4659,1.0754,12.0943,-3.0348,-42.9345,10.69,21.8246,-6.7432,"{'tp': 17, 'sl': 63}",43,0.418,0.588
5,3,5,5,0.0,0.5,10.0,4.0,2.0,87,35,52,0.4023,0.5714,49.7161,7.7077,1.1353,11.9161,-7.0644,-45.6582,23.32,26.4727,-17.4699,"{'tp': 35, 'sl': 52}",44,0.411,0.517
5,3,7,5,0.0,0.5,10.0,4.0,2.0,87,35,52,0.4023,0.5714,49.7161,7.7077,1.1353,11.9161,-7.0644,-45.6582,23.32,26.4727,-17.4699,"{'tp': 35, 'sl': 52}",44,0.411,0.517
10,3,5,3,0.0,0.0,10.0,5.0,1.5,20,9,11,0.45,4.08,81.599,102.0061,2.4573,15.288,-5.0903,-12.1455,21.45,18.4207,-7.9029,"{'sl': 11, 'tp': 9}",20,0.409,0.5
10,2,5,3,0.05,0.5,5.0,4.0,2.0,24,10,14,0.4167,1.9206,46.0947,39.0355,1.4942,13.9368,-6.6623,-27.4524,19.67,21.8246,-10.5039,"{'sl': 14, 'tp': 10}",17,0.409,0.5
5,3,5,5,0.05,0.5,5.0,5.0,1.0,100,19,81,0.19,-0.0887,-8.8731,-25.68,0.9656,13.1128,-3.1854,-60.7322,12.68,20.0415,-6.7432,"{'sl': 81, 'tp': 19}",44,0.409,0.55
5,3,7,5,0.05,0.5,5.0,5.0,1.0,100,19,81,0.19,-0.0887,-8.8731,-25.68,0.9656,13.1128,-3.1854,-60.7322,12.68,20.0415,-6.7432,"{'sl': 81, 'tp': 19}",44,0.409,0.55
7,3,7,3,0.0,0.0,10.0,5.0,1.0,21,6,15,0.2857,1.8471,38.7899,35.5099,1.6661,16.1705,-3.8822,-25.317,9.14,18.4207,-5.9477,"{'sl': 15, 'tp': 6}",20,0.406,0.476
10,3,7,5,0.05,0.0,10.0,5.0,1.0,24,10,14,0.4167,4.415,105.9595,155.3673,3.5261,14.7905,-2.9961,-10.8507,15.88,23.6027,-5.5812,"{'sl': 14, 'tp': 10}",20,0.404,0.583
7,3,7,5,0.05,0.5,10.0,6.0,1.5,36,14,22,0.3889,2.5522,91.8787,112.3048,1.9076,13.7939,-4.6016,-22.6219,14.5,22.7304,-7.4395,"{'sl': 22, 'tp': 13, 'end': 1}",24,0.404,0.5
7,2,5,5,0.05,0.0,5.0,5.0,1.5,34,10,24,0.2941,0.8303,28.2312,20.6184,1.3059,12.0513,-3.8451,-38.7425,20.0,23.9534,-5.7743,"{'tp': 10, 'sl': 24}",26,0.398,0.588
5,2,5,5,0.0,0.5,5.0,5.0,1.5,56,15,41,0.2679,0.0561,3.1405,-12.0494,1.0173,12.2772,-4.4151,-50.6639,12.57,20.4857,-11.5627,"{'sl': 41, 'tp': 15}",33,0.398,0.411
5,2,7,5,0.0,0.5,5.0,5.0,1.5,56,15,41,0.2679,0.0561,3.1405,-12.0494,1.0173,12.2772,-4.4151,-50.6639,12.57,20.4857,-11.5627,"{'sl': 41, 'tp': 15}",33,0.398,0.411
10,2,5,3,0.05,0.0,5.0,5.0,1.5,27,7,20,0.2593,0.1196,3.2287,-7.1943,1.0313,15.2141,-5.1635,-23.9665,20.19,18.4207,-8.3217,"{'sl': 20, 'tp': 7}",19,0.395,0.333
5,3,5,5,0.05,0.5,10.0,5.0,1.0,125,21,104,0.168,-0.5964,-74.5487,-63.1657,0.7895,13.3123,-3.4049,-73.9752,12.2,20.0415,-8.7849,"{'sl': 104, 'tp': 21}",48,0.392,0.52
5,3,7,5,0.05,0.5,10.0,5.0,1.0,125,21,104,0.168,-0.5964,-74.5487,-63.1657,0.7895,13.3123,-3.4049,-73.9752,12.2,20.0415,-8.7849,"{'sl': 104, 'tp': 21}",48,0.392,0.52
7,2,5,3,0.0,0.5,5.0,4.0,1.0,22,7,15,0.3182,1.9495,42.8882,43.1874,1.846,13.3693,-3.3798,-15.7298,8.18,19.3253,-5.3019,"{'sl': 15, 'tp': 7}",17,0.391,0.409
10,3,7,3,0.05,0.5,5.0,6.0,1.5,32,13,19,0.4062,4.6954,150.2515,258.4954,2.7227,18.2668,-4.5904,-28.1406,20.12,28.3433,-8.3217,"{'sl': 19, 'tp': 13}",25,0.388,0.469
5,3,5,5,0.05,0.5,10.0,4.0,1.0,125,26,99,0.208,-0.1996,-24.9516,-39.4644,0.9249,11.8257,-3.3578,-56.0563,10.03,22.906,-8.7849,"{'sl': 99, 'tp': 26}",48,0.387,0.536
5,3,7,5,0.05,0.5,10.0,4.0,1.0,125,26,99,0.208,-0.1996,-24.9516,-39.4644,0.9249,11.8257,-3.3578,-56.0563,10.03,22.906,-8.7849,"{'sl': 99, 'tp': 26}",48,0.387,0.536
10,2,7,5,0.0,0.0,10.0,6.0,1.5,28,11,17,0.3929,3.5672,99.8816,122.753,2.1161,17.2158,-5.2642,-28.7391,17.75,32.9615,-8.3217,"{'sl': 17, 'tp': 10, 'end': 1}",26,0.386,0.5
7,3,7,3,0.05,0.5,5.0,4.0,2.0,20,12,8,0.6,3.0393,60.786,68.2459,2.0116,10.0732,-7.5115,-17.0475,13.15,14.7166,-10.5039,"{'sl': 8, 'tp': 12}",16,0.379,0.55
10,2,5,3,0.0,0.0,5.0,6.0,1.5,20,5,15,0.25,0.7083,14.1656,4.0514,1.1817,18.4238,-5.1969,-21.1046,19.35,22.1249,-7.9029,"{'sl': 15, 'tp': 5}",16,0.379,0.4
10,2,5,3,0.05,0.5,5.0,5.0,1.5,24,6,18,0.25,-0.0676,-1.622,-10.74,0.9829,15.5822,-5.2842,-21.3125,20.33,18.4207,-8.3217,"{'sl': 18, 'tp': 6}",17,0.379,0.292
5,2,5,5,0.05,0.5,10.0,4.0,1.0,101,20,81,0.198,-0.0283,-2.8619,-23.1267,0.9885,12.3436,-3.0831,-39.8156,7.17,43.5001,-7.7418,"{'sl': 81, 'tp': 20}",45,0.378,0.525
5,2,7,5,0.05,0.5,10.0,4.0,1.0,101,20,81,0.198,-0.0283,-2.8619,-23.1267,0.9885,12.3436,-3.0831,-39.8156,7.17,43.5001,-7.7418,"{'sl': 81, 'tp': 20}",45,0.378,0.525
7,2,7,5,0.05,0.0,5.0,5.0,1.5,35,11,24,0.3143,0.9952,34.8333,28.5818,1.3775,11.5559,-3.8451,-34.6983,19.6,23.9534,-5.7743,"{'tp': 11, 'sl': 24}",26,0.377,0.571
5,2,5,5,0.05,0.5,5.0,5.0,1.5,76,23,53,0.3026,0.6096,46.3264,26.9324,1.2035,11.9132,-4.2958,-54.8055,15.45,23.9534,-11.5627,"{'sl': 53, 'tp': 23}",40,0.377,0.474
5,2,7,5,0.05,0.5,5.0,5.0,1.5,76,23,53,0.3026,0.6096,46.3264,26.9324,1.2035,11.9132,-4.2958,-54.8055,15.45,23.9534,-11.5627,"{'sl': 53, 'tp': 23}",40,0.377,0.474
7,2,5,3,0.0,0.0,5.0,4.0,1.0,23,7,16,0.3043,1.768,40.6651,40.0042,1.7684,13.3693,-3.3075,-15.7298,9.43,19.3253,-5.3019,"{'sl': 16, 'tp': 7}",18,0.373,0.391
5,2,5,5,0.05,0.5,10.0,5.0,1.0,101,19,82,0.1881,0.0061,0.6196,-19.5486,1.0024,13.4186,-3.1016,-41.1429,8.46,23.9534,-7.7418,"{'sl': 82, 'tp': 18, 'end': 1}",45,0.369,0.515
5,2,7,5,0.05,0.5,10.0,5.0,1.0,101,19,82,0.1881,0.0061,0.6196,-19.5486,1.0024,13.4186,-3.1016,-41.1429,8.46,23.9534,-7.7418,"{'sl': 82, 'tp': 18, 'end': 1}",45,0.369,0.515
7,3,7,3,0.05,0.0,10.0,5.0,1.0,36,12,24,0.3333,2.4814,89.3289,111.7122,2.0593,14.4714,-3.5137,-29.6593,8.5,25.0214,-5.9477,"{'sl': 24, 'tp': 12}",28,0.366,0.583
7,2,7,3,0.0,0.5,5.0,4.0,1.0,24,7,17,0.2917,1.5514,37.2331,35.1972,1.6607,13.3693,-3.3148,-15.7298,8.29,19.3253,-5.3019,"{'sl': 17, 'tp': 7}",18,0.366,0.417
7,2,5,5,0.05,0.5,10.0,4.0,2.0,39,17,22,0.4359,1.3783,53.7522,48.9949,1.429,10.5321,-5.6952,-30.7145,22.26,19.1427,-8.9061,"{'sl': 22, 'tp': 17}",28,0.364,0.436
5,2,5,5,0.05,0.0,5.0,5.0,1.0,90,17,73,0.1889,0.0734,6.6072,-9.4794,1.0326,12.3149,-2.7773,-44.5507,9.08,23.9534,-7.7418,"{'sl': 73, 'tp': 17}",43,0.363,0.556
5,2,7,5,0.05,0.0,5.0,5.0,1.0,90,17,73,0.1889,0.0734,6.6072,-9.4794,1.0326,12.3149,-2.7773,-44.5507,9.08,23.9534,-7.7418,"{'sl': 73, 'tp': 17}",43,0.363,0.556
5,3,5,5,0.05,0.0,5.0,5.0,1.0,112,22,90,0.1964,0.096,10.753,-12.3566,1.0388,13.1011,-3.083,-64.1216,12.75,22.464,-6.7432,"{'sl': 90, 'tp': 22}",44,0.361,0.554
5,3,7,5,0.05,0.0,5.0,5.0,1.0,112,22,90,0.1964,0.096,10.753,-12.3566,1.0388,13.1011,-3.083,-64.1216,12.75,22.464,-6.7432,"{'sl': 90, 'tp': 22}",44,0.361,0.554
5,2,5,5,0.05,0.5,5.0,4.0,2.0,75,29,46,0.3867,0.1372,10.2879,-10.214,1.0402,9.184,-5.5663,-61.6594,18.63,19.1427,-10.1284,"{'sl': 46, 'tp': 28, 'end': 1}",40,0.36,0.493
5,2,7,5,0.05,0.5,5.0,4.0,2.0,75,29,46,0.3867,0.1372,10.2879,-10.214,1.0402,9.184,-5.5663,-61.6594,18.63,19.1427,-10.1284,"{'sl': 46, 'tp': 28, 'end': 1}",40,0.36,0.493
5,3,5,5,0.0,0.0,10.0,4.0,1.0,99,19,80,0.1919,-0.3499,-34.636,-41.6336,0.8691,12.0998,-3.3067,-59.4038,10.76,21.8246,-8.7849,"{'tp': 19, 'sl': 80}",46,0.358,0.545
5,3,7,5,0.0,0.0,10.0,4.0,1.0,99,19,80,0.1919,-0.3499,-34.636,-41.6336,0.8691,12.0998,-3.3067,-59.4038,10.76,21.8246,-8.7849,"{'tp': 19, 'sl': 80}",46,0.358,0.545
5,3,5,5,0.05,0.0,10.0,5.0,1.0,137,24,113,0.1752,-0.4009,-54.9226,-56.5623,0.853,13.2766,-3.3059,-76.2216,12.3,22.464,-8.7849,"{'sl': 113, 'tp': 24}",48,0.354,0.526
5,3,7,5,0.05,0.0,10.0,5.0,1.0,137,24,113,0.1752,-0.4009,-54.9226,-56.5623,0.853,13.2766,-3.3059,-76.2216,12.3,22.464,-8.7849,"{'sl': 113, 'tp': 24}",48,0.354,0.526
7,2,7,3,0.0,0.0,5.0,4.0,1.0,25,7,18,0.28,1.4004,35.01,32.1916,1.5977,13.3693,-3.2542,-15.7298,9.44,19.3253,-5.3019,"{'sl': 18, 'tp': 7}",19,0.35,0.4
7,2,5,5,0.05,0.5,5.0,5.0,1.5,30,10,20,0.3333,1.3289,39.8669,35.7504,1.4943,12.0513,-4.0323,-35.0705,21.63,23.9534,-5.7743,"{'tp': 10, 'sl': 20}",24,0.348,0.533
10,2,7,5,0.0,0.5,10.0,6.0,1.5,25,9,16,0.36,2.2306,55.7652,51.6729,1.6559,15.6428,-5.3137,-40.3163,19.24,28.3433,-8.3217,"{'sl': 16, 'tp': 8, 'end': 1}",23,0.347,0.52
5,2,5,5,0.0,0.5,5.0,4.0,2.0,56,20,36,0.3571,-0.3374,-18.8927,-29.2338,0.9078,9.3051,-5.6943,-58.9763,17.04,16.3686,-10.1284,"{'sl': 36, 'tp': 19, 'end': 1}",33,0.347,0.464
5,2,7,5,0.0,0.5,5.0,4.0,2.0,56,20,36,0.3571,-0.3374,-18.8927,-29.2338,0.9078,9.3051,-5.6943,-58.9763,17.04,16.3686,-10.1284,"{'sl': 36, 'tp': 19, 'end': 1}",33,0.347,0.464
5,3,5,5,0.05,0.0,5.0,4.0,1.0,112,27,85,0.2411,0.5232,58.5969,41.9246,1.2291,11.6438,-3.0092,-39.8695,10.29,22.906,-6.7432,"{'sl': 85, 'tp': 27}",44,0.344,0.571
5,3,7,5,0.05,0.0,5.0,4.0,1.0,112,27,85,0.2411,0.5232,58.5969,41.9246,1.2291,11.6438,-3.0092,-39.8695,10.29,22.906,-6.7432,"{'sl': 85, 'tp': 27}",44,0.344,0.571
7,2,5,5,0.05,0.0,10.0,4.0,2.0,43,17,26,0.3953,0.8924,38.3712,27.3426,1.2728,10.5321,-5.4106,-32.5104,20.98,19.1427,-8.9061,"{'sl': 26, 'tp': 17}",30,0.343,0.442
7,2,5,5,0.05,0.0,10.0,6.0,1.5,43,13,30,0.3023,1.4163,60.9028,56.4332,1.4858,14.3293,-4.1793,-32.2951,21.4,24.6299,-7.2167,"{'sl': 30, 'tp': 12, 'end': 1}",30,0.333,0.581
7,2,5,3,0.0,0.5,10.0,4.0,1.0,31,7,24,0.2258,0.1628,5.0466,-2.7937,1.057,13.3693,-3.6891,-39.0464,10.13,19.3253,-6.0957,"{'sl': 24, 'tp': 7}",24,0.333,0.452
5,3,5,5,0.05,0.0,5.0,6.0,1.5,110,27,83,0.2455,0.219,24.0923,-16.4835,1.0621,15.2697,-4.677,-73.7563,18.28,26.9768,-10.0648,"{'sl': 83, 'tp': 27}",44,0.332,0.491
5,3,7,5,0.05,0.0,5.0,6.0,1.5,110,27,83,0.2455,0.219,24.0923,-16.4835,1.0621,15.2697,-4.677,-73.7563,18.28,26.9768,-10.0648,"{'sl': 83, 'tp': 27}",44,0.332,0.491
10,2,5,3,0.05,0.5,10.0,4.0,2.0,34,11,23,0.3235,-0.1402,-4.7682,-19.0088,0.9696,13.8171,-6.8155,-40.679,24.15,21.8246,-10.5039,"{'sl': 23, 'tp': 10, 'end': 1}",25,0.331,0.529
10,2,5,3,0.05,0.0,10.0,5.0,1.5,37,8,29,0.2162,-0.8645,-31.9882,-36.1004,0.7883,14.8899,-5.2106,-34.0036,23.7,18.4207,-8.3217,"{'sl': 29, 'tp': 7, 'end': 1}",26,0.33,0.378
5,2,5,5,0.0,0.0,10.0,6.0,1.5,83,23,60,0.2771,0.662,54.9493,22.36,1.1914,14.8727,-4.7854,-30.0761,14.81,24.6299,-11.5627,"{'sl': 60, 'tp': 20, 'end': 3}",42,0.328,0.482
5,2,7,5,0.0,0.0,10.0,6.0,1.5,83,23,60,0.2771,0.662,54.9493,22.36,1.1914,14.8727,-4.7854,-30.0761,14.81,24.6299,-11.5627,"{'sl': 60, 'tp': 20, 'end': 3}",42,0.328,0.482
7,2,5,5,0.0,0.5,10.0,5.0,1.5,20,8,12,0.4,2.5576,51.1525,54.5146,2.0103,12.723,-4.2193,-14.552,11.4,20.5083,-6.5648,"{'sl': 12, 'tp': 8}",17,0.327,0.55
7,2,7,5,0.05,0.5,5.0,5.0,1.5,31,11,20,0.3548,1.499,46.469,44.7127,1.5762,11.5559,-4.0323,-30.7838,21.13,23.9534,-5.7743,"{'tp': 11, 'sl': 20}",24,0.327,0.516
5,3,5,5,0.0,0.5,5.0,4.0,2.0,69,28,41,0.4058,1.0243,70.677,50.1244,1.2729,11.7743,-6.3172,-48.7154,21.41,26.4727,-12.7669,"{'tp': 28, 'sl': 41}",40,0.325,0.507
5,3,7,5,0.0,0.5,5.0,4.0,2.0,69,28,41,0.4058,1.0243,70.677,50.1244,1.2729,11.7743,-6.3172,-48.7154,21.41,26.4727,-12.7669,"{'tp': 28, 'sl': 41}",40,0.325,0.507
7,2,5,3,0.0,0.0,10.0,4.0,1.0,32,7,25,0.2188,0.0882,2.8235,-4.9547,1.0311,13.3693,-3.6305,-39.0464,10.97,19.3253,-6.0957,"{'sl': 25, 'tp': 7}",25,0.321,0.438
7,2,7,3,0.0,0.5,5.0,5.0,1.5,24,9,15,0.375,2.1369,51.2865,49.125,1.6462,14.5173,-5.2913,-21.2053,18.0,18.4207,-7.9029,"{'sl': 15, 'tp': 9}",18,0.318,0.458
10,2,5,3,0.05,0.5,10.0,5.0,1.5,34,7,27,0.2059,-1.0835,-36.8389,-38.5417,0.7423,15.1591,-5.2945,-34.373,24.12,18.4207,-8.3217,"{'sl': 27, 'tp': 6, 'end': 1}",25,0.313,0.353
10,2,5,3,0.05,0.5,10.0,4.0,1.0,34,7,27,0.2059,0.2495,8.4816,-0.668,1.0903,14.628,-3.4783,-31.6297,13.0,21.8246,-5.3019,"{'sl': 27, 'tp': 7}",25,0.312,0.471
10,2,5,3,0.0,0.0,10.0,6.0,1.5,27,6,21,0.2222,-0.2644,-7.1387,-17.3876,0.9362,17.4566,-5.3275,-24.0044,22.81,22.1249,-7.9029,"{'sl': 21, 'tp': 5, 'end': 1}",21,0.312,0.444
5,2,5,5,0.0,0.5,5.0,5.0,1.0,56,11,45,0.1964,0.1257,7.0407,-3.8119,1.0535,12.6059,-2.925,-37.7042,7.75,20.4857,-7.7418,"{'sl': 45, 'tp': 11}",33,0.309,0.554
5,2,7,5,0.0,0.5,5.0,5.0,1.0,56,11,45,0.1964,0.1257,7.0407,-3.8119,1.0535,12.6059,-2.925,-37.7042,7.75,20.4857,-7.7418,"{'sl': 45, 'tp': 11}",33,0.309,0.554
5,2,5,5,0.05,0.0,5.0,4.0,2.0,87,32,55,0.3678,-0.0945,-8.223,-27.344,0.9728,9.2009,-5.5028,-56.7423,17.7,19.1427,-10.1284,"{'sl': 55, 'tp': 31, 'end': 1}",43,0.307,0.483
5,2,7,5,0.05,0.0,5.0,4.0,2.0,87,32,55,0.3678,-0.0945,-8.223,-27.344,0.9728,9.2009,-5.5028,-56.7423,17.7,19.1427,-10.1284,"{'sl': 55, 'tp': 31, 'end': 1}",43,0.307,0.483
7,2,7,3,0.0,0.0,5.0,5.0,1.5,25,9,16,0.36,1.9201,48.0018,44.2267,1.5808,14.5173,-5.1658,-21.2053,18.96,18.4207,-7.9029,"{'sl': 16, 'tp': 9}",19,0.305,0.48
5,2,5,5,0.05,0.0,10.0,6.0,1.5,111,31,80,0.2793,0.6256,69.4442,31.4707,1.1895,14.0595,-4.58,-40.6889,16.99,24.6299,-11.5627,"{'sl': 80, 'tp': 27, 'end': 4}",46,0.304,0.514
5,2,7,5,0.05,0.0,10.0,6.0,1.5,111,31,80,0.2793,0.6256,69.4442,31.4707,1.1895,14.0595,-4.58,-40.6889,16.99,24.6299,-11.5627,"{'sl': 80, 'tp': 27, 'end': 4}",46,0.304,0.514
5,3,5,5,0.05,0.5,10.0,4.0,2.0,122,45,77,0.3689,-0.0292,-3.5682,-44.2898,0.9933,11.6843,-6.8748,-59.0584,21.5,26.4727,-17.4699,"{'sl': 77, 'tp': 45}",48,0.299,0.525
5,3,7,5,0.05,0.5,10.0,4.0,2.0,122,45,77,0.3689,-0.0292,-3.5682,-44.2898,0.9933,11.6843,-6.8748,-59.0584,21.5,26.4727,-17.4699,"{'sl': 77, 'tp': 45}",48,0.299,0.525
5,3,5,5,0.05,0.0,10.0,4.0,1.0,137,29,108,0.2117,-0.0964,-13.2018,-33.3477,0.9625,11.6784,-3.2581,-59.8494,10.28,22.906,-8.7849,"{'sl': 108, 'tp': 29}",48,0.295,0.533
5,3,7,5,0.05,0.0,10.0,4.0,1.0,137,29,108,0.2117,-0.0964,-13.2018,-33.3477,0.9625,11.6784,-3.2581,-59.8494,10.28,22.906,-8.7849,"{'sl': 108, 'tp': 29}",48,0.295,0.533
7,2,5,5,0.05,0.5,5.0,4.0,2.0,30,13,17,0.4333,1.2057,36.1699,31.124,1.3977,9.7788,-5.3503,-32.9499,22.47,19.1427,-7.6658,"{'tp': 13, 'sl': 17}",24,0.293,0.467
