L,S,W,k,eps,pullback_rise_pct,max_rise_pct,tp_atr,sl_atr,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,alpha_avg,alpha_pos
7,2,5,3,0.0,0.0,10.0,4.0,2.0,32,14,18,0.4375,1.872,59.9025,52.4277,1.4684,13.414,-7.1052,-38.0007,25.12,23.5135,-12.0914,"{'sl': 18, 'tp': 13, 'end': 1}",25,0.97,0.625
10,3,5,3,0.05,0.0,5.0,6.0,1.5,21,9,12,0.4286,5.081,106.7019,149.4739,2.8431,18.2884,-4.8245,-16.3028,24.86,22.1249,-8.3217,"{'sl': 12, 'tp': 9}",20,0.965,0.476
10,3,5,3,0.05,0.5,10.0,6.0,1.5,26,9,17,0.3462,2.8744,74.735,77.3481,1.8541,18.0266,-5.1473,-16.7401,21.5,30.0457,-8.3217,"{'sl': 17, 'tp': 8, 'end': 1}",23,0.933,0.462
7,2,7,3,0.0,0.5,10.0,4.0,2.0,34,14,20,0.4118,1.3693,46.5575,32.7563,1.3296,13.414,-7.0619,-39.0286,23.32,23.5135,-12.0914,"{'sl': 20, 'tp': 13, 'end': 1}",26,0.901,0.618
7,2,7,3,0.0,0.0,10.0,4.0,2.0,35,14,21,0.4,1.206,42.2112,26.9863,1.2899,13.414,-6.9326,-39.0286,23.97,23.5135,-12.0914,"{'sl': 21, 'tp': 13, 'end': 1}",27,0.876,0.629
10,2,5,3,0.0,0.0,5.0,5.0,1.5,20,5,15,0.25,-0.0636,-1.2711,-8.7543,0.9837,15.3365,-5.1969,-21.1046,19.2,18.4207,-7.9029,"{'sl': 15, 'tp': 5}",16,0.835,0.45
7,3,5,3,0.05,0.0,10.0,5.0,1.5,24,10,14,0.4167,2.9581,70.9951,79.6494,2.0283,14.0034,-4.9313,-15.4312,11.71,25.0214,-8.5261,"{'sl': 14, 'tp': 9, 'end': 1}",20,0.826,0.5
10,2,5,3,0.0,0.0,5.0,4.0,2.0,20,8,12,0.4,0.9691,19.3828,10.1653,1.2346,12.7495,-6.8844,-14.8822,16.25,19.3253,-10.5039,"{'sl': 12, 'tp': 8}",16,0.802,0.55
7,2,5,3,0.05,0.0,5.0,4.0,2.0,33,15,18,0.4545,2.0176,66.5807,68.2194,1.592,11.9369,-6.2485,-23.783,22.09,19.3253,-10.5039,"{'sl': 18, 'tp': 15}",21,0.763,0.576
7,2,7,5,0.05,0.5,10.0,4.0,2.0,42,20,22,0.4762,2.099,88.1561,105.6958,1.7036,10.6725,-5.6952,-26.6578,21.12,19.1427,-8.9061,"{'sl': 22, 'tp': 20}",29,0.752,0.452
10,2,5,5,0.05,0.5,10.0,4.0,2.0,28,14,14,0.5,2.7937,78.2245,90.7327,1.9086,11.737,-6.1495,-28.3707,19.43,21.8246,-8.9061,"{'sl': 14, 'tp': 13, 'end': 1}",23,0.748,0.536
7,2,7,3,0.05,0.0,5.0,4.0,2.0,37,16,21,0.4324,1.4633,54.1409,47.4105,1.4137,11.5631,-6.2318,-27.7117,21.81,19.3253,-10.5039,"{'sl': 21, 'tp': 16}",25,0.74,0.595
5,2,5,5,0.05,0.5,10.0,4.0,2.0,98,40,58,0.4082,0.6795,66.5891,29.8049,1.1879,10.5224,-6.1087,-36.762,18.49,43.5001,-14.2617,"{'sl': 58, 'tp': 37, 'end': 3}",45,0.734,0.48
5,2,7,5,0.05,0.5,10.0,4.0,2.0,98,40,58,0.4082,0.6795,66.5891,29.8049,1.1879,10.5224,-6.1087,-36.762,18.49,43.5001,-14.2617,"{'sl': 58, 'tp': 37, 'end': 3}",45,0.734,0.48
10,2,5,5,0.05,0.0,10.0,4.0,2.0,30,14,16,0.4667,2.2979,68.9372,73.424,1.7228,11.737,-5.9613,-30.994,19.0,21.8246,-8.9061,"{'sl': 16, 'tp': 13, 'end': 1}",24,0.721,0.533
5,2,5,5,0.0,0.0,10.0,5.0,1.0,83,15,68,0.1807,-0.1363,-11.3139,-25.8182,0.9485,13.8774,-3.2276,-36.2557,7.75,22.6612,-7.7418,"{'sl': 68, 'tp': 14, 'end': 1}",42,0.702,0.59
5,2,7,5,0.0,0.0,10.0,5.0,1.0,83,15,68,0.1807,-0.1363,-11.3139,-25.8182,0.9485,13.8774,-3.2276,-36.2557,7.75,22.6612,-7.7418,"{'sl': 68, 'tp': 14, 'end': 1}",42,0.702,0.59
7,2,7,5,0.05,0.0,10.0,4.0,2.0,46,20,26,0.4348,1.5821,72.7751,75.8036,1.5173,10.6725,-5.4106,-28.5588,20.02,19.1427,-8.9061,"{'sl': 26, 'tp': 20}",31,0.698,0.457
5,2,5,5,0.0,0.0,10.0,4.0,1.0,83,17,66,0.2048,0.0754,6.2609,-13.8271,1.0295,12.8655,-3.219,-44.5507,6.88,43.5001,-7.7418,"{'sl': 66, 'tp': 17}",42,0.681,0.602
5,2,7,5,0.0,0.0,10.0,4.0,1.0,83,17,66,0.2048,0.0754,6.2609,-13.8271,1.0295,12.8655,-3.219,-44.5507,6.88,43.5001,-7.7418,"{'sl': 66, 'tp': 17}",42,0.681,0.602
10,2,5,5,0.05,0.5,10.0,5.0,1.5,28,9,19,0.3214,0.9696,27.1491,17.1698,1.2964,13.1929,-4.8204,-40.4247,17.04,23.9534,-8.3217,"{'sl': 19, 'tp': 8, 'end': 1}",23,0.671,0.5
5,3,5,5,0.0,0.5,10.0,6.0,1.5,87,19,68,0.2184,-0.4134,-35.9667,-52.0255,0.8982,16.7039,-5.1962,-68.1419,21.01,35.0206,-13.1274,"{'tp': 19, 'sl': 68}",44,0.67,0.517
5,3,7,5,0.0,0.5,10.0,6.0,1.5,87,19,68,0.2184,-0.4134,-35.9667,-52.0255,0.8982,16.7039,-5.1962,-68.1419,21.01,35.0206,-13.1274,"{'tp': 19, 'sl': 68}",44,0.67,0.517
10,3,7,3,0.05,0.0,10.0,6.0,1.5,49,21,28,0.4286,5.0261,246.2783,704.3514,2.8055,18.2231,-4.8717,-28.8749,18.69,30.0457,-8.8716,"{'sl': 28, 'tp': 20, 'end': 1}",34,0.663,0.551
7,2,7,3,0.05,0.0,10.0,4.0,2.0,51,19,32,0.3725,0.5048,25.744,2.8328,1.1219,12.4688,-6.5988,-45.4303,23.31,23.5135,-12.0914,"{'sl': 32, 'tp': 18, 'end': 1}",33,0.66,0.608
5,2,5,5,0.05,0.0,10.0,4.0,2.0,110,43,67,0.3909,0.4371,48.0782,5.0398,1.1199,10.4416,-5.9837,-42.8197,17.77,43.5001,-14.2617,"{'sl': 67, 'tp': 40, 'end': 3}",46,0.652,0.473
5,2,7,5,0.05,0.0,10.0,4.0,2.0,110,43,67,0.3909,0.4371,48.0782,5.0398,1.1199,10.4416,-5.9837,-42.8197,17.77,43.5001,-14.2617,"{'sl': 67, 'tp': 40, 'end': 3}",46,0.652,0.473
7,2,7,5,0.0,0.5,10.0,5.0,1.5,22,9,13,0.4091,2.3139,50.9052,53.4338,1.8856,12.0429,-4.4216,-20.4046,10.82,20.5083,-6.8494,"{'sl': 13, 'tp': 9}",18,0.651,0.545
10,2,5,3,0.0,0.0,10.0,5.0,1.5,27,6,21,0.2222,-0.8361,-22.5754,-27.5547,0.7982,14.8839,-5.3275,-27.0397,22.7,18.4207,-7.9029,"{'sl': 21, 'tp': 5, 'end': 1}",21,0.649,0.481
10,3,7,3,0.0,0.0,10.0,6.0,1.5,35,13,22,0.3714,3.8696,135.4368,205.4706,2.2499,18.7534,-4.9254,-18.7694,20.71,25.7223,-8.8716,"{'sl': 22, 'tp': 13}",30,0.646,0.6
7,2,5,3,0.05,0.0,10.0,4.0,2.0,45,18,27,0.4,1.2138,54.619,39.3473,1.3098,12.8306,-6.5308,-41.624,24.31,23.5135,-12.0914,"{'sl': 27, 'tp': 17, 'end': 1}",29,0.646,0.578
10,2,5,3,0.0,0.5,10.0,4.0,2.0,26,9,17,0.3462,-0.3423,-8.9,-19.019,0.9279,12.7352,-7.2657,-31.9076,21.73,19.3253,-10.5039,"{'sl': 17, 'tp': 8, 'end': 1}",21,0.645,0.538
7,3,7,3,0.05,0.5,10.0,5.0,1.5,31,13,18,0.4194,2.4413,75.6817,81.6502,1.7553,13.5297,-5.5669,-32.5278,10.23,25.0214,-8.8716,"{'sl': 18, 'tp': 12, 'end': 1}",24,0.641,0.452
5,3,5,5,0.0,0.5,5.0,6.0,1.5,69,15,54,0.2174,-0.3726,-25.7077,-39.9528,0.9018,15.7427,-4.849,-65.9034,20.71,24.0698,-10.0648,"{'tp': 15, 'sl': 54}",40,0.637,0.522
5,3,7,5,0.0,0.5,5.0,6.0,1.5,69,15,54,0.2174,-0.3726,-25.7077,-39.9528,0.9018,15.7427,-4.849,-65.9034,20.71,24.0698,-10.0648,"{'tp': 15, 'sl': 54}",40,0.637,0.522
10,3,7,3,0.0,0.5,10.0,6.0,1.5,33,12,21,0.3636,3.7089,122.3926,172.2756,2.1817,18.8307,-4.9322,-18.7694,20.15,25.7223,-8.8716,"{'sl': 21, 'tp': 12}",29,0.636,0.576
10,2,5,3,0.0,0.5,10.0,5.0,1.5,26,6,20,0.2308,-0.7482,-19.453,-25.2198,0.8211,14.8839,-5.4378,-27.0397,23.5,18.4207,-7.9029,"{'sl': 20, 'tp': 5, 'end': 1}",21,0.632,0.462
10,2,5,5,0.05,0.0,10.0,5.0,1.5,30,9,21,0.3,0.6711,20.1337,9.092,1.2042,13.1929,-4.6954,-42.7654,16.6,23.9534,-8.3217,"{'sl': 21, 'tp': 8, 'end': 1}",24,0.63,0.533
7,3,5,5,0.05,0.5,5.0,6.0,1.5,26,12,14,0.4615,4.7791,124.2556,197.5335,3.034,15.4453,-4.3635,-11.4742,13.46,22.7304,-6.6286,"{'sl': 14, 'tp': 12}",17,0.627,0.538
7,2,7,5,0.05,0.0,10.0,5.0,1.5,46,14,32,0.3043,0.6938,31.9137,19.6553,1.2337,12.0354,-4.2682,-38.7099,18.35,23.9534,-7.2167,"{'sl': 32, 'tp': 14}",31,0.626,0.587
10,2,5,3,0.0,0.0,10.0,4.0,2.0,27,9,18,0.3333,-0.4826,-13.0299,-22.3635,0.8979,12.7352,-7.0915,-34.7197,21.0,19.3253,-10.5039,"{'sl': 18, 'tp': 8, 'end': 1}",21,0.624,0.556
7,2,7,5,0.05,0.5,10.0,5.0,1.5,42,14,28,0.3333,1.0369,43.5494,34.6664,1.3485,12.0354,-4.4624,-35.6101,19.36,23.9534,-7.2167,"{'sl': 28, 'tp': 14}",29,0.613,0.548
7,2,5,3,0.05,0.5,5.0,4.0,2.0,30,15,15,0.5,2.6891,80.673,94.3614,1.82,11.9369,-6.5587,-23.783,22.17,19.3253,-10.5039,"{'sl': 15, 'tp': 15}",21,0.61,0.533
5,2,5,5,0.0,0.5,10.0,4.0,1.0,73,15,58,0.2055,0.1571,11.4687,-8.1113,1.0608,13.332,-3.2502,-36.6879,6.7,43.5001,-7.7418,"{'sl': 58, 'tp': 15}",41,0.608,0.562
5,2,7,5,0.0,0.5,10.0,4.0,1.0,73,15,58,0.2055,0.1571,11.4687,-8.1113,1.0608,13.332,-3.2502,-36.6879,6.7,43.5001,-7.7418,"{'sl': 58, 'tp': 15}",41,0.608,0.562
7,3,7,3,0.05,0.0,10.0,5.0,1.5,36,15,21,0.4167,2.6228,94.4191,114.9104,1.8638,13.582,-5.2053,-28.4106,11.56,25.0214,-8.8716,"{'sl': 21, 'tp': 14, 'end': 1}",28,0.606,0.5
7,2,7,3,0.05,0.5,5.0,4.0,2.0,34,16,18,0.4706,2.0069,68.2332,70.3187,1.5843,11.5631,-6.4876,-23.783,21.85,19.3253,-10.5039,"{'sl': 18, 'tp': 16}",25,0.603,0.559
5,2,5,5,0.0,0.5,10.0,5.0,1.0,73,14,59,0.1918,0.0425,3.1022,-13.3848,1.0161,14.0152,-3.2731,-29.031,7.49,22.6612,-7.7418,"{'sl': 59, 'tp': 13, 'end': 1}",41,0.595,0.548
5,2,7,5,0.0,0.5,10.0,5.0,1.0,73,14,59,0.1918,0.0425,3.1022,-13.3848,1.0161,14.0152,-3.2731,-29.031,7.49,22.6612,-7.7418,"{'sl': 59, 'tp': 13, 'end': 1}",41,0.595,0.548
5,2,5,5,0.0,0.0,10.0,5.0,1.5,83,24,59,0.2892,0.2357,19.5669,-8.4288,1.0691,12.6058,-4.7961,-32.0739,12.41,22.6612,-11.5627,"{'sl': 59, 'tp': 21, 'end': 3}",42,0.593,0.506
5,2,7,5,0.0,0.0,10.0,5.0,1.5,83,24,59,0.2892,0.2357,19.5669,-8.4288,1.0691,12.6058,-4.7961,-32.0739,12.41,22.6612,-11.5627,"{'sl': 59, 'tp': 21, 'end': 3}",42,0.593,0.506
10,3,7,3,0.05,0.5,10.0,6.0,1.5,46,19,27,0.413,4.6891,215.6982,507.8624,2.6153,18.3806,-4.9457,-28.8749,18.22,30.0457,-8.8716,"{'sl': 27, 'tp': 18, 'end': 1}",32,0.592,0.522
7,2,7,5,0.0,0.0,10.0,5.0,1.5,23,9,14,0.3913,2.0188,46.4332,46.5722,1.7495,12.0429,-4.4252,-23.9641,10.39,20.5083,-6.8494,"{'sl': 14, 'tp': 9}",19,0.589,0.522
5,2,5,5,0.0,0.5,10.0,4.0,2.0,73,27,46,0.3699,0.0802,5.8569,-22.8985,1.0202,10.9421,-6.2952,-42.4795,16.01,43.5001,-14.2617,"{'sl': 46, 'tp': 24, 'end': 3}",41,0.588,0.438
5,2,7,5,0.0,0.5,10.0,4.0,2.0,73,27,46,0.3699,0.0802,5.8569,-22.8985,1.0202,10.9421,-6.2952,-42.4795,16.01,43.5001,-14.2617,"{'sl': 46, 'tp': 24, 'end': 3}",41,0.588,0.438
7,3,7,3,0.05,0.5,5.0,5.0,1.5,20,10,10,0.5,4.0577,81.1534,103.2255,2.584,13.2386,-5.1232,-15.3707,11.65,18.4207,-7.9029,"{'sl': 10, 'tp': 10}",16,0.584,0.3
5,2,5,5,0.05,0.0,10.0,5.0,1.5,111,32,79,0.2883,0.2268,25.1754,-9.5528,1.0695,12.107,-4.5854,-51.2383,14.38,23.9534,-11.5627,"{'sl': 79, 'tp': 29, 'end': 3}",46,0.584,0.541
5,2,7,5,0.05,0.0,10.0,5.0,1.5,111,32,79,0.2883,0.2268,25.1754,-9.5528,1.0695,12.107,-4.5854,-51.2383,14.38,23.9534,-11.5627,"{'sl': 79, 'tp': 29, 'end': 3}",46,0.584,0.541
5,3,5,5,0.0,0.5,5.0,4.0,1.0,70,15,55,0.2143,0.0849,5.9424,-7.6191,1.0344,11.9263,-3.1446,-39.1149,9.87,21.8246,-6.7432,"{'tp': 15, 'sl': 55}",40,0.584,0.6
5,3,7,5,0.0,0.5,5.0,4.0,1.0,70,15,55,0.2143,0.0849,5.9424,-7.6191,1.0344,11.9263,-3.1446,-39.1149,9.87,21.8246,-6.7432,"{'tp': 15, 'sl': 55}",40,0.584,0.6
7,2,7,5,0.0,0.5,10.0,6.0,1.5,22,8,14,0.3636,2.8504,62.7093,68.3451,2.0523,15.2876,-4.2565,-20.4046,12.68,24.6299,-6.8494,"{'sl': 14, 'tp': 8}",18,0.574,0.545
7,2,7,3,0.05,0.5,10.0,4.0,2.0,48,19,29,0.3958,0.8299,39.8363,18.8134,1.2021,12.4688,-6.7955,-37.3737,23.44,23.5135,-12.0914,"{'sl': 29, 'tp': 18, 'end': 1}",33,0.558,0.583
10,3,7,5,0.05,0.0,5.0,5.0,1.0,22,9,13,0.4091,4.4321,97.5064,136.8167,3.6186,14.9714,-2.8643,-10.8507,16.14,23.6027,-5.5812,"{'sl': 13, 'tp': 9}",19,0.555,0.591
7,3,7,3,0.05,0.0,5.0,5.0,1.5,25,12,13,0.48,3.9956,99.8908,140.4362,2.6555,13.3525,-4.6415,-13.7154,13.28,18.4207,-7.9029,"{'sl': 13, 'tp': 12}",20,0.545,0.4
5,2,5,5,0.0,0.5,10.0,5.0,1.5,73,21,52,0.2877,0.1959,14.3023,-10.6066,1.0569,12.6599,-4.8376,-39.233,12.37,22.6612,-11.5627,"{'sl': 52, 'tp': 18, 'end': 3}",41,0.542,0.479
5,2,7,5,0.0,0.5,10.0,5.0,1.5,73,21,52,0.2877,0.1959,14.3023,-10.6066,1.0569,12.6599,-4.8376,-39.233,12.37,22.6612,-11.5627,"{'sl': 52, 'tp': 18, 'end': 3}",41,0.542,0.479
10,2,7,5,0.05,0.5,10.0,5.0,1.5,41,13,28,0.3171,0.7276,29.8317,15.1844,1.2156,12.9405,-4.9427,-54.2797,17.02,23.9534,-8.3217,"{'sl': 28, 'tp': 12, 'end': 1}",31,0.539,0.537
10,3,7,3,0.0,0.0,5.0,6.0,1.5,29,11,18,0.3793,4.0059,116.1703,165.3049,2.3878,18.1705,-4.6503,-18.7694,21.1,22.1249,-7.9029,"{'sl': 18, 'tp': 11}",25,0.538,0.552
7,3,5,5,0.05,0.5,10.0,6.0,1.5,33,13,20,0.3939,2.7668,91.3034,111.7682,1.9602,14.3381,-4.7546,-22.6219,12.58,22.7304,-7.4395,"{'sl': 20, 'tp': 12, 'end': 1}",22,0.538,0.545
5,2,5,5,0.05,0.5,10.0,5.0,1.5,99,30,69,0.303,0.4067,40.2645,7.4794,1.1245,12.125,-4.6882,-53.9115,14.66,23.9534,-11.5627,"{'sl': 69, 'tp': 27, 'end': 3}",45,0.532,0.505
5,2,7,5,0.05,0.5,10.0,5.0,1.5,99,30,69,0.303,0.4067,40.2645,7.4794,1.1245,12.125,-4.6882,-53.9115,14.66,23.9534,-11.5627,"{'sl': 69, 'tp': 27, 'end': 3}",45,0.532,0.505
7,2,5,3,0.05,0.5,10.0,4.0,2.0,42,18,24,0.4286,1.636,68.7113,61.0025,1.4235,12.8306,-6.7599,-37.0627,24.52,23.5135,-12.0914,"{'sl': 24, 'tp': 17, 'end': 1}",29,0.528,0.548
5,3,5,5,0.05,0.5,10.0,6.0,1.5,123,28,95,0.2276,-0.3378,-41.5501,-60.2815,0.9149,15.9485,-5.138,-73.3832,18.83,35.0206,-13.1274,"{'sl': 95, 'tp': 28}",48,0.526,0.504
5,3,7,5,0.05,0.5,10.0,6.0,1.5,123,28,95,0.2276,-0.3378,-41.5501,-60.2815,0.9149,15.9485,-5.138,-73.3832,18.83,35.0206,-13.1274,"{'sl': 95, 'tp': 28}",48,0.526,0.504
7,3,5,3,0.05,0.0,10.0,5.0,1.0,24,8,16,0.3333,3.0023,72.054,84.7721,2.3363,15.747,-3.3701,-20.5166,9.0,25.0214,-5.7174,"{'sl': 16, 'tp': 8}",20,0.519,0.625
10,3,7,3,0.0,0.5,5.0,6.0,1.5,27,10,17,0.3704,3.8195,103.1261,136.4746,2.3067,18.2049,-4.6425,-18.7694,20.44,22.1249,-7.9029,"{'sl': 17, 'tp': 10}",24,0.518,0.519
10,2,7,5,0.05,0.0,10.0,5.0,1.5,43,13,30,0.3023,0.5306,22.8163,7.2434,1.1569,12.9405,-4.847,-56.076,16.72,23.9534,-8.3217,"{'sl': 30, 'tp': 12, 'end': 1}",32,0.517,0.558
5,3,5,5,0.0,0.0,10.0,6.0,1.5,97,21,76,0.2165,-0.2347,-22.7632,-47.596,0.9401,17.0256,-5.004,-69.2547,20.72,35.0206,-13.1274,"{'tp': 21, 'sl': 76}",46,0.516,0.515
5,3,7,5,0.0,0.0,10.0,6.0,1.5,97,21,76,0.2165,-0.2347,-22.7632,-47.596,0.9401,17.0256,-5.004,-69.2547,20.72,35.0206,-13.1274,"{'tp': 21, 'sl': 76}",46,0.516,0.515
7,2,7,5,0.0,0.0,10.0,6.0,1.5,23,8,15,0.3478,2.5321,58.2373,60.8167,1.9091,15.2876,-4.2709,-23.9641,12.17,24.6299,-6.8494,"{'sl': 15, 'tp': 8}",19,0.514,0.522
10,3,7,3,0.05,0.0,5.0,6.0,1.5,35,15,20,0.4286,5.1666,180.8316,374.3776,3.0072,18.0614,-4.5045,-28.1406,20.63,28.3433,-8.3217,"{'sl': 20, 'tp': 15}",28,0.505,0.514
7,2,7,5,0.05,0.0,10.0,6.0,1.5,46,13,33,0.2826,1.0345,47.5889,36.4324,1.3431,14.3293,-4.2028,-36.9325,20.89,24.6299,-7.2167,"{'sl': 33, 'tp': 12, 'end': 1}",31,0.505,0.587
7,3,7,3,0.0,0.0,10.0,4.0,2.0,21,7,14,0.3333,-0.8632,-18.1271,-24.74,0.8328,12.8988,-7.7442,-48.6846,14.62,14.7166,-11.7954,"{'sl': 14, 'tp': 7}",20,0.494,0.524
5,3,5,5,0.0,0.5,5.0,5.0,1.0,70,11,59,0.1571,-0.5938,-41.5644,-42.0746,0.7798,13.3838,-3.1998,-58.4744,13.34,20.0415,-6.7432,"{'tp': 11, 'sl': 59}",40,0.492,0.586
5,3,7,5,0.0,0.5,5.0,5.0,1.0,70,11,59,0.1571,-0.5938,-41.5644,-42.0746,0.7798,13.3838,-3.1998,-58.4744,13.34,20.0415,-6.7432,"{'tp': 11, 'sl': 59}",40,0.492,0.586
10,2,5,5,0.05,0.5,10.0,6.0,1.5,28,9,19,0.3214,1.5213,42.5953,34.0401,1.4651,14.9092,-4.8204,-37.9641,18.89,28.3433,-8.3217,"{'sl': 19, 'tp': 7, 'end': 2}",23,0.49,0.5
10,2,7,5,0.05,0.5,10.0,4.0,2.0,41,20,21,0.4878,2.4302,99.6395,122.9443,1.7473,11.6486,-6.3492,-29.194,18.56,21.8246,-9.9769,"{'sl': 21, 'tp': 19, 'end': 1}",31,0.489,0.439
5,2,5,5,0.05,0.0,10.0,5.0,1.0,113,20,93,0.177,-0.1422,-16.0738,-32.6498,0.9432,13.3451,-3.0427,-44.3319,8.6,23.9534,-7.7418,"{'sl': 93, 'tp': 19, 'end': 1}",46,0.489,0.549
5,2,7,5,0.05,0.0,10.0,5.0,1.0,113,20,93,0.177,-0.1422,-16.0738,-32.6498,0.9432,13.3451,-3.0427,-44.3319,8.6,23.9534,-7.7418,"{'sl': 93, 'tp': 19, 'end': 1}",46,0.489,0.549
5,2,5,5,0.0,0.0,5.0,5.0,1.0,66,12,54,0.1818,-0.1117,-7.3754,-17.6195,0.9533,12.5511,-2.9257,-39.081,8.03,20.4857,-7.7418,"{'sl': 54, 'tp': 12}",36,0.487,0.606
5,2,7,5,0.0,0.0,5.0,5.0,1.0,66,12,54,0.1818,-0.1117,-7.3754,-17.6195,0.9533,12.5511,-2.9257,-39.081,8.03,20.4857,-7.7418,"{'sl': 54, 'tp': 12}",36,0.487,0.606
5,2,5,5,0.0,0.0,5.0,5.0,1.5,66,18,48,0.2727,0.1274,8.4051,-9.9067,1.0396,12.2689,-4.4257,-47.6507,12.59,20.4857,-11.5627,"{'sl': 48, 'tp': 18}",36,0.485,0.455
5,2,7,5,0.0,0.0,5.0,5.0,1.5,66,18,48,0.2727,0.1274,8.4051,-9.9067,1.0396,12.2689,-4.4257,-47.6507,12.59,20.4857,-11.5627,"{'sl': 48, 'tp': 18}",36,0.485,0.455
10,2,7,5,0.05,0.0,10.0,4.0,2.0,43,20,23,0.4651,2.1012,90.3522,102.7125,1.6335,11.6486,-6.2009,-32.8798,18.3,21.8246,-9.9769,"{'sl': 23, 'tp': 19, 'end': 1}",32,0.482,0.442
5,3,5,5,0.0,0.5,10.0,4.0,1.0,89,17,72,0.191,-0.4843,-43.1051,-45.2784,0.825,11.9522,-3.4207,-54.5654,10.12,21.8246,-8.7849,"{'tp': 17, 'sl': 72}",44,0.482,0.551
5,3,7,5,0.0,0.5,10.0,4.0,1.0,89,17,72,0.191,-0.4843,-43.1051,-45.2784,0.825,11.9522,-3.4207,-54.5654,10.12,21.8246,-8.7849,"{'tp': 17, 'sl': 72}",44,0.482,0.551
7,2,7,5,0.05,0.5,10.0,6.0,1.5,42,13,29,0.3095,1.4101,59.2246,53.5482,1.4661,14.3293,-4.3813,-33.7428,22.14,24.6299,-7.2167,"{'sl': 29, 'tp': 12, 'end': 1}",29,0.481,0.548
5,3,5,5,0.0,0.5,10.0,5.0,1.0,89,13,76,0.1461,-0.9493,-84.4888,-63.7894,0.6777,13.6644,-3.449,-69.8536,12.85,20.0415,-8.7849,"{'tp': 13, 'sl': 76}",44,0.478,0.551
