L,S,W,k,eps,pullback_rise_pct,max_rise_pct,tp_atr,sl_atr,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,alpha_avg,alpha_pos
7,2,7,5,0.0,0.0,10.0,6.0,1.0,23,7,16,0.3043,2.641,60.7436,68.071,2.3225,15.2391,-2.8706,-18.5864,10.78,24.6299,-4.5996,"{'sl': 16, 'tp': 7}",19,0.272,0.522
5,3,7,5,0.1,0.0,3.0,4.0,1.0,108,36,72,0.3333,2.0619,222.6822,604.5758,2.1728,11.4597,-2.637,-23.4032,11.83,22.906,-4.6455,"{'tp': 36, 'sl': 72}",45,0.272,0.546
5,3,10,5,0.1,0.0,3.0,4.0,1.0,108,36,72,0.3333,2.0619,222.6822,604.5758,2.1728,11.4597,-2.637,-23.4032,11.83,22.906,-4.6455,"{'tp': 36, 'sl': 72}",45,0.272,0.546
7,2,5,3,0.05,1.0,5.0,4.0,1.0,22,8,14,0.3636,2.3853,52.4762,57.3182,2.0945,12.5526,-3.4246,-11.1612,9.64,19.3253,-5.3019,"{'sl': 14, 'tp': 8}",17,0.272,0.364
5,3,3,5,0.1,0.0,3.0,4.0,1.0,104,33,71,0.3173,1.8999,197.5897,455.2059,2.0534,11.6713,-2.6418,-25.2203,11.63,22.906,-4.6455,"{'tp': 33, 'sl': 71}",44,0.272,0.548
5,2,3,5,0.0,0.5,10.0,8.0,1.5,73,17,56,0.2329,0.6584,48.0648,9.6813,1.1784,18.6787,-4.812,-37.4542,18.15,32.8372,-11.5627,"{'sl': 56, 'tp': 14, 'end': 3}",41,0.272,0.479
5,2,5,5,0.0,0.5,10.0,8.0,1.5,73,17,56,0.2329,0.6584,48.0648,9.6813,1.1784,18.6787,-4.812,-37.4542,18.15,32.8372,-11.5627,"{'sl': 56, 'tp': 14, 'end': 3}",41,0.272,0.479
5,2,7,5,0.0,0.5,10.0,8.0,1.5,73,17,56,0.2329,0.6584,48.0648,9.6813,1.1784,18.6787,-4.812,-37.4542,18.15,32.8372,-11.5627,"{'sl': 56, 'tp': 14, 'end': 3}",41,0.272,0.479
5,2,10,5,0.0,0.5,10.0,8.0,1.5,73,17,56,0.2329,0.6584,48.0648,9.6813,1.1784,18.6787,-4.812,-37.4542,18.15,32.8372,-11.5627,"{'sl': 56, 'tp': 14, 'end': 3}",41,0.272,0.479
5,3,3,5,0.0,0.0,10.0,4.0,2.0,97,37,60,0.3814,0.4201,40.745,-4.1087,1.1011,11.9939,-6.7171,-56.505,22.88,26.4727,-17.4699,"{'tp': 37, 'sl': 60}",46,0.272,0.515
5,3,5,5,0.0,0.0,10.0,4.0,2.0,97,37,60,0.3814,0.4201,40.745,-4.1087,1.1011,11.9939,-6.7171,-56.505,22.88,26.4727,-17.4699,"{'tp': 37, 'sl': 60}",46,0.272,0.515
5,3,7,5,0.0,0.0,10.0,4.0,2.0,97,37,60,0.3814,0.4201,40.745,-4.1087,1.1011,11.9939,-6.7171,-56.505,22.88,26.4727,-17.4699,"{'tp': 37, 'sl': 60}",46,0.272,0.515
5,3,10,5,0.0,0.0,10.0,4.0,2.0,97,37,60,0.3814,0.4201,40.745,-4.1087,1.1011,11.9939,-6.7171,-56.505,22.88,26.4727,-17.4699,"{'tp': 37, 'sl': 60}",46,0.272,0.515
7,3,3,5,0.1,0.5,3.0,6.0,1.0,36,8,28,0.2222,1.4569,52.4501,51.7133,1.7089,15.8042,-2.6423,-21.8203,11.25,22.7304,-4.227,"{'sl': 28, 'tp': 8}",23,0.271,0.5
10,2,10,3,0.05,1.0,3.0,4.0,2.0,21,8,13,0.381,1.4247,29.9179,21.6216,1.3788,13.6132,-6.076,-23.6269,20.0,21.8246,-10.3132,"{'sl': 13, 'tp': 8}",17,0.271,0.571
5,2,3,5,0.0,0.5,10.0,6.0,1.5,73,20,53,0.274,0.5793,42.2886,11.913,1.1654,14.8997,-4.8246,-36.2753,14.96,24.6299,-11.5627,"{'sl': 53, 'tp': 17, 'end': 3}",41,0.271,0.452
5,2,5,5,0.0,0.5,10.0,6.0,1.5,73,20,53,0.274,0.5793,42.2886,11.913,1.1654,14.8997,-4.8246,-36.2753,14.96,24.6299,-11.5627,"{'sl': 53, 'tp': 17, 'end': 3}",41,0.271,0.452
5,2,7,5,0.0,0.5,10.0,6.0,1.5,73,20,53,0.274,0.5793,42.2886,11.913,1.1654,14.8997,-4.8246,-36.2753,14.96,24.6299,-11.5627,"{'sl': 53, 'tp': 17, 'end': 3}",41,0.271,0.452
5,2,10,5,0.0,0.5,10.0,6.0,1.5,73,20,53,0.274,0.5793,42.2886,11.913,1.1654,14.8997,-4.8246,-36.2753,14.96,24.6299,-11.5627,"{'sl': 53, 'tp': 17, 'end': 3}",41,0.271,0.452
7,2,7,5,0.05,0.0,3.0,4.0,2.0,27,12,15,0.4444,1.4398,38.8742,37.2113,1.5466,9.1657,-4.741,-19.8135,19.19,19.1427,-6.6918,"{'tp': 12, 'sl': 15}",22,0.27,0.481
7,2,10,5,0.05,0.0,3.0,4.0,2.0,27,12,15,0.4444,1.4398,38.8742,37.2113,1.5466,9.1657,-4.741,-19.8135,19.19,19.1427,-6.6918,"{'tp': 12, 'sl': 15}",22,0.27,0.481
5,3,5,5,0.1,0.0,5.0,4.0,1.0,141,40,101,0.2837,1.0701,150.8836,229.2061,1.5022,11.2826,-2.9745,-37.8703,10.82,22.906,-6.7432,"{'sl': 101, 'tp': 40}",51,0.27,0.567
7,2,10,3,0.05,0.5,10.0,5.0,1.5,53,16,37,0.3019,0.9283,49.1978,29.4145,1.2586,14.9637,-5.1411,-38.3875,20.11,29.4169,-9.0936,"{'sl': 37, 'tp': 15, 'end': 1}",36,0.27,0.434
5,3,7,5,0.1,0.5,10.0,4.0,2.0,160,63,97,0.3937,0.4142,66.2684,-2.692,1.1025,11.3177,-6.6675,-58.464,20.04,26.4727,-17.4699,"{'sl': 96, 'tp': 63, 'end': 1}",52,0.27,0.519
5,3,10,5,0.1,0.5,10.0,4.0,2.0,160,63,97,0.3937,0.4142,66.2684,-2.692,1.1025,11.3177,-6.6675,-58.464,20.04,26.4727,-17.4699,"{'sl': 96, 'tp': 63, 'end': 1}",52,0.27,0.519
10,2,10,3,0.05,1.0,5.0,5.0,1.5,42,10,32,0.2381,-0.246,-10.3341,-22.1652,0.934,14.6274,-4.894,-44.1571,17.64,20.8697,-8.3217,"{'sl': 32, 'tp': 10}",28,0.27,0.357
7,2,10,3,0.05,0.0,3.0,5.0,1.5,25,7,18,0.28,0.8025,20.0621,11.8633,1.2514,14.2678,-4.434,-19.9975,20.2,17.9926,-7.7599,"{'sl': 18, 'tp': 7}",18,0.269,0.44
7,2,10,3,0.0,0.5,10.0,4.0,1.0,37,7,30,0.1892,-0.3864,-14.2975,-20.1648,0.8675,13.3693,-3.5961,-44.4085,10.46,19.3253,-6.0957,"{'sl': 30, 'tp': 7}",29,0.269,0.459
7,3,7,3,0.1,1.0,5.0,4.0,2.0,38,18,20,0.4737,1.9862,75.4753,84.0265,1.6321,10.8266,-5.9702,-16.5362,18.71,16.5112,-10.5039,"{'sl': 20, 'tp': 18}",26,0.268,0.5
5,2,5,5,0.05,0.5,10.0,6.0,1.5,99,29,70,0.2929,0.8056,79.7583,49.7655,1.2434,14.0481,-4.6805,-42.4978,17.48,24.6299,-11.5627,"{'sl': 70, 'tp': 25, 'end': 4}",45,0.268,0.475
5,2,7,5,0.05,0.5,10.0,6.0,1.5,99,29,70,0.2929,0.8056,79.7583,49.7655,1.2434,14.0481,-4.6805,-42.4978,17.48,24.6299,-11.5627,"{'sl': 70, 'tp': 25, 'end': 4}",45,0.268,0.475
7,3,3,5,0.05,0.0,3.0,6.0,1.5,24,8,16,0.3333,2.958,70.9913,79.6294,2.1616,16.5134,-3.8197,-17.31,12.0,26.9768,-6.1102,"{'sl': 16, 'tp': 8}",16,0.267,0.542
5,3,3,5,0.1,0.0,5.0,4.0,1.0,136,36,100,0.2647,0.854,116.1396,136.5768,1.3895,11.5078,-2.9814,-37.8703,10.76,22.906,-6.7432,"{'sl': 100, 'tp': 36}",50,0.267,0.566
5,3,5,5,0.1,0.5,10.0,4.0,2.0,158,62,96,0.3924,0.388,61.305,-6.9152,1.0955,11.3476,-6.69,-58.464,20.0,26.4727,-17.4699,"{'sl': 95, 'tp': 62, 'end': 1}",52,0.267,0.513
7,3,3,5,0.1,0.5,5.0,8.0,1.5,53,17,36,0.3208,3.3142,175.6538,311.0102,2.1238,19.5272,-4.3419,-21.835,19.04,30.3405,-9.0509,"{'sl': 36, 'tp': 17}",31,0.266,0.491
10,2,10,5,0.1,0.0,10.0,8.0,1.5,68,19,49,0.2794,2.1188,144.0774,173.6627,1.6296,19.6272,-4.6702,-51.6428,22.54,37.8244,-11.4916,"{'tp': 17, 'sl': 49, 'end': 2}",41,0.266,0.5
7,2,7,3,0.05,0.0,5.0,5.0,1.5,37,13,24,0.3514,1.6459,60.9,58.6191,1.5268,13.5778,-4.8171,-28.8118,18.24,18.4207,-7.9029,"{'sl': 24, 'tp': 13}",25,0.266,0.405
5,3,7,5,0.1,0.0,5.0,4.0,1.0,143,41,102,0.2867,1.1052,158.0492,252.0781,1.5221,11.2384,-2.9679,-33.5538,10.88,22.906,-6.7432,"{'sl': 102, 'tp': 41}",51,0.266,0.566
5,3,10,5,0.1,0.0,5.0,4.0,1.0,143,41,102,0.2867,1.1052,158.0492,252.0781,1.5221,11.2384,-2.9679,-33.5538,10.88,22.906,-6.7432,"{'sl': 102, 'tp': 41}",51,0.266,0.566
7,2,10,3,0.0,0.0,5.0,5.0,1.5,28,9,19,0.3214,1.1653,32.6292,23.125,1.3329,14.5173,-5.1593,-23.7205,18.68,18.4207,-7.9029,"{'sl': 19, 'tp': 9}",22,0.266,0.464
5,3,3,3,0.1,1.0,10.0,4.0,2.0,20,7,13,0.35,0.108,2.1595,-4.3904,1.0298,10.6545,-5.5709,-31.4986,19.0,21.8246,-8.5927,"{'sl': 13, 'tp': 7}",19,0.266,0.5
5,3,3,5,0.1,1.0,5.0,6.0,1.5,91,19,72,0.2088,-0.4323,-39.3384,-51.5063,0.8857,16.0446,-4.7804,-70.4083,17.07,24.0698,-10.0648,"{'sl': 72, 'tp': 19}",45,0.266,0.451
7,2,5,3,0.1,0.5,10.0,8.0,1.5,52,16,36,0.3077,3.6734,191.0169,337.9736,2.1413,22.399,-4.6491,-29.6425,24.06,47.127,-9.0936,"{'sl': 36, 'tp': 15, 'end': 1}",34,0.264,0.423
10,3,7,3,0.0,1.0,10.0,5.0,1.5,26,9,17,0.3462,2.1912,56.9715,54.4877,1.6417,16.1945,-5.2223,-26.644,12.69,21.4186,-8.8716,"{'sl': 17, 'tp': 9}",23,0.263,0.5
5,3,10,3,0.1,0.5,5.0,4.0,2.0,39,17,22,0.4359,1.6162,63.0304,65.2372,1.5566,10.3688,-5.1472,-27.8883,20.95,21.8246,-9.0427,"{'sl': 22, 'tp': 17}",30,0.263,0.487
5,3,10,3,0.1,0.0,3.0,4.0,2.0,27,10,17,0.3704,0.833,22.4903,15.4313,1.2726,10.4985,-4.8526,-20.9824,20.89,21.8246,-9.0427,"{'sl': 17, 'tp': 10}",22,0.262,0.481
7,2,7,5,0.05,0.0,5.0,4.0,2.0,35,14,21,0.4,0.7443,26.0506,17.9655,1.245,9.4561,-5.0636,-36.3661,20.37,19.1427,-7.6658,"{'tp': 14, 'sl': 21}",26,0.262,0.457
7,3,3,5,0.05,0.0,3.0,6.0,1.0,24,8,16,0.3333,3.7846,90.8299,120.6128,3.2005,16.5134,-2.5798,-11.9768,10.67,26.9768,-4.1068,"{'sl': 16, 'tp': 8}",16,0.261,0.5
5,2,10,5,0.1,0.5,10.0,4.0,1.0,148,36,112,0.2432,0.4544,67.2479,38.9519,1.1922,11.5846,-3.1232,-48.8143,8.32,43.5001,-7.7418,"{'tp': 36, 'sl': 112}",50,0.261,0.493
7,2,7,3,0.05,1.0,10.0,4.0,1.0,40,9,31,0.225,-0.1612,-6.4498,-14.0689,0.9428,11.8197,-3.6396,-42.2119,12.88,19.3253,-6.0957,"{'sl': 31, 'tp': 9}",30,0.261,0.425
7,2,10,3,0.0,0.0,10.0,4.0,1.0,38,7,31,0.1842,-0.4348,-16.5206,-21.9396,0.85,13.3693,-3.5518,-44.4085,11.16,19.3253,-6.0957,"{'sl': 31, 'tp': 7}",30,0.261,0.447
10,3,7,3,0.05,1.0,5.0,6.0,1.0,25,8,17,0.32,3.8667,96.6684,127.5959,2.7786,18.8773,-3.1971,-21.8918,12.6,28.3433,-5.5812,"{'sl': 17, 'tp': 8}",21,0.26,0.72
10,2,10,5,0.0,1.0,10.0,4.0,1.0,27,11,16,0.4074,3.2502,87.756,116.3843,2.5883,13.0008,-3.4533,-14.3626,7.56,21.8246,-5.0385,"{'sl': 16, 'tp': 11}",23,0.26,0.519
7,2,5,3,0.1,0.0,10.0,8.0,1.5,54,16,38,0.2963,3.4264,185.0283,312.1374,2.0673,22.399,-4.562,-29.6425,23.44,47.127,-9.0936,"{'sl': 38, 'tp': 15, 'end': 1}",35,0.26,0.444
5,2,10,5,0.1,0.5,10.0,8.0,1.5,144,40,104,0.2778,1.7527,252.3928,443.0476,1.5124,18.6233,-4.736,-55.1392,21.71,32.8372,-11.5627,"{'tp': 36, 'sl': 104, 'end': 4}",50,0.26,0.472
7,2,3,5,0.05,0.0,10.0,4.0,2.0,41,15,26,0.3659,0.5274,21.6254,8.4259,1.1537,10.82,-5.4106,-36.0798,19.44,19.1427,-8.9061,"{'sl': 26, 'tp': 15}",29,0.26,0.439
5,2,3,5,0.1,0.0,3.0,4.0,1.0,87,24,63,0.2759,0.8165,71.034,73.6162,1.4123,10.1387,-2.7348,-22.8205,9.21,19.1427,-7.7418,"{'tp': 24, 'sl': 63}",42,0.259,0.575
5,2,3,5,0.1,0.5,10.0,8.0,1.5,134,34,100,0.2537,1.2791,171.3946,162.1587,1.362,18.966,-4.7345,-57.2099,21.33,32.8372,-11.5627,"{'tp': 30, 'sl': 100, 'end': 4}",49,0.259,0.478
10,3,5,5,0.1,0.5,5.0,4.0,1.0,24,7,17,0.2917,1.4744,35.3851,34.8836,1.821,11.2122,-2.5353,-14.5648,10.67,21.8246,-4.1068,"{'sl': 17, 'tp': 7}",20,0.258,0.375
5,2,3,5,0.0,1.0,3.0,5.0,1.5,22,9,13,0.4091,2.1568,47.4485,47.4483,1.7551,12.2542,-4.8338,-21.639,11.82,20.4857,-11.5627,"{'tp': 9, 'sl': 13}",18,0.258,0.364
5,2,5,5,0.0,1.0,3.0,5.0,1.5,22,9,13,0.4091,2.1568,47.4485,47.4483,1.7551,12.2542,-4.8338,-21.639,11.82,20.4857,-11.5627,"{'tp': 9, 'sl': 13}",18,0.258,0.364
5,2,7,5,0.0,1.0,3.0,5.0,1.5,22,9,13,0.4091,2.1568,47.4485,47.4483,1.7551,12.2542,-4.8338,-21.639,11.82,20.4857,-11.5627,"{'tp': 9, 'sl': 13}",18,0.258,0.364
5,2,10,5,0.0,1.0,3.0,5.0,1.5,22,9,13,0.4091,2.1568,47.4485,47.4483,1.7551,12.2542,-4.8338,-21.639,11.82,20.4857,-11.5627,"{'tp': 9, 'sl': 13}",18,0.258,0.364
5,3,3,5,0.1,0.0,5.0,6.0,1.0,136,24,112,0.1765,0.2724,37.0498,2.1373,1.1088,15.7308,-3.0401,-64.3875,14.87,26.9768,-6.7432,"{'sl': 112, 'tp': 24}",50,0.258,0.5
7,2,7,3,0.0,0.5,10.0,5.0,1.5,34,11,23,0.3235,1.4149,48.1081,36.3078,1.3861,15.6994,-5.4167,-32.3724,20.47,29.4169,-9.0936,"{'sl': 23, 'tp': 10, 'end': 1}",26,0.257,0.5
5,2,10,5,0.1,1.0,10.0,4.0,1.0,114,29,85,0.2544,0.611,69.6555,48.3725,1.2439,12.2495,-3.3598,-43.0061,7.54,43.5001,-7.7418,"{'tp': 29, 'sl': 85}",47,0.257,0.465
7,3,5,5,0.05,0.5,5.0,5.0,1.5,26,12,14,0.4615,3.5833,93.165,127.0612,2.5251,12.8545,-4.3635,-11.4742,12.96,18.9253,-6.6286,"{'sl': 14, 'tp': 12}",17,0.256,0.538
10,2,3,5,0.1,0.0,10.0,5.0,1.5,40,17,23,0.425,2.6382,105.5299,138.1737,1.9237,12.928,-4.9672,-22.1371,16.98,23.9534,-11.4916,"{'tp': 16, 'sl': 23, 'end': 1}",29,0.255,0.45
7,3,3,5,0.1,0.5,5.0,5.0,1.5,53,18,35,0.3396,1.1881,62.9669,58.9247,1.4106,12.017,-4.3811,-21.835,11.17,18.9253,-9.0509,"{'sl': 35, 'tp': 18}",31,0.255,0.547
7,3,10,3,0.0,0.0,10.0,4.0,1.0,23,6,17,0.2609,0.5335,12.2712,6.4187,1.1881,12.9164,-3.8369,-27.0854,7.74,14.7166,-5.9477,"{'sl': 17, 'tp': 6}",21,0.255,0.478
7,2,10,3,0.05,0.0,10.0,4.0,1.0,56,10,46,0.1786,-0.5733,-32.105,-34.7715,0.7931,12.3053,-3.373,-55.6706,11.86,19.3253,-6.0957,"{'sl': 46, 'tp': 10}",36,0.255,0.446
7,2,7,5,0.0,0.5,10.0,6.0,1.0,22,7,15,0.3182,2.8981,63.7583,73.2953,2.4857,15.2391,-2.861,-16.0557,11.23,24.6299,-4.5996,"{'sl': 15, 'tp': 7}",18,0.254,0.5
7,3,10,5,0.1,0.5,10.0,6.0,1.0,80,16,64,0.2,0.6765,54.1186,39.7484,1.2878,15.1366,-2.9385,-33.7368,13.11,22.7304,-6.0673,"{'sl': 64, 'tp': 16}",40,0.254,0.475
5,2,3,5,0.1,0.0,5.0,4.0,1.0,124,31,93,0.25,0.4917,60.9716,46.9087,1.2277,10.6048,-2.8793,-27.8967,8.4,19.1427,-7.7418,"{'tp': 31, 'sl': 93}",47,0.254,0.565
10,2,5,5,0.1,0.5,10.0,8.0,1.5,43,16,27,0.3721,3.873,166.5391,289.1329,2.3231,18.2755,-4.6618,-26.4466,25.28,37.8244,-8.3217,"{'tp': 14, 'sl': 27, 'end': 2}",29,0.253,0.488
7,2,10,3,0.1,0.5,5.0,5.0,1.5,53,20,33,0.3774,2.1877,115.9456,160.3163,1.8148,12.9118,-4.3119,-27.046,17.74,20.8697,-7.9029,"{'sl': 33, 'tp': 20}",34,0.253,0.453
5,3,5,3,0.1,0.5,5.0,4.0,2.0,35,16,19,0.4571,1.7608,61.6296,65.2252,1.6199,10.0651,-5.2322,-27.8883,21.54,21.8246,-9.0427,"{'sl': 19, 'tp': 16}",28,0.253,0.486
10,2,10,5,0.1,0.5,10.0,8.0,1.5,66,18,48,0.2727,1.8116,119.5665,127.3444,1.5501,18.7175,-4.5281,-47.1775,22.77,37.8244,-8.8716,"{'tp': 16, 'sl': 48, 'end': 2}",40,0.253,0.5
5,3,10,3,0.1,0.0,5.0,4.0,2.0,41,17,24,0.4146,1.3078,53.6208,50.0423,1.4372,10.3688,-5.1104,-31.9086,20.78,21.8246,-9.0427,"{'sl': 24, 'tp': 17}",31,0.253,0.488
5,3,5,3,0.1,1.0,10.0,8.0,1.5,28,6,22,0.2143,0.6303,17.6495,6.2364,1.1894,18.4738,-4.2361,-21.6162,15.18,23.8656,-8.3217,"{'sl': 22, 'tp': 6}",24,0.251,0.5
5,3,3,5,0.0,1.0,10.0,5.0,1.5,66,15,51,0.2273,-0.8633,-56.9771,-56.3693,0.7964,14.862,-5.4884,-69.2807,19.97,29.1672,-13.1274,"{'tp': 15, 'sl': 51}",39,0.251,0.561
5,3,5,5,0.0,1.0,10.0,5.0,1.5,66,15,51,0.2273,-0.8633,-56.9771,-56.3693,0.7964,14.862,-5.4884,-69.2807,19.97,29.1672,-13.1274,"{'tp': 15, 'sl': 51}",39,0.251,0.561
5,3,7,5,0.0,1.0,10.0,5.0,1.5,66,15,51,0.2273,-0.8633,-56.9771,-56.3693,0.7964,14.862,-5.4884,-69.2807,19.97,29.1672,-13.1274,"{'tp': 15, 'sl': 51}",39,0.251,0.561
5,3,10,5,0.0,1.0,10.0,5.0,1.5,66,15,51,0.2273,-0.8633,-56.9771,-56.3693,0.7964,14.862,-5.4884,-69.2807,19.97,29.1672,-13.1274,"{'tp': 15, 'sl': 51}",39,0.251,0.561
7,2,10,3,0.1,0.0,5.0,5.0,1.5,55,20,35,0.3636,1.9992,109.957,144.9602,1.7416,12.9118,-4.2366,-29.2977,17.36,20.8697,-7.9029,"{'sl': 35, 'tp': 20}",34,0.25,0.473
7,3,5,5,0.1,1.0,10.0,4.0,1.0,45,13,32,0.2889,0.886,39.8704,36.0983,1.4002,10.7303,-3.1132,-29.2547,6.47,15.1202,-4.993,"{'sl': 32, 'tp': 13}",31,0.25,0.489
7,2,5,5,0.05,1.0,10.0,6.0,1.5,31,9,22,0.2903,1.0899,33.7878,24.147,1.3383,14.8502,-4.5393,-29.4503,21.58,24.6299,-7.2167,"{'sl': 22, 'tp': 9}",21,0.25,0.548
7,2,10,5,0.0,1.0,10.0,4.0,1.0,20,9,11,0.45,3.6414,72.8271,93.6654,3.2773,11.6453,-2.9073,-10.9111,6.55,17.8984,-4.4099,"{'sl': 11, 'tp': 9}",17,0.249,0.45
10,3,7,3,0.05,1.0,5.0,5.0,1.5,25,10,15,0.4,3.3513,83.7826,101.9502,2.1712,15.5317,-4.769,-27.3826,11.6,23.6027,-8.3217,"{'sl': 15, 'tp': 10}",21,0.249,0.36
7,2,7,3,0.0,0.0,10.0,5.0,1.5,35,11,24,0.3143,1.2807,44.8234,31.8305,1.3505,15.6994,-5.3279,-32.3724,21.09,29.4169,-9.0936,"{'sl': 24, 'tp': 10, 'end': 1}",27,0.249,0.514
10,2,5,3,0.0,0.0,10.0,4.0,1.0,27,7,20,0.2593,0.6883,18.5832,12.0242,1.2568,12.9941,-3.6188,-20.6805,9.96,19.3253,-5.3019,"{'sl': 20, 'tp': 7}",21,0.249,0.444
7,3,7,5,0.1,0.0,5.0,8.0,1.5,75,23,52,0.3067,3.2606,244.5446,609.8949,2.142,19.9423,-4.1178,-28.3585,23.35,36.0025,-9.0509,"{'sl': 52, 'tp': 23}",36,0.248,0.453
10,2,7,3,0.05,0.5,5.0,8.0,1.5,40,10,30,0.25,2.539,101.5601,101.0378,1.6861,24.9583,-4.9341,-34.782,21.38,33.4516,-8.3217,"{'sl': 30, 'tp': 10}",26,0.248,0.375
10,2,10,3,0.05,1.0,5.0,8.0,1.5,42,10,32,0.2381,1.8579,78.0306,62.4156,1.4983,23.4639,-4.894,-36.2355,20.55,33.4516,-8.3217,"{'sl': 32, 'tp': 10}",28,0.248,0.381
7,2,5,5,0.0,0.5,10.0,6.0,1.5,20,8,12,0.4,3.5835,71.6693,84.6201,2.4155,15.2876,-4.2193,-14.552,13.1,24.6299,-6.5648,"{'sl': 12, 'tp': 8}",17,0.247,0.55
5,2,5,3,0.1,0.0,5.0,6.0,1.0,27,6,21,0.2222,1.1153,30.1133,26.728,1.5734,13.7724,-2.501,-12.8476,11.04,19.4189,-4.9563,"{'sl': 21, 'tp': 6}",20,0.247,0.481
5,2,7,3,0.1,0.0,5.0,6.0,1.0,27,6,21,0.2222,1.1153,30.1133,26.728,1.5734,13.7724,-2.501,-12.8476,11.04,19.4189,-4.9563,"{'sl': 21, 'tp': 6}",20,0.247,0.481
5,2,10,3,0.1,0.0,5.0,6.0,1.0,27,6,21,0.2222,1.1153,30.1133,26.728,1.5734,13.7724,-2.501,-12.8476,11.04,19.4189,-4.9563,"{'sl': 21, 'tp': 6}",20,0.247,0.481
7,3,5,5,0.1,0.5,3.0,6.0,1.5,38,11,27,0.2895,1.373,52.1738,46.6969,1.4829,14.5653,-4.0016,-21.835,15.34,22.7304,-6.2905,"{'sl': 27, 'tp': 11}",23,0.247,0.526
10,2,5,3,0.0,0.5,10.0,4.0,1.0,26,7,19,0.2692,0.7961,20.6981,14.4446,1.2946,12.9941,-3.6979,-20.6805,10.31,19.3253,-5.3019,"{'sl': 19, 'tp': 7}",21,0.247,0.423
5,2,3,5,0.05,0.0,5.0,4.0,2.0,84,31,53,0.369,-0.0623,-5.2374,-24.5947,0.982,9.223,-5.4934,-55.0166,17.39,19.1427,-10.1284,"{'sl': 53, 'tp': 30, 'end': 1}",43,0.247,0.464
10,2,5,3,0.05,0.0,10.0,6.0,1.5,37,8,29,0.2162,-0.2851,-10.5483,-23.2837,0.9302,17.5699,-5.2106,-34.0036,23.78,22.1249,-8.3217,"{'sl': 29, 'tp': 7, 'end': 1}",26,0.247,0.378
10,3,7,3,0.05,0.5,5.0,6.0,1.0,32,10,22,0.3125,3.5799,114.5568,165.4097,2.6787,18.2797,-3.1018,-22.4268,14.41,28.3433,-5.5812,"{'sl': 22, 'tp': 10}",25,0.246,0.656
7,2,7,5,0.0,0.0,10.0,4.0,1.0,23,9,14,0.3913,2.3544,54.1523,62.0496,2.3575,10.4492,-2.8493,-9.4386,6.43,17.8984,-4.4099,"{'sl': 14, 'tp': 9}",19,0.246,0.478
7,3,5,5,0.05,0.5,10.0,5.0,1.5,33,13,20,0.3939,1.8246,60.2128,61.6098,1.6332,11.9465,-4.7546,-22.6219,12.18,18.9253,-7.4395,"{'sl': 20, 'tp': 12, 'end': 1}",22,0.246,0.545
7,3,10,3,0.05,1.0,10.0,4.0,2.0,31,15,16,0.4839,1.1894,36.8699,25.0332,1.3005,10.6372,-7.668,-33.753,12.0,19.9971,-11.7954,"{'sl': 16, 'tp': 14, 'end': 1}",26,0.246,0.581
7,3,10,5,0.1,0.5,5.0,6.0,1.0,64,16,48,0.25,1.7501,112.0094,152.1384,1.8604,15.1366,-2.712,-18.3539,13.2,22.7304,-6.0673,"{'sl': 48, 'tp': 16}",33,0.245,0.469
7,3,3,5,0.1,0.5,10.0,8.0,1.5,65,18,47,0.2769,1.7868,116.1388,122.637,1.5355,18.5008,-4.6144,-26.8591,19.48,30.3405,-9.0509,"{'sl': 47, 'tp': 17, 'end': 1}",36,0.245,0.492
10,2,7,3,0.05,1.0,10.0,5.0,1.5,51,13,38,0.2549,0.1121,5.7165,-14.2872,1.0286,15.8014,-5.2553,-48.8868,21.31,21.4186,-8.8716,"{'sl': 38, 'tp': 12, 'end': 1}",36,0.245,0.451
5,3,10,3,0.1,1.0,10.0,4.0,2.0,31,13,18,0.4194,1.614,50.035,47.6182,1.5273,11.1485,-5.272,-23.6263,19.81,21.8246,-8.5927,"{'sl': 18, 'tp': 13}",26,0.244,0.516
5,3,7,5,0.1,0.0,10.0,6.0,1.5,173,42,131,0.2428,0.1259,21.7887,-38.2754,1.0342,15.6869,-4.8631,-68.8934,20.6,35.0206,-13.1274,"{'sl': 131, 'tp': 42}",52,0.244,0.468
5,3,10,5,0.1,0.0,10.0,6.0,1.5,173,42,131,0.2428,0.1259,21.7887,-38.2754,1.0342,15.6869,-4.8631,-68.8934,20.6,35.0206,-13.1274,"{'sl': 131, 'tp': 42}",52,0.244,0.468
5,2,5,3,0.1,0.5,5.0,6.0,1.0,26,6,20,0.2308,1.2386,32.2042,29.4343,1.6386,13.7724,-2.5215,-12.8476,11.27,19.4189,-4.9563,"{'sl': 20, 'tp': 6}",19,0.243,0.462
5,2,7,3,0.1,0.5,5.0,6.0,1.0,26,6,20,0.2308,1.2386,32.2042,29.4343,1.6386,13.7724,-2.5215,-12.8476,11.27,19.4189,-4.9563,"{'sl': 20, 'tp': 6}",19,0.243,0.462
5,2,10,3,0.1,0.5,5.0,6.0,1.0,26,6,20,0.2308,1.2386,32.2042,29.4343,1.6386,13.7724,-2.5215,-12.8476,11.27,19.4189,-4.9563,"{'sl': 20, 'tp': 6}",19,0.243,0.462
