strategy,params,data_window_start,data_window_end,n_tickers,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits
G,"{'ma_window': 20, 'take_profit_pct': 3.0, 'sl_lookback': 3, 'sl_fallback_pct': 4.0, 'cost_rate': 0.0005, 'max_holding_bars': None}",2020-08-03,2026-08-27,103,7512,89.6301,6543,3054,3489,0.4668,0.0234,153.4111,-79.232,1.0177,2.8959,-2.4908,-98.7822,2.78,2.9,-23.354,"{'sl': 3474, 'tp': 3047, 'end': 22}",100,0
