strategy,params,data_window_start,data_window_end,n_tickers,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits
G,"{'ma_window': 120, 'take_profit_pct': 3.0, 'sl_lookback': 3, 'sl_fallback_pct': 4.0, 'cost_rate': 0.0005, 'max_holding_bars': None}",2020-08-03,2026-08-27,98,2561,28.3151,2067,1186,881,0.5738,0.1507,311.5943,129.5208,1.0997,2.8987,-3.5485,-91.1325,4.25,2.9,-80.1,"{'tp': 1185, 'sl': 875, 'end': 7}",98,0
