strategy,data_window_start,data_window_end,n_tickers,invalid_ohlcv_rows,data_fingerprint,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits,param_breakout_window,param_volume_window,param_volume_ratio_max,param_long_sma_window,param_rsi_period,param_rsi_smooth,param_rsi_threshold,param_rsi_min,param_take_profit_pct,param_stop_loss_pct,param_max_holding_bars,param_cost_rate
D,2020-08-03,2024-08-27,98,204,a0af62663042e97e89b299f7623003fadf2893fc9dcc46927890630e8edb9de7,13,0.2653,13,10,3,0.7692,1.0538,13.7,13.7503,1.8954,2.9,-5.1,-7.3282,3.62,2.9,-5.1,"{'tp': 10, 'sl': 3}",12,0,20,3,0.95,240,10,6,42.0,30.0,3.0,5.0,20,0.0005
