strategy,data_window_start,data_window_end,n_tickers,invalid_ohlcv_rows,data_fingerprint,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits,param_slope_window,param_accel_window,param_min_slope_delta,param_ma_db_window,param_take_profit_pct,param_stop_loss_pct,param_tp_first,param_max_holding_bars,param_cost_rate
F,2020-08-03,2026-08-27,104,244,b2e027e0f8155d3fbabfd310f52c31e82afd1079722ed579e98207ca112e73a3,173,2.3014,168,119,49,0.7083,0.8583,144.2,285.9592,1.7178,2.9,-4.1,-20.8512,1.94,2.9,-4.1,"{'sl': 49, 'tp': 119}",67,0,30,5,0.004,16,3.0,4.0,True,,0.0005
