strategy,data_window_start,data_window_end,n_tickers,invalid_ohlcv_rows,data_fingerprint,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits,param_long_window,param_short_window,param_long_angle_bars,param_long_angle_min,param_long_angle_max,param_deviation_pct,param_slope_window,param_tp_atr,param_sl_atr,param_atr_window,param_max_holding_bars,param_cost_rate,param_tp_first
K,2020-08-03,2026-09-15,104,244,b2e027e0f8155d3fbabfd310f52c31e82afd1079722ed579e98207ca112e73a3,383,4.7397,346,179,167,0.5173,2.2685,784.9124,42872.3535,1.6178,11.4823,-7.6073,-77.5027,14.77,23.3964,-22.4168,"{'tp': 174, 'sl': 157, 'end': 15}",93,0,60,20,5,0.1,3.0,5.0,5,3.0,2.0,14,,0.0005,False
