strategy,data_window_start,data_window_end,n_tickers,invalid_ohlcv_rows,data_fingerprint,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits,param_slope_window,param_accel_window,param_min_slope_delta,param_ma_db_window,param_take_profit_pct,param_stop_loss_pct,param_tp_first,param_max_holding_bars,param_cost_rate
F,2020-08-03,2024-08-27,98,244,b2e027e0f8155d3fbabfd310f52c31e82afd1079722ed579e98207ca112e73a3,78,1.5714,77,58,19,0.7532,1.1727,90.3,136.9438,2.1592,2.9,-4.1,-12.9658,2.18,2.9,-4.1,"{'sl': 19, 'tp': 58}",39,0,30,5,0.004,16,3.0,4.0,True,,0.0005
