indicator,tp_pct,sl_pct,ma_window,k,accel_window,min_angle_delta,n_trades,n_win,win_rate,avg_return,total_return,cum_return,profit_factor,max_drawdown,avg_holding_bars,tickers_hit,exit_counts,label
angle_accel,3.0,5.0,20,5,3,3.0,3,2,0.6666666666666666,0.2333333333333334,0.7000000000000002,0.48401089999998703,1.1372549019607843,-5.100000000000005,3.6666666666666665,2,"{'tp': 2, 'sl': 1}",MA 각도 가속
angle_accel,3.0,5.0,20,5,3,5.0,1,0,0.0,-5.1,-5.1,-5.100000000000005,0.0,0.0,5.0,1,{'sl': 1},MA 각도 가속
angle_accel,3.0,5.0,20,5,3,1.0,37,15,0.40540540540540543,-1.8567567567567558,-68.69999999999996,-51.46139452059021,0.38770053475935834,-56.70619110393267,1.5405405405405406,17,"{'tp': 15, 'sl': 22}",MA 각도 가속
angle_accel,3.0,5.0,20,5,3,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,5,3,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,5,5,3.0,6,4,0.6666666666666666,0.2333333333333334,1.4000000000000004,0.9703644655131516,1.1372549019607843,-7.328157100000022,2.6666666666666665,2,"{'tp': 4, 'sl': 2}",MA 각도 가속
angle_accel,3.0,5.0,20,5,5,2.0,11,5,0.45454545454545453,-1.4636363636363634,-16.099999999999998,-15.729775990648676,0.4738562091503268,-12.054421087900025,2.6363636363636362,5,"{'sl': 6, 'tp': 5}",MA 각도 가속
angle_accel,3.0,5.0,20,3,10,1.0,525,308,0.5866666666666667,-0.4066666666666666,-213.49999999999997,-92.22494403890622,0.8070841239721691,-97.14679207185883,1.6247619047619049,76,"{'sl': 217, 'tp': 308}",MA 각도 가속
angle_accel,3.0,5.0,20,5,5,5.0,3,2,0.6666666666666666,0.2333333333333334,0.7000000000000002,0.48401089999998703,1.1372549019607843,-5.100000000000005,2.6666666666666665,2,"{'tp': 2, 'sl': 1}",MA 각도 가속
angle_accel,3.0,5.0,20,5,5,10.0,1,0,0.0,-5.1,-5.1,-5.100000000000005,0.0,0.0,3.0,1,{'sl': 1},MA 각도 가속
angle_accel,3.0,5.0,20,5,5,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,5,5,1.0,150,78,0.52,-0.94,-141.0,-78.54312227933411,0.6160130718954248,-82.93614581951475,1.42,43,"{'sl': 72, 'tp': 78}",MA 각도 가속
angle_accel,3.0,5.0,20,5,10,3.0,10,6,0.6,-0.2999999999999999,-2.9999999999999987,-3.7153406385041388,0.8529411764705882,-16.539645612417118,2.1,3,"{'tp': 6, 'sl': 4}",MA 각도 가속
angle_accel,3.0,5.0,20,5,10,10.0,1,0,0.0,-5.1,-5.1,-5.100000000000005,0.0,0.0,3.0,1,{'sl': 1},MA 각도 가속
angle_accel,3.0,5.0,20,5,10,5.0,5,2,0.4,-1.9,-9.5,-9.503999299449116,0.3790849673202615,-14.532965100000006,2.4,2,"{'tp': 2, 'sl': 3}",MA 각도 가속
angle_accel,3.0,5.0,20,5,10,2.0,40,21,0.525,-0.8999999999999998,-35.99999999999999,-32.58121739192424,0.628482972136223,-42.122454053016625,1.8,14,"{'tp': 21, 'sl': 19}",MA 각도 가속
angle_accel,3.0,5.0,20,5,10,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,10,3,2.0,5,2,0.4,-1.9,-9.5,-9.503999299449116,0.3790849673202615,-14.532965100000006,2.6,2,"{'tp': 2, 'sl': 3}",MA 각도 가속
angle_accel,3.0,5.0,20,10,3,3.0,3,1,0.3333333333333333,-2.433333333333333,-7.299999999999999,-7.328157100000022,0.28431372549019607,-9.939900000000012,2.3333333333333335,2,"{'tp': 1, 'sl': 2}",MA 각도 가속
angle_accel,3.0,5.0,20,10,3,1.0,11,6,0.5454545454545454,-0.7363636363636362,-8.099999999999998,-8.625858265940433,0.6823529411764705,-20.796123686183844,1.9090909090909092,4,"{'tp': 6, 'sl': 5}",MA 각도 가속
angle_accel,3.0,5.0,20,10,3,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,10,3,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,10,3,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,10,5,2.0,8,4,0.5,-1.0999999999999999,-8.799999999999999,-9.065988791994407,0.5686274509803921,-16.539645612417132,2.0,2,"{'tp': 4, 'sl': 4}",MA 각도 가속
angle_accel,3.0,5.0,20,10,5,3.0,6,3,0.5,-1.0999999999999999,-6.6,-6.879615279133144,0.5686274509803921,-14.532965100000006,1.8333333333333333,2,"{'tp': 3, 'sl': 3}",MA 각도 가속
angle_accel,3.0,5.0,20,5,10,1.0,434,233,0.5368663594470046,-0.8050691244239631,-349.4,-97.89481136137132,0.6591552043703051,-98.05922379774944,1.5921658986175116,65,"{'sl': 201, 'tp': 233}",MA 각도 가속
angle_accel,3.0,5.0,20,10,5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,10,5,1.0,51,28,0.5490196078431373,-0.707843137254902,-36.1,-33.20355040993116,0.6922421142369996,-35.39873199881085,1.7058823529411764,18,"{'tp': 28, 'sl': 23}",MA 각도 가속
angle_accel,3.0,5.0,20,10,5,5.0,3,0,0.0,-5.1,-15.299999999999999,-14.532965100000016,0.0,-9.939900000000012,1.6666666666666667,2,{'sl': 3},MA 각도 가속
angle_accel,3.0,5.0,20,10,5,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,10,10,5.0,6,2,0.3333333333333333,-2.433333333333333,-14.6,-14.11929533517724,0.28431372549019607,-18.891783879900025,1.6666666666666667,2,"{'tp': 2, 'sl': 4}",MA 각도 가속
angle_accel,3.0,5.0,20,10,10,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,10,10,2.0,27,16,0.5925925925925926,-0.35925925925925917,-9.699999999999998,-11.166999205934669,0.8270944741532976,-28.668909787900887,1.9259259259259258,8,"{'tp': 16, 'sl': 11}",MA 각도 가속
angle_accel,3.0,5.0,20,10,10,3.0,11,5,0.45454545454545453,-1.4636363636363634,-16.099999999999998,-15.729775990648665,0.4738562091503268,-20.796123686183844,1.8181818181818181,3,"{'sl': 6, 'tp': 5}",MA 각도 가속
angle_accel,3.0,5.0,20,10,10,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,3,3,2.0,5,4,0.8,1.3,6.5,6.396590585366857,2.2745098039215685,-5.100000000000005,2.6,2,"{'tp': 4, 'sl': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,3,3,3.0,2,1,0.5,-1.0999999999999999,-2.1999999999999997,-2.347900000000014,0.5686274509803921,0.0,3.5,1,"{'sl': 1, 'tp': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,3,3,5.0,2,1,0.5,-1.0999999999999999,-2.1999999999999997,-2.347900000000014,0.5686274509803921,0.0,3.0,1,"{'sl': 1, 'tp': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,3,3,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,20,10,10,1.0,309,177,0.5728155339805825,-0.5039825242718445,-155.73059999999995,-83.58145401450501,0.7672294809833807,-88.75379812454294,1.5792880258899675,53,"{'tp': 177, 'sl': 131, 'end': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,3,3,1.0,28,13,0.4642857142857143,-1.3857142857142857,-38.8,-33.87083205609822,0.4928104575163399,-41.016361489130325,1.7857142857142858,16,"{'tp': 13, 'sl': 15}",MA 각도 가속
angle_accel,3.0,5.0,30,3,5,2.0,7,6,0.8571428571428571,1.7571428571428573,12.3,12.657072372000421,3.411764705882353,-5.100000000000005,2.2857142857142856,2,"{'tp': 6, 'sl': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,3,3,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,3,5,5.0,2,1,0.5,-1.0999999999999999,-2.1999999999999997,-2.347900000000014,0.5686274509803921,0.0,4.0,1,"{'sl': 1, 'tp': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,3,5,1.0,61,33,0.5409836065573771,-0.7721311475409836,-47.099999999999994,-40.6854397261913,0.6701680672268908,-51.442793723826995,1.4918032786885247,23,"{'tp': 33, 'sl': 28}",MA 각도 가속
angle_accel,3.0,5.0,30,3,5,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,3,5,3.0,6,5,0.8333333333333334,1.5666666666666667,9.4,9.482091712342488,2.843137254901961,-5.100000000000005,1.8333333333333333,2,"{'tp': 5, 'sl': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,3,5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,3,10,3.0,7,5,0.7142857142857143,0.6142857142857142,4.3,3.8985050350130335,1.4215686274509804,-9.939900000000012,2.0,2,"{'tp': 5, 'sl': 2}",MA 각도 가속
angle_accel,3.0,5.0,30,3,10,2.0,17,10,0.5882352941176471,-0.39411764705882346,-6.699999999999998,-7.739196063885522,0.8123249299719887,-14.11929533517723,1.6470588235294117,5,"{'tp': 10, 'sl': 7}",MA 각도 가속
angle_accel,3.0,5.0,30,3,10,5.0,4,2,0.5,-1.0999999999999996,-4.399999999999999,-4.640673655900029,0.5686274509803921,-9.939900000000012,2.5,2,"{'tp': 2, 'sl': 2}",MA 각도 가속
angle_accel,3.0,5.0,30,3,10,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,3,10,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,5,3,1.0,8,6,0.75,0.9,7.2,6.9115616810284,1.7058823529411764,-9.939900000000012,2.125,3,"{'tp': 6, 'sl': 2}",MA 각도 가속
angle_accel,3.0,5.0,30,5,3,2.0,5,4,0.8,1.3,6.5,6.396590585366857,2.2745098039215685,-5.100000000000005,2.2,2,"{'tp': 4, 'sl': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,5,3,3.0,2,1,0.5,-1.0999999999999999,-2.1999999999999997,-2.347900000000014,0.5686274509803921,0.0,3.0,1,"{'sl': 1, 'tp': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,5,3,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,3,10,1.0,147,71,0.48299319727891155,-1.2360544217687073,-181.69999999999996,-85.75298922996375,0.5312177502579978,-88.50456941208078,1.6054421768707483,40,"{'tp': 71, 'sl': 76}",MA 각도 가속
angle_accel,3.0,5.0,30,5,3,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,5,3,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,5,5,2.0,7,5,0.7142857142857143,0.6142857142857142,4.3,3.8985050350130335,1.4215686274509804,-9.939900000000012,2.2857142857142856,2,"{'tp': 5, 'sl': 2}",MA 각도 가속
angle_accel,3.0,5.0,30,5,5,5.0,1,0,0.0,-5.1,-5.1,-5.100000000000005,0.0,0.0,4.0,1,{'sl': 1},MA 각도 가속
angle_accel,3.0,5.0,30,5,5,3.0,5,4,0.8,1.3,6.5,6.396590585366857,2.2745098039215685,-5.100000000000005,2.4,2,"{'tp': 4, 'sl': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,5,5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,5,5,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,5,5,1.0,41,23,0.5609756097560976,-0.6121951219512195,-25.1,-24.777901796082702,0.7265795206971678,-40.73087424952113,1.6341463414634145,19,"{'tp': 23, 'sl': 18}",MA 각도 가속
angle_accel,3.0,5.0,30,5,10,3.0,7,3,0.42857142857142855,-1.6714285714285713,-11.7,-11.628754899897354,0.4264705882352941,-16.539645612417107,2.2857142857142856,2,"{'tp': 3, 'sl': 4}",MA 각도 가속
angle_accel,3.0,5.0,30,5,10,5.0,3,1,0.3333333333333333,-2.433333333333333,-7.299999999999999,-7.328157100000022,0.28431372549019607,-9.939900000000012,2.0,2,"{'tp': 1, 'sl': 2}",MA 각도 가속
angle_accel,3.0,5.0,30,5,10,2.0,15,7,0.4666666666666667,-1.366666666666667,-20.500000000000004,-19.64048207601857,0.4975490196078431,-18.891783879900014,1.7333333333333334,4,"{'sl': 8, 'tp': 7}",MA 각도 가속
angle_accel,3.0,5.0,30,5,10,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,5,10,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,5,10,1.0,130,66,0.5076923076923077,-1.038461538461538,-134.99999999999994,-76.85525876174376,0.5863970588235293,-81.15130237566002,1.5307692307692307,33,"{'tp': 66, 'sl': 64}",MA 각도 가속
angle_accel,3.0,5.0,30,10,3,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,10,3,1.0,7,4,0.5714285714285714,-0.5285714285714286,-3.6999999999999997,-4.179124122228028,0.758169934640523,-14.532965100000016,2.142857142857143,2,"{'tp': 4, 'sl': 3}",MA 각도 가속
angle_accel,3.0,5.0,30,10,3,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,10,3,2.0,3,1,0.3333333333333333,-2.433333333333333,-7.299999999999999,-7.328157100000022,0.28431372549019607,-9.939900000000012,2.6666666666666665,2,"{'tp': 1, 'sl': 2}",MA 각도 가속
angle_accel,3.0,5.0,30,10,3,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,10,3,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,10,5,1.0,12,7,0.5833333333333334,-0.4333333333333332,-5.199999999999998,-5.9760081556527345,0.7960784313725489,-12.054421087900014,2.0,3,"{'tp': 7, 'sl': 5}",MA 각도 가속
angle_accel,3.0,5.0,30,10,5,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,10,5,3.0,4,1,0.25,-3.0999999999999996,-12.399999999999999,-12.054421087900025,0.18954248366013074,-14.532965100000016,1.5,2,"{'tp': 1, 'sl': 3}",MA 각도 가속
angle_accel,3.0,5.0,30,10,5,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,10,5,2.0,7,4,0.5714285714285714,-0.5285714285714286,-3.6999999999999997,-4.179124122228018,0.758169934640523,-14.532965100000006,1.8571428571428572,2,"{'tp': 4, 'sl': 3}",MA 각도 가속
angle_accel,3.0,5.0,30,10,5,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,10,10,2.0,12,6,0.5,-1.0999999999999994,-13.199999999999994,-13.285939494377486,0.5686274509803921,-16.539645612417118,1.5833333333333333,3,"{'sl': 6, 'tp': 6}",MA 각도 가속
angle_accel,3.0,5.0,30,10,10,5.0,5,1,0.2,-3.5,-17.5,-16.539645612417118,0.14215686274509803,-14.532965100000016,1.2,2,"{'sl': 4, 'tp': 1}",MA 각도 가속
angle_accel,3.0,5.0,30,10,10,3.0,6,2,0.3333333333333333,-2.433333333333333,-14.6,-14.11929533517724,0.28431372549019607,-18.891783879900025,1.6666666666666667,2,"{'tp': 2, 'sl': 4}",MA 각도 가속
angle_accel,3.0,5.0,30,10,10,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,10,10,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,{},MA 각도 가속
angle_accel,3.0,5.0,30,10,10,1.0,93,51,0.5483870967741935,-0.7129032258064514,-66.29999999999998,-52.316839328904244,0.6904761904761906,-60.04147695657761,1.6774193548387097,27,"{'tp': 51, 'sl': 42}",MA 각도 가속
