ind_A,params_A,ind_B,params_B,tp_pct,sl_pct,n_trades,n_win,win_rate,avg_return,total_return,cum_return,profit_factor,max_drawdown,avg_holding_bars,tickers_hit,n_months,monthly_freq
hma_turn,{'n': 9},adx,"{'length': 10, 'threshold': 15.0}",3.0,3.0,1968,986,0.5010162601626016,-0.09450990853658543,-185.99550000000013,-93.59060853985129,0.9388540558609326,-96.86916131344998,3.3053861788617884,99,73,26.96
hma_turn,{'n': 9},adx,"{'length': 10, 'threshold': 30.0}",3.0,3.0,211,110,0.5213270142180095,0.02796208530805685,5.899999999999995,-3.5299050457337278,1.0188438198658563,-36.05330915661492,3.052132701421801,88,73,2.89
hma_turn,{'n': 9},adx,"{'length': 10, 'threshold': 20.0}",3.0,3.0,1146,570,0.4973821989528796,-0.11570680628272256,-132.60000000000005,-84.17807957893186,0.9257392473118276,-88.99915226990642,3.1928446771378707,99,73,15.7
hma_turn,{'n': 9},adx,"{'length': 10, 'threshold': 25.0}",3.0,3.0,532,270,0.5075187969924813,-0.054887218045112894,-29.20000000000006,-41.25366558948127,0.96404826397439,-64.37900365608147,3.3289473684210527,99,73,7.29
hma_turn,{'n': 9},adx,"{'length': 14, 'threshold': 15.0}",3.0,3.0,1188,601,0.5058922558922558,-0.06464646464646467,-76.80000000000003,-72.8545302789813,0.9577952409737865,-86.18461674509294,3.1776094276094278,98,73,16.27
hma_turn,{'n': 9},adx,"{'length': 14, 'threshold': 20.0}",3.0,3.0,556,271,0.48741007194244607,-0.17553956834532378,-97.60000000000002,-70.70165962827053,0.8895302773061683,-83.84732971226406,3.04136690647482,97,73,7.62
hma_turn,{'n': 9},adx,"{'length': 14, 'threshold': 30.0}",3.0,3.0,73,37,0.5068493150684932,-0.058904109589041104,-4.300000000000001,-7.311716386777267,0.9614695340501797,-20.709154914243666,2.3698630136986303,53,73,1.0
hma_turn,{'n': 9},adx,"{'length': 14, 'threshold': 25.0}",3.0,3.0,213,106,0.49765258215962443,-0.1140845070422536,-24.30000000000002,-28.768208149497244,0.9267410310521547,-48.196932283668616,2.8544600938967135,86,73,2.92
hma_turn,{'n': 9},adx,"{'length': 20, 'threshold': 20.0}",3.0,3.0,255,126,0.49411764705882355,-0.13529411764705893,-34.50000000000003,-36.88908748931629,0.9137284321080261,-55.46626016609623,2.623529411764706,92,73,3.49
hma_turn,{'n': 9},adx,"{'length': 20, 'threshold': 15.0}",3.0,3.0,651,332,0.5099846390168971,-0.040092165898617506,-26.099999999999994,-42.563323730563326,0.9736070381231665,-74.32477687883296,3.3533026113671274,98,73,8.92
hma_turn,{'n': 9},adx,"{'length': 20, 'threshold': 30.0}",3.0,3.0,28,17,0.6071428571428571,0.5428571428571427,15.199999999999996,14.980162612923165,1.44574780058651,-9.54144733165333,2.4285714285714284,25,73,0.38
hma_turn,{'n': 9},adx,"{'length': 20, 'threshold': 25.0}",3.0,3.0,86,43,0.5,-0.09999999999999999,-8.6,-11.736015690391888,0.9354838709677422,-27.679383633582134,2.4186046511627906,57,73,1.18
hma_turn,{'n': 15},adx,"{'length': 10, 'threshold': 15.0}",3.0,3.0,1635,821,0.5021406727828747,-0.08518678899082573,-139.28040000000007,-88.10840277150402,0.9446866602423203,-91.89052826826843,3.2740061162079512,99,73,22.4
hma_turn,{'n': 15},adx,"{'length': 10, 'threshold': 25.0}",3.0,3.0,419,214,0.5107398568019093,-0.03556085918854416,-14.900000000000004,-28.671269500328002,0.9765538945712029,-44.644359511914466,2.990453460620525,97,73,5.74
hma_turn,{'n': 15},adx,"{'length': 10, 'threshold': 20.0}",3.0,3.0,951,478,0.5026288117770767,-0.08422712933753948,-80.10000000000005,-70.77895914573935,0.9453727068130661,-77.84323857092426,3.1745531019978968,99,73,13.03
hma_turn,{'n': 15},adx,"{'length': 14, 'threshold': 30.0}",3.0,3.0,32,16,0.5,-0.10000000000000009,-3.200000000000003,-4.538901193804056,0.9354838709677419,-12.85314564873249,2.0625,25,73,0.44
hma_turn,{'n': 15},adx,"{'length': 10, 'threshold': 30.0}",3.0,3.0,169,88,0.5207100591715976,0.024260355029585765,4.099999999999994,-3.4440768928395205,1.016328156113102,-36.238690613369926,2.7041420118343193,79,73,2.32
hma_turn,{'n': 15},adx,"{'length': 14, 'threshold': 20.0}",3.0,3.0,427,210,0.4918032786885246,-0.1491803278688525,-63.70000000000002,-56.39981619477656,0.9053069719042657,-65.22863345999988,2.9578454332552693,94,73,5.85
hma_turn,{'n': 15},adx,"{'length': 14, 'threshold': 25.0}",3.0,3.0,141,65,0.46099290780141844,-0.3340425531914895,-47.10000000000002,-41.439278960033164,0.8000848896434632,-42.424935468902625,3.0567375886524824,74,73,1.93
hma_turn,{'n': 15},adx,"{'length': 20, 'threshold': 25.0}",3.0,3.0,51,27,0.5294117647058824,0.07647058823529408,3.899999999999998,1.6215390090806414,1.0524193548387097,-9.014679100000011,3.784313725490196,41,73,0.7
hma_turn,{'n': 15},adx,"{'length': 14, 'threshold': 15.0}",3.0,3.0,960,478,0.4979166666666667,-0.10831187500000002,-103.97940000000001,-77.06797993788173,0.9302235690548393,-81.42719447951696,3.24375,98,73,13.15
hma_turn,{'n': 15},adx,"{'length': 20, 'threshold': 15.0}",3.0,3.0,505,261,0.5168316831683168,0.0009900990099009058,0.49999999999995737,-19.94021612341309,1.000661025912215,-63.56678172951272,3.1524752475247526,98,73,6.92
hma_turn,{'n': 15},adx,"{'length': 20, 'threshold': 20.0}",3.0,3.0,169,96,0.5680473372781065,0.308284023668639,52.099999999999994,56.13911084916663,1.2302253645603176,-21.431693012685372,3.0414201183431953,76,73,2.32
hma_turn,{'n': 15},adx,"{'length': 20, 'threshold': 30.0}",3.0,3.0,10,5,0.5,-0.10000000000000009,-1.0000000000000009,-1.4411201274839192,0.9354838709677419,-6.1039000000000065,3.0,10,73,0.14
hma_turn,{'n': 21},adx,"{'length': 10, 'threshold': 30.0}",3.0,3.0,156,75,0.4807692307692308,-0.21538461538461545,-33.60000000000001,-33.414594594236824,0.8661887694145756,-55.55585726681063,2.948717948717949,77,73,2.14
hma_turn,{'n': 21},adx,"{'length': 10, 'threshold': 20.0}",3.0,3.0,776,403,0.5193298969072165,0.015979381443298912,12.399999999999956,-20.170231620838198,1.0107238605898117,-61.62127016195149,3.1907216494845363,98,73,10.63
hma_turn,{'n': 21},adx,"{'length': 14, 'threshold': 15.0}",3.0,3.0,764,372,0.4869109947643979,-0.1785340314136126,-136.40000000000003,-81.90993965753945,0.8877551020408159,-82.36865315654013,3.092931937172775,98,73,10.47
hma_turn,{'n': 21},adx,"{'length': 10, 'threshold': 25.0}",3.0,3.0,350,176,0.5028571428571429,-0.0828571428571428,-28.99999999999998,-36.108488126725305,0.9462365591397841,-63.66479715619035,3.1228571428571428,94,73,4.79
hma_turn,{'n': 21},adx,"{'length': 10, 'threshold': 15.0}",3.0,3.0,1326,677,0.5105580693815988,-0.03771621417797892,-50.01170000000005,-66.63119736981614,0.9751420547740935,-79.31945055410479,3.27526395173454,98,73,18.16
hma_turn,{'n': 21},adx,"{'length': 14, 'threshold': 20.0}",3.0,3.0,311,144,0.4630225080385852,-0.3218649517684888,-100.10000000000001,-68.09309103214991,0.806644774966196,-71.37503722388519,2.4212218649517685,93,73,4.26
hma_turn,{'n': 21},adx,"{'length': 14, 'threshold': 25.0}",3.0,3.0,97,44,0.4536082474226804,-0.3783505154639176,-36.70000000000001,-33.71173177868493,0.7766281192939747,-33.81567463003514,2.329896907216495,62,73,1.33
hma_turn,{'n': 21},adx,"{'length': 14, 'threshold': 30.0}",3.0,3.0,31,13,0.41935483870967744,-0.5838709677419355,-18.1,-17.732583546979118,0.6756272401433691,-20.247419710439797,1.8064516129032258,24,73,0.42
hma_turn,{'n': 21},adx,"{'length': 20, 'threshold': 20.0}",3.0,3.0,117,46,0.39316239316239315,-0.7410256410256408,-86.69999999999997,-60.180536011314445,0.6060881417537485,-58.906641910541225,2.572649572649573,70,73,1.6
hma_turn,{'n': 21},adx,"{'length': 20, 'threshold': 15.0}",3.0,3.0,367,167,0.4550408719346049,-0.3697547683923707,-135.70000000000005,-78.21673396440262,0.7811290322580642,-78.15340067295351,3.100817438692098,96,73,5.03
hma_turn,{'n': 21},adx,"{'length': 20, 'threshold': 30.0}",3.0,3.0,7,2,0.2857142857142857,-1.385714285714286,-9.700000000000001,-9.541447331653341,0.3741935483870968,-9.278445545289127,2.4285714285714284,7,73,0.1
hma_turn,{'n': 21},adx,"{'length': 20, 'threshold': 25.0}",3.0,3.0,33,13,0.3939393939393939,-0.7363636363636364,-24.300000000000004,-22.754104379855068,0.6080645161290321,-20.282873457022767,2.6363636363636362,28,73,0.45
hma_turn,{'n': 34},adx,"{'length': 10, 'threshold': 15.0}",3.0,3.0,922,459,0.49783080260303686,-0.11535238611713669,-106.35490000000003,-77.22940662419602,0.9259005782763178,-84.62518463524414,3.486984815618221,98,73,12.63
hma_turn,{'n': 34},adx,"{'length': 10, 'threshold': 25.0}",3.0,3.0,332,164,0.4939759036144578,-0.13614457831325305,-45.20000000000002,-45.233371561750104,0.9132104454685095,-56.5955116575822,3.6265060240963853,93,73,4.55
hma_turn,{'n': 34},adx,"{'length': 14, 'threshold': 15.0}",3.0,3.0,605,290,0.4793388429752066,-0.22396694214876028,-135.49999999999997,-80.39131580543142,0.861239119303635,-82.35711929405228,3.3900826446280994,98,73,8.29
hma_turn,{'n': 34},adx,"{'length': 10, 'threshold': 30.0}",3.0,3.0,167,80,0.47904191616766467,-0.22574850299401195,-37.699999999999996,-36.408570995027425,0.8602150537634401,-39.186858085102195,4.0119760479041915,80,73,2.29
hma_turn,{'n': 34},adx,"{'length': 14, 'threshold': 30.0}",3.0,3.0,45,19,0.4222222222222222,-0.5666666666666669,-25.500000000000007,-24.088019196067755,0.6836228287841191,-30.296063301189424,2.466666666666667,37,73,0.62
hma_turn,{'n': 34},adx,"{'length': 10, 'threshold': 20.0}",3.0,3.0,595,284,0.4773109243697479,-0.2361344537815126,-140.5,-81.26468086024747,0.85426822943678,-82.93085578193148,3.3949579831932772,98,73,8.15
hma_turn,{'n': 34},adx,"{'length': 14, 'threshold': 20.0}",3.0,3.0,296,140,0.47297297297297297,-0.26216216216216215,-77.6,-59.75965581733742,0.8395368072787424,-61.99585756250223,3.2195945945945947,95,73,4.05
