indicator,tp_pct,sl_pct,span,n_trades,n_win,win_rate,avg_return,total_return,cum_return,profit_factor,max_drawdown,avg_holding_bars,tickers_hit,exit_counts,label
ema_cross,3.0,3.0,20,7895,3933,0.4981633945535149,-0.1111116149461685,-877.2262000000003,-99.99955980753288,0.9284945791918361,-99.9996431678155,3.3051298290056996,102,"{'sl': 3955, 'tp': 3927, 'end': 13}",EMA 가격돌파
ema_cross,3.0,3.0,10,10839,5519,0.5091798136359442,-0.043777027401051806,-474.49920000000054,-99.99339555716529,0.9711833236173292,-99.99856794306137,3.2382138573669157,103,"{'sl': 5309, 'tp': 5514, 'end': 16}",EMA 가격돌파
ema_cross,3.0,3.0,5,14547,7366,0.50635869938819,-0.06121130129923699,-890.4408000000005,-99.99998062664764,0.9599430207481456,-99.99999504558008,3.1515089021791436,103,"{'sl': 7167, 'tp': 7356, 'end': 24}",EMA 가격돌파
ema_cross,3.0,3.0,30,6730,3301,0.4904903417533432,-0.1572947845468054,-1058.5939000000003,-99.99987914611363,0.9003138333725478,-99.99990762174447,3.320950965824666,102,"{'tp': 3296, 'sl': 3424, 'end': 10}",EMA 가격돌파
ema_cross,3.0,3.0,50,5288,2605,0.492624810892587,-0.14448307488653558,-764.0265000000002,-99.99558423396748,0.9080382716031545,-99.99625192795162,3.2931164901664145,100,"{'tp': 2601, 'sl': 2678, 'end': 9}",EMA 가격돌파
ema_cross,3.0,3.0,200,2580,1300,0.5038759689922481,-0.0759746124031008,-196.01450000000006,-95.59819804199117,0.9505404956197383,-95.88964859268381,3.2329457364341083,99,"{'sl': 1278, 'tp': 1299, 'end': 3}",EMA 가격돌파
ema_cross,3.0,3.0,100,3629,1799,0.4957288509231193,-0.12686009920088182,-460.37530000000015,-99.80561573417741,0.9188479992949051,-99.83386042277608,3.236704326260678,99,"{'tp': 1797, 'sl': 1830, 'end': 2}",EMA 가격돌파
