indicator,tp_pct,sl_pct,n,n_trades,n_win,win_rate,avg_return,total_return,cum_return,profit_factor,max_drawdown,avg_holding_bars,tickers_hit,exit_counts,label
hma_turn,3.0,3.0,9,12932,6559,0.5071914630374266,-0.05669007114135482,-733.1160000000006,-99.99980617292192,0.9628364087675667,-99.99991566764602,3.2400247448190536,103,"{'sl': 6360, 'tp': 6546, 'end': 26}",Hull MA 변곡
hma_turn,3.0,3.0,21,7407,3768,0.5087079789388417,-0.04681796948832189,-346.78070000000025,-99.88915032194377,0.9692288931290143,-99.92264847888475,3.394086674767112,98,"{'sl': 3633, 'tp': 3766, 'end': 8}",Hull MA 변곡
hma_turn,3.0,3.0,15,9721,4955,0.5097212220964922,-0.03903919349861128,-379.5000000000002,-99.97169228850672,0.9742562629271967,-99.99335261116228,3.3439975311181978,99,"{'tp': 4951, 'sl': 4751, 'end': 19}",Hull MA 변곡
hma_turn,3.0,3.0,34,5102,2543,0.49843198745589967,-0.10864049392395142,-554.2838000000002,-99.96084477088803,0.9300646842981146,-99.97817519049201,3.401019208153665,98,"{'sl': 2555, 'tp': 2541, 'end': 6}",Hull MA 변곡
hma_turn,3.0,3.0,55,3356,1785,0.5318831942789034,0.09361057806912988,314.1570999999999,413.31704833967484,1.0646102314174504,-74.7562687261003,3.5801549463647198,98,"{'tp': 1785, 'sl': 1568, 'end': 3}",Hull MA 변곡
