indicator,tp_pct,sl_pct,r,s,n_trades,n_win,win_rate,avg_return,total_return,cum_return,profit_factor,max_drawdown,avg_holding_bars,tickers_hit,exit_counts,label
tsi,3.0,3.0,25,7,1657,820,0.4948702474351237,-0.12916372963186484,-214.02430000000007,-94.43074275138856,0.9173633132993002,-97.12502503064472,3.4526252263126134,98,"{'tp': 819, 'sl': 835, 'end': 3}",TSI
tsi,3.0,3.0,13,13,1764,863,0.48922902494331066,-0.1646258503401361,-290.4000000000001,-97.5328727924864,0.8960295012709885,-98.5262647062812,3.4812925170068025,98,"{'tp': 863, 'sl': 901}",TSI
tsi,3.0,3.0,13,20,1361,654,0.4805290227773696,-0.21462160176340928,-292.1,-97.09057490358127,0.8665417827934385,-98.32642917655923,3.544452608376194,98,"{'tp': 654, 'sl': 706, 'end': 1}",TSI
tsi,3.0,3.0,13,7,2508,1241,0.4948165869218501,-0.13223576555023928,-331.6473000000001,-98.83179505131572,0.9155619573796366,-99.20973936667464,3.452153110047847,100,"{'tp': 1240, 'sl': 1267, 'end': 1}",TSI
tsi,3.0,3.0,25,13,1177,579,0.491928632115548,-0.14587935429056922,-171.7,-89.44732956847892,0.9072293062459473,-90.98066812837405,3.5310110450297367,98,"{'tp': 579, 'sl': 597, 'end': 1}",TSI
tsi,3.0,3.0,25,20,924,470,0.5086580086580087,-0.04480519480519483,-41.40000000000002,-56.40239517400592,0.9705212190259177,-62.3589111050737,3.515151515151515,98,"{'tp': 470, 'sl': 453, 'end': 1}",TSI
tsi,3.0,3.0,30,7,1493,741,0.49631614199598123,-0.12210314802411253,-182.3,-91.77240243189324,0.9217999313658197,-93.45010931738385,3.466175485599464,98,"{'tp': 741, 'sl': 752}",TSI
tsi,3.0,3.0,30,20,827,383,0.46311970979443773,-0.3212817412333737,-265.70000000000005,-95.18223575097252,0.8069601859924435,-95.7751425170241,3.3978234582829505,98,"{'sl': 444, 'tp': 383}",TSI
tsi,3.0,3.0,30,13,1041,526,0.505283381364073,-0.06541786743515858,-68.10000000000008,-68.34268939190804,0.9572638845309065,-70.86005409216718,3.3304514889529298,98,"{'tp': 526, 'sl': 514, 'end': 1}",TSI
