strategy,data_window_start,data_window_end,n_tickers,invalid_ohlcv_rows,data_fingerprint,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits,param_sma_short_window,param_sma_long_window,param_obv_window,param_adx_window,param_adx_threshold,param_take_profit_pct,param_stop_loss_pct,param_max_holding_bars,param_cost_rate
E,2020-08-03,2026-08-27,104,244,b2e027e0f8155d3fbabfd310f52c31e82afd1079722ed579e98207ca112e73a3,19,0.2603,19,14,5,0.7368,0.0579,1.1,0.1774,1.0431,1.9,-5.1,-8.2288,3.05,1.9,-5.1,"{'tp': 14, 'sl': 5}",17,0,20,60,20,14,20.0,2.0,5.0,30,0.0005
