strategy,data_window_start,data_window_end,n_tickers,data_fingerprint,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits,param_breakout_window,param_volume_window,param_volume_ratio_max,param_long_sma_window,param_rsi_period,param_rsi_smooth,param_rsi_threshold,param_rsi_min,param_take_profit_pct,param_stop_loss_pct,param_max_holding_bars,param_cost_rate
D,2020-08-03,2026-08-27,104,d9c28ab5d01026b3ca9422a69bab301bd520af90547b4aac481056f42ef33e33,19,0.2603,19,15,4,0.7895,1.2158,23.1,24.5362,2.1324,2.9,-5.1,-5.1,4.53,2.9,-5.1,"{'tp': 15, 'sl': 4}",17,0,20,3,0.95,240,10,6,42.0,30.0,3.0,5.0,20,0.0005
