strategy,data_window_start,data_window_end,n_tickers,invalid_ohlcv_rows,data_fingerprint,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits,param_ma_window,param_slope_ma_window,param_take_profit_pct,param_stop_loss_pct,param_tp_first,param_max_holding_bars,param_cost_rate
H,2020-08-03,2026-08-27,104,244,b2e027e0f8155d3fbabfd310f52c31e82afd1079722ed579e98207ca112e73a3,770,8.0959,591,352,239,0.5956,0.2677,158.1844,171.941,1.1302,3.9,-5.0821,-75.5095,6.08,3.9,-5.1,"{'sl': 238, 'tp': 352, 'end': 1}",97,0,240,120,4.0,5.0,True,,0.0005
