indicator,tp_pct,sl_pct,long_frame,mid_frame,pull,n_trades,n_win,win_rate,avg_return,total_return,cum_return,profit_factor,max_drawdown,avg_holding_bars,tickers_hit,exit_counts,label
elder_triple,3.0,3.0,120,22,3,7606,3749,0.4929003418353931,-0.14259794898764136,-1084.6000000000001,-99.99993747581073,0.9092893524132906,-99.99994158018988,2.732842492768867,98,"{'sl': 3857, 'tp': 3749}",엘더 삼중스크린
elder_triple,3.0,3.0,250,22,3,6390,3106,0.4860719874804382,-0.1845968231611894,-1179.5737000000001,-99.9999581800287,0.8841328729715919,-99.99996186527692,2.6539906103286386,98,"{'tp': 3103, 'sl': 3284, 'end': 3}",엘더 삼중스크린
elder_triple,3.0,3.0,500,22,3,5203,2575,0.4949067845473765,-0.13128973669037097,-683.1005000000001,-99.98970380851715,0.9161225132510611,-99.99021500372436,2.4797232365942725,96,"{'sl': 2627, 'tp': 2572, 'end': 4}",엘더 삼중스크린
