strategy,data_window_start,data_window_end,n_tickers,invalid_ohlcv_rows,data_fingerprint,n_signals,monthly_frequency,n_trades,n_win,n_loss,win_rate,avg_return,total_return,cum_return,profit_factor,avg_win,avg_loss,max_drawdown,avg_holding_bars,best_return,worst_return,exit_counts,tickers_hit,max_hold_exits,param_min_gain_pct,param_vol_sma_window,param_max_pullback,param_take_profit_pct,param_stop_loss_pct,param_max_holding_bars,param_cost_rate
G,2020-08-03,2026-08-27,104,244,b2e027e0f8155d3fbabfd310f52c31e82afd1079722ed579e98207ca112e73a3,131,1.7123,125,73,52,0.584,0.74,92.5,116.0,1.3488,4.9,-5.1,-28.5823,2.46,4.9,-5.1,"{'tp': 73, 'sl': 52}",58,0,7.0,5,3,5.0,5.0,20,0.0005
