indicator,tp_pct,sl_pct,n,n_trades,n_win,win_rate,avg_return,total_return,cum_return,profit_factor,max_drawdown,avg_holding_bars,tickers_hit,exit_counts,label
vortex,3.0,3.0,10,7697,3940,0.5118877484734312,-0.029217942055346287,-224.89050000000037,-99.67044524593715,0.980682344893034,-99.74707836249716,3.2862154086007536,100,"{'sl': 3754, 'tp': 3936, 'end': 7}",보텍스
vortex,3.0,3.0,14,6525,3297,0.5052873563218391,-0.06732540996168589,-439.2983000000004,-99.93477799829921,0.9560605033107278,-99.97273567640892,3.4,100,"{'sl': 3225, 'tp': 3296, 'end': 4}",보텍스
vortex,3.0,3.0,16,6157,3172,0.5151859671918142,-0.008432028585350044,-51.916000000000224,-96.27412857894151,0.9943842706358389,-98.7475435085086,3.354718206918954,101,"{'sl': 2982, 'tp': 3169, 'end': 6}",보텍스
vortex,3.0,3.0,20,5438,2764,0.5082751011401251,-0.04821447223243844,-262.1903000000002,-99.37161347633705,0.9683055200759133,-99.68807906145709,3.40529606472968,100,"{'sl': 2666, 'tp': 2760, 'end': 12}",보텍스
vortex,3.0,3.0,26,4704,2448,0.5204081632653061,0.024556590136054376,115.51419999999979,-61.65587808807068,1.016547781058483,-96.57964670467824,3.4717261904761907,98,"{'tp': 2446, 'sl': 2250, 'end': 8}",보텍스
